,payoutChange,divGrowth,payoutAvg,debtEquityAvg,netMarginAvg,roicAvg
ATNI,0.6636931989710612,0.03564423298015137,1.1562843038999386,0.46302262686381007,0.04652838684219284,4.349319693703428
ATR,-0.006167539079896571,0.040425165385737115,0.3645351971663173,1.2440498640918052,0.08777970597141495,9.206097773644132
ATVI,1.096717138220027,0.1542794513014786,0.4046054409185624,0.9272056705789052,0.12544803331257504,0.0
AUO,1.8053236424898624,0.8778194930787864,0.37632788867327416,1.3130230190717442,0.05844101075850103,1.954044573652207
AUY,0.6019114009147093,-0.47715650280761185,-0.07142086589590542,0.9658101758383856,-0.5030370278581475,-11.251191857492167
AVGO,-2.157419764938228,0.8333936323237561,0.28811323646601616,1.4190407767531061,0.054826159435454526,0.0
AVH,-1.2088260306455012,1.0978563562476273,0.1424476769317389,3.7020931767454996,-0.006752937851448378,7.8970964729094915
AVP,-0.6595128022936141,0.0066539923954371805,-0.09217512403168247,-4.845898346825417,-0.06715474793353807,0.0
AVX,9.032207458927674,0.040453495873101986,5.5633502073269705,0.13866114895409673,0.061298606448229105,0.29181396519302066
AXP,0.43838340549655025,0.06405267913332084,0.30247483941396897,7.495460966159707,0.14617966305353006,1.8052909315609806
AXS,0.31396070690883926,0.04577222588961449,0.29144749548893156,3.257493172739918,0.0713943822525736,0.0168526555593569
AY,2.7865708318038305,1.94969192451274,-2.953327453704027,4.662758488994417,-0.12583228739395183,1.2542087904422312
AZN,-0.19698049815689134,-7.338922287636329e-05,1.1414369265200375,2.81888005813792,0.1333460742264402,2.288971843906766
AZUL,3.285146405696939,0.0,-0.584576132706677,-3.654898656807623,-0.040929864641696824,0.0
BA,0.04982603007883413,0.17465754070228975,0.48698326023792937,127.30240646323215,0.06446086675045418,3.4360472080475795
BABA,0.0,0.0,0.0,0.6539719407056769,0.4128570638751016,0.3025891323638775
BAC,-0.028722577675505605,0.3608098029403006,0.25753427913486265,8.091435752591858,0.21300352639051834,0.03971552481289356
BAK,-10.998241432352957,0.8813590981685415,-1.4834791853689635,20.801585009188443,0.04609421156371154,14.542196326282491
BANC,0.3225922462374077,0.5091266947685212,0.5281709406448857,14.363632087876686,0.24599691276249955,0.03507290187340577
BAP,0.10798978835142821,0.3224640896053894,0.20000527994113151,7.450323444773878,0.32202865383447904,0.19795923330715626
BAX,2.4467467147644144,-0.23302371428521498,0.47779701115851814,1.0400829451245786,0.217846300647384,0.14150943396226415
BBBY,0.5704155362113185,0.15143614088086502,0.11254088138699248,1.4940200345220394,0.053336524883340446,7.653708804118699
BBD,0.19878572428375932,0.17889229042608626,0.36044202794872454,9.662534853785347,0.2639104318982053,0.05140116197904771
BBSI,-0.646799839287494,0.10375255772355496,0.29161539539901277,7.37955206038074,0.02804075251114307,10.283515756472358
BBU,-0.569792068099905,0.0847782812087536,0.47388925729442977,4.045703466319459,0.008079909620744346,0.14628917079081566
BC,0.41477114194377496,0.13304470892868858,0.27158063798403087,1.33529723038696,0.05425461185147806,12.688976890863685
BCBP,0.025018936618490233,0.11805173166459733,0.783590707635641,12.407786422343056,0.13346471222726966,0.3158949103164876
BCH,-0.013378946990729538,-0.023711373128787978,0.6383517000918414,9.97016458931103,0.3981240579350606,0.3481899950011374
BEP,8.79979683390338,0.12495006303621785,13.502380952380951,3.5312623097231537,-0.009533727112846198,1.3220385341705108
BFIN,2.892373241259193,0.4858767515828571,0.5018229309385632,6.752713064955441,0.15084023702122326,0.15400042452681328
BG,1.3111015093229845,0.08342433101937297,0.8019646887382382,1.8566784427328944,0.01305084587339863,1.0823039182496959
BGCP,0.7705752228291635,0.24045201133891858,1.8773172169107954,4.607895387317577,0.04673291038887206,0.3142160675664367
BHF,1.8100455760680445,0.0,-1.2538648966823152,13.61268487595103,-0.3049884865370725,-0.01692140455381981
BIP,10.290637133048703,0.19389901034637877,15.948878382076762,2.831827704695509,0.07632287802961633,0.12638309809424528
BK,-0.11478141408454706,0.03943889694606162,0.2638215437927278,9.027687249348563,0.23513771618992643,0.022337652618148556
BKE,0.2895413143427578,0.043056884106158565,0.44870056824651644,0.3700786687993989,0.11008267164328141,3.0404782906654866
BKEP,0.21751254693439312,0.10012205272824197,0.24301326750125027,0.6816361544484942,0.03590375700909183,0.0
BLCM,0.0,0.0,0.0,0.34115755226834416,-282.2383055461691,-1.017949382669317
BLFS,0.37005139291533884,0.0,-0.027637413353208684,0.6672559605256402,-0.5724484159449057,0.0
BMA,-0.18065934134282832,0.14458454973490972,0.14131259610469574,5.26683525988586,0.3279482874903794,0.0
BMO,-0.035197031193265525,0.032862756611242605,0.44816499511269053,16.66843935109796,0.23654566951238196,0.045704993928078315
BMY,1.0539675226243785,0.024327558347037332,1.5710982076017241,1.3786830616674954,0.12413239556905191,0.9756210674884173
BNS,0.010329391479623565,0.05162163771760575,0.4884929547018009,15.751703609179001,0.3119977613191576,0.04892606789800088
BOH,-0.04238902672429318,0.009685118152802763,0.46744510274331025,12.972189849797452,0.2903319429541205,0.044890397870411075
BP,-14.216134579181526,0.05505153612093964,13.627975201350203,1.7391886368621723,-0.00478165771057664,0.19601489987176393
BPOP,4.0876730595108794,2.35030536814064,0.40548722682964033,6.772106319959584,0.24127755965697253,0.049715458641076536
BR,-0.02557406268374914,0.10688891573285468,0.4342109590977398,1.968492672502329,0.09461879850337025,8.68769611486974
BRFS,-10.117136095862877,0.15596390255609527,-0.24073638917661458,2.517288139555281,0.01731999987799047,2.129154804263097
BRKS,-0.5777806430164433,0.071502658571221,0.649429119741335,0.23360708977560415,-0.002632962185677564,1.0332097887939018
BRO,-0.11098768338938676,0.09416191322919236,0.24360189509861618,1.2610281242390105,0.16936262711835637,12.736041494581476
BSAC,0.12458573364946494,0.08233368875397355,0.6769838985010929,11.241012143225868,0.36588791680980454,0.23378256405612005
BSBR,0.18856865761308694,0.4608879668562695,0.493077408372877,6.534029672900381,0.32723327279452114,0.07042554387581283
BSET,-0.014992922893263816,0.14910820710908537,0.22929943516884513,0.5557144165042726,0.04146628285725701,1.1094300518134714
BSIG,9.54237829868138,-0.2587442979070887,3.2638528145869707,9.825697956345453,0.13920101609526989,0.6686261547376997
BTU,-0.994341257436237,-0.9848320693391116,-0.0007123594362183891,27.25609107042656,-0.14154434190195017,0.0
BWXT,-0.21710049731047562,0.0006936390204926868,0.2502618860194122,6.216892132638542,0.09950998599447604,4.402776751329213
C,-1.230759058349955,0.8216453186025022,-0.11083627707432343,7.999683370313684,0.1264870965122474,0.032483614171758234
CAAS,0.9255576068146928,0.5793650793650793,0.01668353664099969,1.1540510674193258,0.023901607877002795,0.6242401894772915
CAJ,0.12544469571935543,0.04344844295884006,0.8513476653808149,0.6405784025498873,0.05384323091949228,4.75205903376341
CALM,0.26167225412809847,1.4727458597423841,0.3826781968162359,0.2135025506403663,0.06008242696435261,0.34403279408825843
CATO,1.5513070411867922,-0.0006235007659407913,1.7341706769728267,0.5724285174489357,0.04183721074498814,0.29322525473878785
CB,0.044523191545400374,0.15862612572518167,0.3088706673588473,2.3617640257890247,0.13338350903254093,0.05071667528068848
CBOE,-0.03761994349937329,0.22315987564620757,0.35742827480344724,0.5438909912458469,0.2515719254315846,3.726153846153846
CBSH,-0.020504806036631778,0.0446719429310111,0.34005617409998257,9.490496260581088,0.25374382904931453,0.040983706382847804
CBTX,-0.07022275971752351,-0.008317822717784362,0.1691538192411113,6.843297251970238,0.2323172675026476,0.2282174461761344
CBU,-0.056716078735699504,0.1053526029008977,0.49458445644763877,6.100967237884187,0.26442946753746877,0.06764537453670302
CCNE,0.011106967034441398,0.020011357070183717,0.4388214554769056,10.607364546005362,0.23059337702579663,0.0
CCU,0.020723527064823093,0.04809300193906366,0.5722021350707792,0.6356216046824127,0.07764248734329654,2.8656193169184605
CFG,0.12884859388548517,0.35002154708037053,0.23683473578656453,6.454166302305765,0.2356718819446734,0.06634993223665582
CFR,-0.0474843251476598,0.04041122537688505,0.4633126325543791,9.295860126989945,0.2902701316050503,0.03148256378704781
CGNX,0.12251079819842188,0.18252728805718674,0.14300123673142193,0.10997155379205341,0.3131044756218469,0.27441122447992644
CHFN,-0.24783152342816273,-0.028930372700092022,0.35093422027829396,5.5831582351167865,0.17463222824691735,0.09477342643467213
CHMG,0.06041309023006025,0.00834027640577865,0.5535377758798757,10.576803269010565,0.1284573974995766,0.06339654374541201
CIB,0.15067499114010544,0.17021926920791194,0.3452314278225133,8.295771103765047,0.26040225939488126,0.5172353201922196
CIG,1.4767732160154186,-0.21256787614623338,0.9598222143790444,2.1151027446337394,0.058931451938454005,0.30607663406951535
CIT,-1.5583013298198087,0.06685088144912395,0.06963629312014939,5.52369283775302,0.12983278313314292,0.10977270663720831
CIZN,0.33752697054126174,0.026781986666822483,0.8540816280522158,10.514879380155447,0.16970576545801744,0.01730859084599039
CL,0.149034292715852,0.02629127294617432,0.746186092056603,-99.03304728610686,0.12597695153296992,55.982258064516124
CLRO,0.5409958003097096,0.35495523717192623,0.26486206634635906,0.15683666686464728,-0.05717362125880989,0.11666010790498815
CM,-0.15673819672240885,-0.04241763931837472,0.40117567313793295,20.406309692318448,0.29437308633049664,0.06137682816938978
CMCSA,-0.15458950247684577,0.08563489714060846,0.24153525426204991,2.033887586257066,0.16214018177989095,3.2895813360706003
CME,-0.0536981954778471,0.11393525581485647,1.121144129654081,2.35655704278952,0.6388072160677326,4.335787203847789
CMI,0.32379570020972875,0.11288090625931495,0.5437468091180913,1.1674320955914559,0.06724246928391019,1.640634842725369
CNA,0.7450798802159575,0.4560361457725451,0.9906319785706742,3.638979420066496,0.07952044699807853,0.02562328771237977
CNOB,-0.11167146203464355,0.11396556121022432,0.24509701812326443,7.653942612451648,0.3213620737401697,0.16277648691403604
CNP,-1.7789368084925794,0.04155193484042696,0.22237016361083076,4.7700634060679095,0.05002994479080073,0.2693169532056053
COP,0.0699955875001456,-0.19236366477049174,-0.9001295796850618,1.4646065401639607,-0.10912975974571511,-0.019910713254005022
CPA,-1.2202057083177942,-0.1040477057878552,-0.03667269712306378,1.1474848017856012,0.06571386946798136,0.5990521109126744
CRESY,11.17630899731838,5.029752706350391,0.6009633733485465,8.551314393877577,0.13096376227799122,0.013367994911824777
CSCO,31.289092145097186,0.1352139012473359,18.4234611131858,1.13132804481081,0.1401535247383378,0.2530477971229088
CSX,-0.15592133076628456,0.04101671556653556,0.29157321296686495,1.8136079763221955,0.26701564640332415,1.810732538284622
CTAS,0.06499804680831023,0.20344358029844992,0.223635244104197,1.5010560047488604,0.12166943024248815,14.316998683090285
CTBI,-0.02053885050122643,0.03763749923955798,0.45811750941183155,6.952446765990374,0.2820739597613744,0.11822723141641618
CTRN,0.3187755555113801,0.38653108313330514,0.22321170936860404,0.5101607005065033,0.020393616193610384,0.35653067235924224
CTSH,-0.01187283456500099,0.0,0.17000387475510115,0.38793791672314243,0.11583329800605723,0.7372253789621175
CULP,0.0550630895830491,0.1656809289110007,0.18447467845333856,0.35914946984344365,0.06359028605632908,0.8441522698378433
CVBF,0.10607316428356091,0.10558609554293952,0.5160600287981466,7.063519506933656,0.33459380275694767,0.054806747234445334
CVI,1.5505267509951113,-0.11106834755092954,2.9311851883016486,2.2475105277663467,0.02517554162747214,7.195246862633061
CVX,-2.7005835232839677,0.008509286031052351,-4.5114189546088195,0.7362517501790659,0.034913367731377404,-0.06879392934710164
CWCO,0.1298687517162119,0.0042943176241285,0.8133473202667804,0.0738222747287312,0.099559949139387,0.8313590015284991
CY,-0.7387790034579796,0.4765827064157392,-0.27194893163949235,0.8227864359911942,-0.21090390712405008,0.0
CZNC,0.07778363426171404,-0.007253836198442369,0.739104395157893,5.660137490458335,0.2675015740750051,0.056312185714338166
DAKT,3.104762457634649,-0.08917101487097623,3.9671881079424236,0.7828746961420444,0.010119029209457274,0.2809869358899828
DAL,0.14380876249751895,0.42808516496316695,0.13335891690429605,3.3001046024873197,0.10274713780601451,6.258492887601949
DAN,1.6188639405915348,-0.043018018018018,0.20090240594367956,4.106335047762225,0.050495809836894494,2.1803432837915597
DB,0.632397525160276,0.3806717466416803,-0.4657824374302993,22.522988554279976,-0.09594175279802208,0.023764692335680005
DBD,-1.0915240578671659,-0.2208242135279355,-0.3543565662968648,6.843634856789301,-0.010019720662278084,1.200046493607129
DCI,0.08145456547086534,0.012683223209539,0.46671011870861956,1.3171018262849166,0.0833420007836879,0.0
DE,0.196049884252858,-0.008427002117339785,0.4247326001271123,7.11736149506181,0.06635874375997543,10.803482473404252
DGICA,0.9853844307748291,0.030492394313233546,1.076292187720747,2.779820850405489,0.02911790537582085,0.032457017650035246
DLB,0.12453430156718204,0.11962488885871458,0.256424635400095,0.1753844695435045,0.18489197810876257,0.46050476556124703
DLX,-0.04310414187489912,0.003148598656808351,0.2605796564960554,1.3760283945426124,0.12149006684139892,16.249362045037383
DMRC,0.0,0.0,0.0,0.0807773285416122,-0.9416058382891613,-0.4736862551394839
DS,-0.999485779215712,-0.46226830518630163,0.626960310264267,5.9630407410955995,0.06250186131924829,-0.8204964216740972
DSW,0.3361765397668313,-0.014631984230589904,0.6611087269975379,0.508046586936359,0.04062825756855881,0.9998409166816687
DWDP,1.189806996267039,0.195555252575819,1.0626658066560082,1.6215985798447816,0.09019323625387497,0.8283649503161699
DXC,-1.560238455425013,0.2644230769230769,-0.04014397481045715,2.5823784795731908,0.03015311561228769,0.0
EARN,174.95861417284334,-0.027165570404981798,214.38875548281501,9.208829876883469,0.37211683253472777,0.01146706318198437
EBSB,0.6417645975719614,1.1501604590936856,0.1391690618384643,6.165235829086753,0.25099233786110725,0.3602190335753767
EC,-1.0699598370206858,-0.3551001502534034,-0.11664676961665053,1.7486513939176114,0.01378472911696855,1.5330618090689054
ECA,-0.9780466147753307,-0.26478379262074814,-0.00484348356813305,1.3976575852779518,-0.47847501189912345,-5.435376717499623
EFSC,0.12799553153685514,0.3561882205281781,0.1725282440370929,9.156925113823835,0.27278706886969534,0.13509244964475317
EIG,0.20105681649276175,0.25333219412166774,0.0946733078645974,3.4925342639233143,0.12965198829160499,0.05634675935432555
EL,0.1574949531142337,0.1603214629692172,0.42042108991138133,1.6294630227440434,0.095204836980611,1.306655732653127
ELP,0.05839742164980214,0.010661434045128204,0.39299351758686485,1.0717143495122379,0.07210314078486806,0.7416823266649436
EMCI,0.07410634095487219,0.12663687191842374,0.3639308352659543,1.8608856638634255,0.07063912599275224,0.03905040220532444
ENIA,0.0265779111008293,-0.5158837444455568,1.0255486882002827,1.3258900281420418,0.0903784374823511,1.8082866613600899
ENIC,0.013216165940868607,0.20999996646207061,0.5770644018766101,0.7196758671737928,0.13198556016122054,24.884034431424293
ENLC,-1.6015145330456402,0.20601049982084932,0.004227779593912333,2.3492825491347933,-0.05026510456121389,0.8002958579881657
ENLK,-2.1065795267650897,0.3554914118133632,1.3150811622216472,1.310136203093048,-0.14858604402541606,0.8095414201183432
EOCC,0.06835943608640709,0.11057328124835197,0.6235930319513967,1.063394524250219,0.2683190896911449,20.637268676176973
EQBK,-0.7703132714964354,-0.7699611697609514,0.010201404007365963,8.124914492770461,0.18673503003936842,0.043258284099368584
EQGP,-0.14879306081759333,0.02330557880108819,0.7188123277727235,-1.1517724010209058,0.3201496888243806,2.0112033285307556
EQM,0.0832277509587352,0.39675673295314406,0.6110221809296262,0.5729737113224597,0.5271626649180629,2.022310567883571
EQNR,-0.905026984961166,-0.34266622812530995,-0.28780478991816233,1.8301491193366637,-0.02611512237583291,0.4298089443794921
ERIC,2.1954335676860026,-0.16198260888821348,2.581284671977159,1.1892643249375383,-0.037436648884508726,0.34865162945771316
ERIE,0.020008485316553044,0.06996663213909222,0.7041959168640556,0.889332799981605,0.12140911813171312,0.3584956878100946
ERJ,0.37204805130712787,0.024894726938859597,0.38091101823542156,2.001325783143277,0.027245819136218884,0.4108434807009564
ESCA,0.024073895786378863,0.07775963924977487,0.5132174924000068,0.4566481445350492,0.0741538462904533,0.0
ESSA,0.17169678406645086,0.11508773758189535,0.4563206003253364,8.73358592876559,0.16279959132715777,0.03174702041273369
ETFC,-0.17406212341023494,0.0,0.05976334984662205,7.71452451056759,0.21899376231933057,0.026211046805883226
ETN,0.02065440691278886,0.05756729762451818,0.5289929010068781,0.9881700894024625,0.1128397984310648,8.307513624586797
EVR,0.2659222772526623,0.13475329209838036,0.6687607753179149,1.548858703330061,0.06214923295542298,1.4906475259329965
EWBC,-0.051984549346526354,0.05882451854386983,0.28446971546261546,9.059308319252265,0.3777141210916874,0.11743678810878731
EXPE,0.7643292252069216,0.2785193353756366,0.3799293495469953,2.4030697231008733,0.06142296267683408,0.7510510173818297
F,-0.19504884674447473,0.07364755295247775,0.38500140671823085,6.796080342705423,0.0426882814818296,0.2998546982355144
FANH,-0.18090320157528963,0.0,0.6107720682613538,0.20741786472680693,0.07792438765740377,0.03449918459033
FBC,-0.7563661262861795,0.0,0.6392960248723074,10.087816246752368,0.16424799284022315,0.0709863844470831
FBR,-0.18356605497529666,-0.18953548537646436,2.2752659413352156,1.4840940734115575,0.09950245100349044,6.2992546444539945
FCBC,0.11473929440221768,0.046786995154179944,0.45604059334387387,6.0089695339566696,0.2144123537847115,0.08935206079587157
FCX,-1.2286185585826657,-0.759647613834806,-0.013463147357940042,4.070415389980003,-0.3356720112823736,5.198982308292252
FFBC,-0.09001702801034533,0.061281229412584515,0.48122833527847064,8.792798319167717,0.2626000185208639,0.062345127076917785
FFG,-0.06556962163229312,0.08279153201536145,0.3227373445656489,6.799741550744414,0.1896293924990852,0.020701160260385685
FFIN,0.019658969109400865,0.12322345716690346,0.4071692584881437,7.089721472966699,0.359622386044734,0.04894751735564231
FGBI,0.05864724119159866,0.056308161457513606,0.3693991219495494,11.191659672474358,0.2466702735580858,0.03917139400751387
FHB,0.696228414881364,0.7874101556636592,1.3550863085478904,6.70815373388974,0.3031491492188245,0.06493524976542717
FHN,0.6807525318916626,0.17234414700763087,0.5091972341176242,10.14672076706326,0.1257398504011674,0.06305801169639838
FLR,0.3601666529082599,-0.021870584029504037,0.4464621886609567,1.7208723696250434,0.015786289312280388,0.7594568898895483
FMAO,-0.06144335156852587,0.032033371244163056,0.3670647736890842,7.298915639393017,0.2654698878032237,0.0840186737947349
FMBH,-0.13686348563609527,0.04094994992383368,0.28048285343991225,9.418383736943259,0.22685935956302436,0.05486916774457524
FMBI,-0.014286433960927436,0.13897344536062806,0.32281018286608937,7.375285205836906,0.1835158703399046,0.10029003788451939
FMS,-0.0856791493504195,-0.01947044188303611,0.23612019696708955,1.353607675632129,0.06659554853111443,2.4964322323787043
FMX,-0.12062459267127883,0.2089534557090341,0.36815082115153347,1.0507819692942948,0.06725542128402408,0.24275010635928382
FNF,0.020108754939302125,0.11109579834872003,0.38190676687136355,1.135428679726653,0.08978379092079014,0.2719013387573441
FNV,0.8070657036961242,0.11924434122685297,1.812591312182316,0.0657932246121518,0.18187980158386785,0.4788732394366197
FORR,-0.0431588153412464,0.04469084503393598,0.8837836716724842,1.3962535814505082,0.045733954182262004,0.47998142282487005
FRBA,0.008082929192807028,0.0,0.2051156674845935,10.144087049915516,0.1931564470108392,0.10249094906310226
FRC,-0.043594650902476884,0.12163488387985666,0.2587072273514896,11.50366561992727,0.30010374048643434,0.05952118942822117
FRME,0.2333955017404176,0.4384368912025545,0.2815239410925892,6.712243315097301,0.27390358623233696,0.08249970409638041
FRO,1.1390646200919676,0.8529483266511845,0.48751239970136706,1.2035708738068793,0.028798513225735123,11.340408110936922
FSB,-0.6724619608767298,-0.385,0.0035193326236905432,10.859009085953309,0.26905878703711505,0.03987136553362059
FSBW,-0.12467940634011558,0.2380029875918929,0.09712568028726291,8.085930836729736,0.20571021515033652,0.19275163969222606
FSFG,-0.1311549116175147,0.04281166258850044,0.15094312346488828,8.419342500156993,0.2653370241136004,0.042572219720130956
FTEO,-1.0183855703290416,0.0036676309264407347,-0.18946079396653157,2.1792172914751133,-0.06154091778979023,-0.5765317840600105
FTI,4.473226711473265,-0.2829500745125305,2.5575094877668136,1.9392607979116605,0.01717729638101009,3.6755257009345796
FULT,0.050018147397070556,0.0802265544322378,0.4447989681958546,7.896860825531935,0.22637660853607453,0.07959670797249856
G,-0.09504915930528786,0.0,0.18174185876696713,1.2667230560737897,0.09949447977809939,47.79454578668051
GABC,-0.007670450537440014,0.12002978151086581,0.2976499523744163,7.993865516328719,0.2948741790513157,0.0
GBNK,0.06660764353332509,0.5321733920608905,0.3883657874609196,8.791734288672473,0.24382365456414865,0.0984089110544569
GCAP,-1.1029328602499506,0.11224014766335692,0.07265441281633782,3.8370308992295388,0.024687466163113885,0.056357678257994946
GG,-3.058566547204949,-0.44682195293146787,0.20132795368078815,0.5997011531592032,-0.2372628478542589,-0.4939945110666644
GGAL,0.4102550268963508,0.8970030660275511,0.025596361129070527,9.516314721135945,0.24035054598803537,1.1013551758193911
GGG,2.283047663050413,0.06660342967402381,0.7750296239498325,1.0876760910709036,0.156827169273942,0.0
GILD,0.21266381422512776,0.15501600853788688,0.14266427621630823,2.0595313516631566,0.3921082842208443,1.198251402308443
GLOG,-0.4816154211997799,0.5210141706520366,3.361564268057202,2.944771971545054,0.0031699912935523183,9.004752478363663
GLOP,0.21262349579160522,0.6815714355253238,0.7808494578998223,1.5420783442286405,0.34226248441608836,12.381745502998001
GLW,-2.679494829525483,0.0360429523612098,-0.20940136384003658,0.6995268725708543,0.16377961443909048,0.6424096385542168
GM,-1.317480500361515,-0.1004859902571655,-0.03129700273457566,4.31704134710209,0.03600734456518951,0.5540826196136012
GNTX,-0.04075784389654883,0.07515457055081765,0.2876653441674857,0.20132425969186404,0.2133290450409634,3.114962452038123
GOGL,0.0,0.0,0.0,0.9009484554937063,-0.5537634394105471,-2.3790439514438364
GOLD,0.2488539909900042,0.3489032358961402,0.2511158372520087,0.08047069055867832,0.2029366934833011,0.1238005049648546
GRFS,0.01273237789999441,0.13532093810861523,0.380792160127942,1.8797901566302888,0.14113540082073853,6.73793133070502
GRMN,-0.14659292186049108,0.03961835114237452,0.7741302832787841,0.32886816979881156,0.18536948436034276,0.41485822719364185
GS,0.41180788823239317,0.06930721100767927,0.30656197520598294,10.769405665447437,0.1850660507555897,0.020476430113545732
GSK,2.393449412035277,0.0054383904303969555,2.42169218761156,-240.32031410175543,0.14516640574490883,3.840454250724146
