,Underyling,quarter,payoutChange,divGrowth,payoutAvg,debtEquityAvg,netMarginAvg
2014-12-31,AGNC,2014-12-31,-1.2939141511958885,-0.14484671479588318,2.7389264250251966,6.976777332386525,0.7932932061970334
2017-12-31,ALGT,2017-12-31,0.2732384993881783,0.4244302405764824,0.16696668333720444,2.79633665165962,0.15524222578820937
2016-12-31,ALGT,2016-12-31,0.2732384993881783,0.4244302405764824,0.16696668333720444,2.79633665165962,0.15524222578820937
2015-12-31,ALGT,2015-12-31,0.2732384993881783,0.4244302405764824,0.16696668333720444,2.79633665165962,0.15524222578820937
2014-12-31,ALGT,2014-12-31,0.2732384993881783,0.4244302405764824,0.16696668333720444,2.79633665165962,0.15524222578820937
2017-10-29,AMAT,2017-10-29,-0.33448465062420835,-0.038567836025445223,0.24562511268033171,1.0355786641169213,0.17925666038011476
2016-10-30,AMAT,2016-10-30,-0.33448465062420835,-0.038567836025445223,0.24562511268033171,1.0355786641169213,0.17925666038011476
2015-10-25,AMAT,2015-10-25,-0.33448465062420835,-0.038567836025445223,0.24562511268033171,1.0355786641169213,0.17925666038011476
2014-10-26,AMAT,2014-10-26,-0.33448465062420835,-0.038567836025445223,0.24562511268033171,1.0355786641169213,0.17925666038011476
2017-12-31,AMGN,2017-12-31,1.1554019881965885,0.22270082346980727,0.8112966044306075,1.770064058712433,0.2476043987790618
2016-12-31,AMGN,2016-12-31,1.1554019881965885,0.22270082346980727,0.8112966044306075,1.770064058712433,0.2476043987790618
2015-12-31,AMGN,2015-12-31,1.1554019881965885,0.22270082346980727,0.8112966044306075,1.770064058712433,0.2476043987790618
2014-12-31,AMGN,2014-12-31,1.1554019881965885,0.22270082346980727,0.8112966044306075,1.770064058712433,0.2476043987790618
2017-12-31,AMRB,2017-12-31,0.2176469431861666,0.0,0.2838881492266671,6.888550583062471,0.22207047681151573
2016-12-31,AMRB,2016-12-31,0.2176469431861666,0.0,0.2838881492266671,6.888550583062471,0.22207047681151573
2015-12-31,AMRB,2015-12-31,0.2176469431861666,0.0,0.2838881492266671,6.888550583062471,0.22207047681151573
2014-12-31,AMRB,2014-12-31,0.2176469431861666,0.0,0.2838881492266671,6.888550583062471,0.22207047681151573
2017-12-31,AMSF,2017-12-31,0.030815293787157694,0.23979548355733538,0.1697224979706321,2.4023683036190726,0.16498659377365366
2016-12-31,AMSF,2016-12-31,0.030815293787157694,0.23979548355733538,0.1697224979706321,2.4023683036190726,0.16498659377365366
2015-12-31,AMSF,2015-12-31,0.030815293787157694,0.23979548355733538,0.1697224979706321,2.4023683036190726,0.16498659377365366
2014-12-31,AMSF,2014-12-31,0.030815293787157694,0.23979548355733538,0.1697224979706321,2.4023683036190726,0.16498659377365366
2017-09-30,AMTD,2017-09-30,0.09208978563179038,0.12998385038823032,0.4218485928185569,4.471610686759274,0.25093645054186836
2016-09-30,AMTD,2016-09-30,0.09208978563179038,0.12998385038823032,0.4218485928185569,4.471610686759274,0.25093645054186836
2015-09-30,AMTD,2015-09-30,0.09208978563179038,0.12998385038823032,0.4218485928185569,4.471610686759274,0.25093645054186836
2014-09-30,AMTD,2014-09-30,0.09208978563179038,0.12998385038823032,0.4218485928185569,4.471610686759274,0.25093645054186836
2017-12-31,ANCX,2017-12-31,0.16727465836816421,0.22912755018053343,0.4527308204388163,8.828361348198646,0.20322342344099184
2016-12-31,ANCX,2016-12-31,0.16727465836816421,0.22912755018053343,0.4527308204388163,8.828361348198646,0.20322342344099184
2015-12-31,ANCX,2015-12-31,0.16727465836816421,0.22912755018053343,0.4527308204388163,8.828361348198646,0.20322342344099184
2014-12-31,ANCX,2014-12-31,0.16727465836816421,0.22912755018053343,0.4527308204388163,8.828361348198646,0.20322342344099184
2018-03-03,APOG,2018-03-03,-0.03399965181248329,0.10745614357196083,0.19298850738872556,0.7617361170512561,0.06783551263445044
2017-03-04,APOG,2017-03-04,-0.03399965181248329,0.10745614357196083,0.19298850738872556,0.7617361170512561,0.06783551263445044
2016-02-27,APOG,2016-02-27,-0.03399965181248329,0.10745614357196083,0.19298850738872556,0.7617361170512561,0.06783551263445044
2015-02-28,APOG,2015-02-28,-0.03399965181248329,0.10745614357196083,0.19298850738872556,0.7617361170512561,0.06783551263445044
2017-12-31,ARCB,2017-12-31,0.650623543505768,0.29229048576144046,0.24558353875432892,1.1271957034089917,0.014952461069385197
2016-12-31,ARCB,2016-12-31,0.650623543505768,0.29229048576144046,0.24558353875432892,1.1271957034089917,0.014952461069385197
2015-12-31,ARCB,2015-12-31,0.650623543505768,0.29229048576144046,0.24558353875432892,1.1271957034089917,0.014952461069385197
2014-12-31,ARCB,2014-12-31,0.650623543505768,0.29229048576144046,0.24558353875432892,1.1271957034089917,0.014952461069385197
2017-12-31,ARII,2017-12-31,-0.01932376086038697,-0.03649114133638964,0.29685633764657965,1.5702377306554058,0.18730407472452507
2016-12-31,ARII,2016-12-31,-0.01932376086038697,-0.03649114133638964,0.29685633764657965,1.5702377306554058,0.18730407472452507
2015-12-31,ARII,2015-12-31,-0.01932376086038697,-0.03649114133638964,0.29685633764657965,1.5702377306554058,0.18730407472452507
2014-12-31,ARII,2014-12-31,-0.01932376086038697,-0.03649114133638964,0.29685633764657965,1.5702377306554058,0.18730407472452507
2017-12-31,ASML,2017-12-31,0.11103209485618411,0.25398328026546463,0.23508962115158427,0.6252347284058989,0.24417071776385393
2016-12-31,ASML,2016-12-31,0.11103209485618411,0.25398328026546463,0.23508962115158427,0.6252347284058989,0.24417071776385393
2015-12-31,ASML,2015-12-31,0.11103209485618411,0.25398328026546463,0.23508962115158427,0.6252347284058989,0.24417071776385393
2014-12-31,ASML,2014-12-31,0.11103209485618411,0.25398328026546463,0.23508962115158427,0.6252347284058989,0.24417071776385393
2017-12-31,ASTE,2017-12-31,0.03687272172652541,0.0021411330293282425,0.2305017138669695,0.2906252202164885,0.03777738014081059
