,Underyling,quarter,payoutChange,divGrowth,payoutAvg,debtEquityAvg,netMarginAvg
2015-12-31,HBCP,2015-12-31,0.9296826084554705,1.3595502859154955,0.2002805482953803,7.692498437916478,0.2184166531319748
2014-12-31,HBCP,2014-12-31,0.9296826084554705,1.3595502859154955,0.2002805482953803,7.692498437916478,0.2184166531319748
2017-12-31,HBMD,2017-12-31,3.700526411004536,0.15873015873015872,0.07081789278976014,9.764715125533112,0.09029041574830417
2016-12-31,HBMD,2016-12-31,3.700526411004536,0.15873015873015872,0.07081789278976014,9.764715125533112,0.09029041574830417
2015-12-31,HBMD,2015-12-31,3.700526411004536,0.15873015873015872,0.07081789278976014,9.764715125533112,0.09029041574830417
2014-12-31,HBMD,2014-12-31,3.700526411004536,0.15873015873015872,0.07081789278976014,9.764715125533112,0.09029041574830417
2017-12-31,HFWA,2017-12-31,-0.062008567629113165,0.28166928241142875,0.35311366215635737,6.984670524597953,0.238601016536474
2016-12-31,HFWA,2016-12-31,-0.062008567629113165,0.28166928241142875,0.35311366215635737,6.984670524597953,0.238601016536474
2015-12-31,HFWA,2015-12-31,-0.062008567629113165,0.28166928241142875,0.35311366215635737,6.984670524597953,0.238601016536474
2014-12-31,HFWA,2014-12-31,-0.062008567629113165,0.28166928241142875,0.35311366215635737,6.984670524597953,0.238601016536474
2017-12-31,HIMX,2017-12-31,1.1756129662260617,0.13262358117769515,1.3178910081102433,0.7558701060476571,0.046882215402333144
2016-12-31,HIMX,2016-12-31,1.1756129662260617,0.13262358117769515,1.3178910081102433,0.7558701060476571,0.046882215402333144
2015-12-31,HIMX,2015-12-31,1.1756129662260617,0.13262358117769515,1.3178910081102433,0.7558701060476571,0.046882215402333144
2014-12-31,HIMX,2014-12-31,1.1756129662260617,0.13262358117769515,1.3178910081102433,0.7558701060476571,0.046882215402333144
2017-12-31,HNRG,2017-12-31,-0.16544097851712777,0.006529442326262291,0.25654775476473074,1.3803096434562843,0.07582553315880523
2016-12-31,HNRG,2016-12-31,-0.16544097851712777,0.006529442326262291,0.25654775476473074,1.3803096434562843,0.07582553315880523
