,ticker,numOfFirmsHoldingInTop10,numOfHolders,priorQDate,recQDate,priorQShares,recQShares,fundNumPercentChange,fundsCreatingNewPos,fundsAddingPos,fundsClosingPos,fundsReducingPos
allFirms,BRO,6.0,297.0,2018-03-31,2018-06-30,196217000.0,198656000.0,1.24,31.0,123.0,43.0,99.0
hedgeFunds,BRO,1.0,34.0,2018-03-31,2018-06-30,29106000.0,27888000.0,-4.19,3.0,9.0,19.0,19.0
allFirms,BRS,2.0,137.0,2018-03-31,2018-06-30,36139000.0,37157000.0,2.82,18.0,44.0,22.0,41.0
hedgeFunds,BRS,0.0,20.0,2018-03-31,2018-06-30,15825000.0,15744000.0,-0.51,5.0,8.0,7.0,7.0
allFirms,BRSS,0.0,131.0,2018-03-31,2018-06-30,21104000.0,20573000.0,-2.51,11.0,49.0,15.0,45.0
hedgeFunds,BRSS,0.0,27.0,2018-03-31,2018-06-30,3222000.0,2898000.0,-10.07,5.0,10.0,4.0,11.0
allFirms,BRX,,,,,,,,,,,
hedgeFunds,BRX,,,,,,,,,,,
allFirms,BSBR,0.0,92.0,2018-03-31,2018-06-30,51582000.0,41547000.0,-19.45,16.0,31.0,10.0,27.0
hedgeFunds,BSBR,0.0,15.0,2018-03-31,2018-06-30,6204000.0,5272000.0,-15.02,7.0,5.0,4.0,2.0
allFirms,BSIG,3.0,152.0,2018-03-31,2018-06-30,99533000.0,100856000.0,1.33,59.0,14.0,58.0,
hedgeFunds,BSIG,1.0,37.0,2018-03-31,2018-06-30,14386000.0,13110000.0,-8.87,17.0,3.0,17.0,
allFirms,BSMX,1.0,103.0,2018-03-31,2018-06-30,197340000.0,185647000.0,-5.93,21.0,33.0,18.0,37.0
hedgeFunds,BSMX,0.0,15.0,2018-03-31,2018-06-30,4321000.0,4917000.0,13.79,5.0,6.0,5.0,3.0
allFirms,BSTI,6.0,72.0,2018-03-31,2018-06-30,46179000.0,68433000.0,48.19,21.0,26.0,9.0,14.0
hedgeFunds,BSTI,4.0,10.0,2018-03-31,2018-06-30,8068000.0,8768000.0,8.67,4.0,3.0,1.0,1.0
allFirms,BSX,13.0,647.0,2018-03-31,2018-06-30,1229000000.0,1255000000.0,2.06,96.0,214.0,57.0,220.0
hedgeFunds,BSX,7.0,79.0,2018-03-31,2018-06-30,128562000.00000001,113263000.0,-11.9,16.0,17.0,18.0,32.0
allFirms,BTE,1.0,119.0,2018-03-31,2018-06-30,48311000.0,70145000.0,45.19,26.0,32.0,11.0,35.0
hedgeFunds,BTE,0.0,23.0,2018-03-31,2018-06-30,12509000.0,22535000.0,80.15,6.0,6.0,2.0,9.0
allFirms,BTI,5.0,500.0,2018-03-31,2018-06-30,183297000.0,163453000.0,-10.83,56.0,132.0,100.0,212.0
hedgeFunds,BTI,1.0,39.0,2018-03-31,2018-06-30,15432000.0,9729000.0,-36.96,6.0,9.0,18.0,21.0
allFirms,BUD,19.0,539.0,2018-03-31,2018-06-30,100700000.0,78079000.0,-22.46,54.0,192.0,75.0,192.0
hedgeFunds,BUD,4.0,63.0,2018-03-31,2018-06-30,36407000.0,18485000.0,-49.23,4.0,23.0,21.0,27.0
allFirms,BURL,11.0,379.0,2018-03-31,2018-06-30,69555000.0,68388000.0,-1.68,54.0,139.0,39.0,142.0
hedgeFunds,BURL,5.0,63.0,2018-03-31,2018-06-30,12679000.0,9485000.0,-25.19,12.0,21.0,17.0,27.0
allFirms,BV,,,,,,,,,,,
hedgeFunds,BV,,,,,,,,,,,
allFirms,BVN,7.0,146.0,2018-03-31,2018-06-30,132465000.0,130156000.0,-1.74,13.0,52.0,24.0,57.0
hedgeFunds,BVN,4.0,15.0,2018-03-31,2018-06-30,8596000.0,9487000.0,10.37,2.0,7.0,6.0,4.0
allFirms,BWA,3.0,567.0,2018-03-31,2018-06-30,196442000.0,191347000.0,-2.59,69.0,191.0,56.0,219.0
hedgeFunds,BWA,0.0,79.0,2018-03-31,2018-06-30,23151000.0,25084000.0,8.35,21.0,24.0,6.0,27.0
allFirms,BWXT,4.0,290.0,2018-03-31,2018-06-30,95574000.0,95007000.0,-0.59,38.0,110.0,30.0,98.0
hedgeFunds,BWXT,1.0,38.0,2018-03-31,2018-06-30,6498000.0,4611000.0,-29.04,12.0,12.0,5.0,11.0
allFirms,BX,23.0,644.0,2018-03-31,2018-06-30,338242000.0,324158000.0,-4.16,54.0,225.0,53.0,215.0
hedgeFunds,BX,11.0,75.0,2018-03-31,2018-06-30,27551000.0,31067000.0,12.76,7.0,26.0,7.0,25.0
allFirms,BXC,3.0,85.0,2018-03-31,2018-06-30,5032000.0,5760000.0,14.47,38.0,18.0,14.0,20.0
hedgeFunds,BXC,0.0,15.0,2018-03-31,2018-06-30,2053000.0,1539000.0,-25.03,2.0,3.0,10.0,6.0
allFirms,BXG,,,,,,,,,,,
hedgeFunds,BXG,,,,,,,,,,,
allFirms,BXMT,16.0,269.0,2018-03-31,2018-06-30,63579000.0,73536000.0,15.66,42.0,97.0,29.0,74.0
hedgeFunds,BXMT,3.0,28.0,2018-03-31,2018-06-30,6624000.0,6932000.0,4.66,3.0,10.0,10.0,9.0
allFirms,BXP,16.0,457.0,2018-03-31,2018-06-30,147488000.0,147144000.0,-0.23,43.0,142.0,42.0,178.0
hedgeFunds,BXP,2.0,31.0,2018-03-31,2018-06-30,2013999.9999999998,2487000.0,23.5,11.0,9.0,8.0,9.0
allFirms,BXS,2.0,182.0,2018-03-31,2018-06-30,63949000.0,66440000.0,3.89,12.0,64.0,18.0,71.0
hedgeFunds,BXS,1.0,16.0,2018-03-31,2018-06-30,8079000.000000001,8591000.0,6.33,3.0,4.0,5.0,8.0
allFirms,BY,1.0,61.0,2018-03-31,2018-06-30,9317000.0,9504000.0,2.01,13.0,27.0,10.0,13.0
hedgeFunds,BY,1.0,9.0,2018-03-31,2018-06-30,2567000.0,2423000.0,-5.58,3.0,3.0,7.0,1.0
allFirms,BYD,4.0,229.0,2018-03-31,2018-06-30,82757000.0,81258000.0,-1.81,34.0,80.0,24.0,88.0
hedgeFunds,BYD,2.0,42.0,2018-03-31,2018-06-30,23815000.0,22402000.0,-5.93,10.0,13.0,13.0,18.0
allFirms,BZH,0.0,127.0,2018-03-31,2018-06-30,27786000.0,28626000.0,3.02,15.0,42.0,26.0,39.0
hedgeFunds,BZH,0.0,20.0,2018-03-31,2018-06-30,2443000.0,2328000.0,-4.72,5.0,7.0,5.0,7.0
allFirms,CAAP,3.0,38.0,2018-03-31,2018-06-30,16831000.0,21428000.0,27.31,13.0,11.0,7.0,11.0
hedgeFunds,CAAP,3.0,14.0,2018-03-31,2018-06-30,7734000.0,9270000.0,19.86,4.0,4.0,5.0,4.0
allFirms,CADE,,,,,,,,,,,
hedgeFunds,CADE,,,,,,,,,,,
allFirms,CAE,3.0,172.0,2018-03-31,2018-06-30,137055000.0,131685000.0,-3.92,19.0,59.0,11.0,63.0
hedgeFunds,CAE,0.0,15.0,2018-03-31,2018-06-30,14653000.0,13635000.0,-6.94,1.0,7.0,3.0,7.0
allFirms,CAG,6.0,713.0,2018-03-31,2018-06-30,307128000.0,318782000.0,3.79,91.0,233.0,57.0,229.0
hedgeFunds,CAG,2.0,67.0,2018-03-31,2018-06-30,28838000.0,34524000.0,19.71,22.0,19.0,16.0,21.0
allFirms,CAH,2.0,687.0,2018-03-31,2018-06-30,285875000.0,272073000.0,-4.83,86.0,245.0,102.0,251.0
hedgeFunds,CAH,2.0,77.0,2018-03-31,2018-06-30,39049000.0,35322000.0,-9.54,26.0,27.0,9.0,19.0
allFirms,CAJ,0.0,163.0,2018-03-31,2018-06-30,19226000.0,18174000.0,-5.47,30.0,46.0,29.0,61.0
hedgeFunds,CAJ,0.0,18.0,2018-03-31,2018-06-30,2579000.0,2892000.0,12.14,3.0,7.0,5.0,7.0
allFirms,CAL,,,,,,,,,,,
hedgeFunds,CAL,,,,,,,,,,,
allFirms,CALX,4.0,95.0,2018-03-31,2018-06-30,32698000.0,33426000.000000004,2.22,13.0,30.0,6.0,37.0
hedgeFunds,CALX,4.0,21.0,2018-03-31,2018-06-30,15979000.0,16236000.0,1.61,4.0,9.0,2.0,8.0
allFirms,CANG,,,,,,,,,,,
hedgeFunds,CANG,,,,,,,,,,,
allFirms,CAPL,0.0,44.0,2018-03-31,2018-06-30,11311000.0,11242000.0,-0.61,8.0,9.0,19.0,
hedgeFunds,CAPL,0.0,7.0,2018-03-31,2018-06-30,3251000.0,3326000.0,2.29,3.0,3.0,4.0,
allFirms,CARS,8.0,255.0,2018-03-31,2018-06-30,81018000.0,84444000.0,4.23,36.0,73.0,31.0,85.0
hedgeFunds,CARS,6.0,36.0,2018-03-31,2018-06-30,17696000.0,14731000.0,-16.76,6.0,7.0,7.0,18.0
allFirms,CAT,30.0,1462.0,2018-03-31,2018-06-30,400172000.0,402642000.0,0.62,111.0,566.0,88.0,525.0
hedgeFunds,CAT,7.0,132.0,2018-03-31,2018-06-30,23210000.0,22361000.0,-3.66,16.0,51.0,17.0,43.0
allFirms,CATO,0.0,161.0,2018-03-31,2018-06-30,18882000.0,19538000.0,3.48,38.0,51.0,12.0,53.0
hedgeFunds,CATO,0.0,29.0,2018-03-31,2018-06-30,1550000.0,2199000.0,41.82,14.0,7.0,2.0,7.0
allFirms,CBB,1.0,133.0,2018-03-31,2018-06-30,36826000.0,37268000.0,1.2,13.0,50.0,19.0,37.0
hedgeFunds,CBB,1.0,20.0,2018-03-31,2018-06-30,3768000.0,6629000.0,75.94,2.0,9.0,7.0,7.0
allFirms,CBD,1.0,80.0,2018-03-31,2018-06-30,41440000.0,41451000.0,0.03,13.0,25.0,13.0,28.0
hedgeFunds,CBD,0.0,14.0,2018-03-31,2018-06-30,16684000.000000002,18334000.0,9.89,4.0,7.0,5.0,2.0
allFirms,CBH,,,,,,,,,,,
hedgeFunds,CBH,,,,,,,,,,,
allFirms,CBK,0.0,41.0,2018-03-31,2018-06-30,14190000.0,13819000.0,-2.61,4.0,8.0,7.0,13.0
hedgeFunds,CBK,0.0,7.0,2018-03-31,2018-06-30,4065000.0000000005,4024000.0,-0.99,1.0,2.0,1.0,3.0
allFirms,CBL,1.0,212.0,2018-03-31,2018-06-30,130990000.00000001,132157999.99999999,0.89,23.0,83.0,28.0,72.0
hedgeFunds,CBL,1.0,21.0,2018-03-31,2018-06-30,4700000.0,5615000.0,19.49,10.0,1.0,5.0,6.0
allFirms,CBM,0.0,249.0,2018-03-31,2018-06-30,35582000.0,36250000.0,1.88,32.0,100.0,44.0,74.0
hedgeFunds,CBM,0.0,24.0,2018-03-31,2018-06-30,2460000.0,3305000.0,34.32,7.0,10.0,10.0,6.0
allFirms,CBO,,,,,,,,,,,
hedgeFunds,CBO,,,,,,,,,,,
allFirms,CBPX,3.0,162.0,2018-03-31,2018-06-30,36521000.0,36530000.0,0.02,23.0,54.0,17.0,63.0
hedgeFunds,CBPX,2.0,28.0,2018-03-31,2018-06-30,5360000.0,4609000.0,-14.01,4.0,6.0,10.0,16.0
allFirms,CBS,12.0,660.0,2018-03-31,2018-06-30,285696000.0,283635000.0,-0.72,81.0,195.0,84.0,263.0
hedgeFunds,CBS,2.0,74.0,2018-03-31,2018-06-30,23735000.0,22711000.0,-4.31,22.0,23.0,14.0,24.0
allFirms,CBS.A,2.0,53.0,2018-03-31,2018-06-30,6591000.0,6581000.0,-0.15,9.0,12.0,13.0,
hedgeFunds,CBS.A,1.0,8.0,2018-03-31,2018-06-30,2931000.0,3033000.0,3.48,2.0,1.0,2.0,
allFirms,CBT,3.0,297.0,2018-03-31,2018-06-30,52807000.0,52645000.0,-0.31,31.0,87.0,28.0,124.0
hedgeFunds,CBT,2.0,44.0,2018-03-31,2018-06-30,6379000.0,5959000.0,-6.59,10.0,9.0,11.0,24.0
allFirms,CBZ,3.0,138.0,2018-03-31,2018-06-30,46880000.0,48085000.0,2.57,21.0,38.0,10.0,52.0
hedgeFunds,CBZ,1.0,21.0,2018-03-31,2018-06-30,14381000.0,12860000.0,-10.57,3.0,5.0,3.0,12.0
allFirms,CCE,1.0,316.0,2018-03-31,2018-06-30,157327000.0,152430000.0,-3.11,46.0,113.0,39.0,87.0
hedgeFunds,CCE,0.0,43.0,2018-03-31,2018-06-30,27789000.0,28623000.0,3.0,11.0,17.0,7.0,13.0
allFirms,CCI,26.0,771.0,2018-03-31,2018-06-30,392535000.0,402227000.0,2.47,78.0,306.0,79.0,277.0
hedgeFunds,CCI,5.0,68.0,2018-03-31,2018-06-30,26646000.0,23607000.0,-11.4,9.0,21.0,15.0,32.0
allFirms,CCJ,5.0,268.0,2018-03-31,2018-06-30,211393000.0,202481000.0,-4.22,52.0,86.0,25.0,78.0
hedgeFunds,CCJ,1.0,38.0,2018-03-31,2018-06-30,12891000.0,14966000.0,16.09,14.0,13.0,5.0,9.0
allFirms,CCK,5.0,333.0,2018-03-31,2018-06-30,120079000.0,125806000.0,4.77,45.0,85.0,64.0,136.0
hedgeFunds,CCK,2.0,46.0,2018-03-31,2018-06-30,22661000.0,19826000.0,-12.51,13.0,12.0,22.0,19.0
allFirms,CCL,10.0,804.0,2018-03-31,2018-06-30,411591000.0,404728000.0,-1.67,93.0,342.0,90.0,255.0
hedgeFunds,CCL,4.0,68.0,2018-03-31,2018-06-30,26759000.0,19758000.0,-26.16,9.0,24.0,27.0,30.0
allFirms,CCO,1.0,77.0,2018-03-31,2018-06-30,32631999.999999996,32210000.0,-1.3,8.0,28.0,6.0,22.0
hedgeFunds,CCO,0.0,18.0,2018-03-31,2018-06-30,11336000.0,12871000.0,13.54,3.0,4.0,2.0,7.0
allFirms,CCS,,,,,,,,,,,
hedgeFunds,CCS,,,,,,,,,,,
allFirms,CCT,,,,,,,,,,,
hedgeFunds,CCT,,,,,,,,,,,
allFirms,CCU,0.0,94.0,2018-03-31,2018-06-30,27464000.0,25802000.0,-6.05,28.0,18.0,39.0,
hedgeFunds,CCU,0.0,14.0,2018-03-31,2018-06-30,1520000.0,1764000.0,16.03,9.0,4.0,4.0,
allFirms,CCZ,,,,,,,,,,,
hedgeFunds,CCZ,,,,,,,,,,,
allFirms,CDE,0.0,168.0,2018-03-31,2018-06-30,133163999.99999999,125078000.0,-6.07,22.0,53.0,24.0,49.0
hedgeFunds,CDE,0.0,22.0,2018-03-31,2018-06-30,25224000.0,15302000.0,-39.34,4.0,8.0,7.0,8.0
allFirms,CDR,1.0,159.0,2018-03-31,2018-06-30,86088000.0,84749000.0,-1.56,21.0,62.0,13.0,45.0
hedgeFunds,CDR,1.0,25.0,2018-03-31,2018-06-30,8927000.0,9041000.0,1.28,2.0,12.0,2.0,8.0
allFirms,CE,11.0,502.0,2018-03-31,2018-06-30,127845000.0,129951000.0,1.65,75.0,150.0,50.0,196.0
hedgeFunds,CE,3.0,71.0,2018-03-31,2018-06-30,18839000.0,19505000.0,3.53,14.0,26.0,11.0,23.0
allFirms,CEIX,2.0,208.0,2018-03-31,2018-06-30,26026000.0,24733000.0,-4.97,45.0,55.0,27.0,58.0
hedgeFunds,CEIX,0.0,28.0,2018-03-31,2018-06-30,3824000.0,2662000.0,-30.4,9.0,9.0,6.0,10.0
allFirms,CEL,0.0,36.0,2018-03-31,2018-06-30,7745000.0,6943000.0,-10.35,12.0,,,
hedgeFunds,CEL,0.0,3.0,2018-03-31,2018-06-30,3821000.0,3813000.0,-0.21,2.0,,,
allFirms,CEO,0.0,193.0,2018-03-31,2018-06-30,7823000.0,8090999.999999999,3.42,42.0,63.0,18.0,56.0
hedgeFunds,CEO,0.0,24.0,2018-03-31,2018-06-30,2999000.0,2572000.0,-14.23,8.0,8.0,3.0,6.0
allFirms,CEPU,0.0,27.0,2018-03-31,2018-06-30,10205000.0,8234000.0,-19.31,13.0,8.0,12.0,5.0
hedgeFunds,CEPU,0.0,10.0,2018-03-31,2018-06-30,2550000.0,1840000.0,-27.84,4.0,4.0,6.0,1.0
allFirms,CEQP,4.0,116.0,2018-03-31,2018-06-30,46865000.0,49131000.0,4.84,21.0,32.0,18.0,35.0
hedgeFunds,CEQP,0.0,19.0,2018-03-31,2018-06-30,7863000.0,8865000.0,12.75,4.0,6.0,1.0,7.0
allFirms,CF,10.0,485.0,2018-03-31,2018-06-30,232447000.0,231290000.0,-0.5,61.0,172.0,44.0,178.0
hedgeFunds,CF,4.0,66.0,2018-03-31,2018-06-30,20828000.0,24471000.0,17.49,16.0,21.0,8.0,23.0
allFirms,CFG,21.0,622.0,2018-03-31,2018-06-30,464499000.0,460825000.0,-0.79,63.0,247.0,54.0,234.0
hedgeFunds,CFG,8.0,92.0,2018-03-31,2018-06-30,46757000.0,51645000.0,10.45,10.0,46.0,11.0,30.0
allFirms,CFR,9.0,365.0,2018-03-31,2018-06-30,50926000.0,50724000.0,-0.4,67.0,129.0,20.0,106.0
hedgeFunds,CFR,4.0,45.0,2018-03-31,2018-06-30,1621000.0,2571000.0,58.61,16.0,16.0,1.0,8.0
allFirms,CFX,6.0,190.0,2018-03-31,2018-06-30,94508000.0,94246000.0,-0.28,19.0,70.0,26.0,68.0
hedgeFunds,CFX,1.0,28.0,2018-03-31,2018-06-30,17683000.0,17087000.0,-3.37,3.0,11.0,9.0,9.0
allFirms,CGC,,,,,,,,,,,
hedgeFunds,CGC,,,,,,,,,,,
allFirms,CGG,,,,,,,,,,,
hedgeFunds,CGG,,,,,,,,,,,
allFirms,CHAP,,,,,,,,,,,
hedgeFunds,CHAP,,,,,,,,,,,
allFirms,CHCT,0.0,129.0,2018-03-31,2018-06-30,16810000.0,16552000.0,-1.54,19.0,49.0,7.0,34.0
hedgeFunds,CHCT,0.0,12.0,2018-03-31,2018-06-30,1261000.0,1241000.0,-1.62,2.0,3.0,3.0,5.0
allFirms,CHD,16.0,712.0,2018-03-31,2018-06-30,198027000.0,214993000.0,8.57,71.0,235.0,45.0,279.0
hedgeFunds,CHD,3.0,50.0,2018-03-31,2018-06-30,16322000.0,14621000.0,-10.42,9.0,13.0,19.0,26.0
allFirms,CHE,6.0,324.0,2018-03-31,2018-06-30,15096000.0,14559000.0,-3.55,64.0,77.0,23.0,128.0
hedgeFunds,CHE,2.0,41.0,2018-03-31,2018-06-30,1361000.0,1884000.0,38.4,18.0,10.0,4.0,9.0
allFirms,CHGG,15.0,188.0,2018-03-31,2018-06-30,119473000.0,117110000.0,-1.98,35.0,56.0,36.0,78.0
hedgeFunds,CHGG,6.0,23.0,2018-03-31,2018-06-30,19093000.0,14703000.0,-22.99,7.0,4.0,21.0,10.0
allFirms,CHH,1.0,189.0,2018-03-31,2018-06-30,29384000.0,30976000.0,5.42,14.0,81.0,29.0,56.0
hedgeFunds,CHH,1.0,24.0,2018-03-31,2018-06-30,4783000.0,4705000.0,-1.63,4.0,8.0,14.0,9.0
allFirms,CHK,8.0,399.0,2018-03-31,2018-06-30,525142000.00000006,523090000.00000006,-0.39,59.0,113.0,62.0,126.0
hedgeFunds,CHK,5.0,38.0,2018-03-31,2018-06-30,121917000.0,121733000.0,-0.15,11.0,8.0,16.0,16.0
allFirms,CHL,5.0,301.0,2018-03-31,2018-06-30,78239000.0,81280000.0,3.89,45.0,102.0,38.0,107.0
hedgeFunds,CHL,1.0,32.0,2018-03-31,2018-06-30,10787000.0,8140000.000000001,-24.54,4.0,9.0,7.0,15.0
allFirms,CHMI,0.0,86.0,2018-03-31,2018-06-30,6362000.0,8884000.0,39.63,15.0,40.0,,
hedgeFunds,CHMI,0.0,15.0,2018-03-31,2018-06-30,1680000.0,3341000.0,98.8,5.0,10.0,,
allFirms,CHN,3.0,38.0,2018-03-31,2018-06-30,10200000.0,10349000.0,1.46,9.0,9.0,,
hedgeFunds,CHN,2.0,6.0,2018-03-31,2018-06-30,1228000.0,1350000.0,9.91,2.0,3.0,,
allFirms,CHS,0.0,252.0,2018-03-31,2018-06-30,123221000.0,121933000.0,-1.05,36.0,100.0,34.0,71.0
hedgeFunds,CHS,0.0,39.0,2018-03-31,2018-06-30,9722000.0,8756000.0,-9.94,9.0,13.0,11.0,15.0
allFirms,CHT,1.0,110.0,2018-03-31,2018-06-30,22936000.0,22294000.0,-2.8,13.0,36.0,20.0,33.0
hedgeFunds,CHT,1.0,11.0,2018-03-31,2018-06-30,4243000.0,4054999.9999999995,-4.43,3.0,4.0,1.0,3.0
allFirms,CHU,0.0,100.0,2018-03-31,2018-06-30,30448000.0,32331000.000000004,6.18,24.0,32.0,16.0,26.0
hedgeFunds,CHU,0.0,13.0,2018-03-31,2018-06-30,5705000.0,6656000.0,16.66,2.0,5.0,2.0,5.0
allFirms,CI,22.0,834.0,2018-03-31,2018-06-30,214881000.0,217632000.0,1.28,83.0,305.0,82.0,285.0
hedgeFunds,CI,14.0,103.0,2018-03-31,2018-06-30,22997000.0,23184000.0,0.81,17.0,40.0,22.0,36.0
allFirms,CIB,4.0,127.0,2018-03-31,2018-06-30,45034000.0,47018000.0,4.41,18.0,52.0,30.0,42.0
hedgeFunds,CIB,0.0,13.0,2018-03-31,2018-06-30,5691000.0,5719000.0,0.48,1.0,9.0,16.0,3.0
allFirms,CIC,0.0,25.0,2018-03-31,2018-06-30,17323000.0,17516000.0,1.11,2.0,1.0,4.0,
hedgeFunds,CIC,0.0,12.0,2018-03-31,2018-06-30,12409000.0,12134000.0,-2.22,1.0,1.0,2.0,
allFirms,CIEN,6.0,303.0,2018-03-31,2018-06-30,147386000.0,145695000.0,-1.15,45.0,107.0,44.0,95.0
hedgeFunds,CIEN,2.0,35.0,2018-03-31,2018-06-30,15004000.0,12858000.0,-14.3,10.0,8.0,14.0,15.0
allFirms,CIG,1.0,93.0,2018-03-31,2018-06-30,78255000.0,68142000.0,-12.92,11.0,26.0,21.0,32.0
hedgeFunds,CIG,1.0,14.0,2018-03-31,2018-06-30,16568999.999999998,11482000.0,-30.7,3.0,6.0,8.0,4.0
allFirms,CIM,5.0,249.0,2018-03-31,2018-06-30,90337000.0,88629000.0,-1.89,35.0,75.0,42.0,83.0
hedgeFunds,CIM,1.0,25.0,2018-03-31,2018-06-30,10034000.0,12451000.0,24.09,8.0,7.0,8.0,6.0
allFirms,CIO,,,,,,,,,,,
hedgeFunds,CIO,,,,,,,,,,,
allFirms,CIR,0.0,126.0,2018-03-31,2018-06-30,17836000.0,22258000.0,24.8,22.0,60.0,5.0,21.0
hedgeFunds,CIR,0.0,16.0,2018-03-31,2018-06-30,1190000.0,1743000.0,46.44,8.0,6.0,3.0,1.0
allFirms,CISN,,,,,,,,,,,
hedgeFunds,CISN,,,,,,,,,,,
allFirms,CIT,,,,,,,,,,,
hedgeFunds,CIT,,,,,,,,,,,
allFirms,CIVI,2.0,86.0,2018-03-31,2018-06-30,33542000.0,32586000.0,-2.85,11.0,35.0,11.0,28.0
hedgeFunds,CIVI,2.0,21.0,2018-03-31,2018-06-30,23772000.0,23653000.0,-0.5,4.0,7.0,2.0,7.0
allFirms,CJ,7.0,180.0,2018-03-31,2018-06-30,68336000.0,72207000.0,5.67,56.0,63.0,34.0,49.0
hedgeFunds,CJ,5.0,33.0,2018-03-31,2018-06-30,27337000.0,21638000.0,-20.85,6.0,16.0,15.0,10.0
allFirms,CKH,1.0,167.0,2018-03-31,2018-06-30,16207000.0,16625000.0,2.58,47.0,58.0,6.0,28.0
hedgeFunds,CKH,0.0,26.0,2018-03-31,2018-06-30,1146000.0,1930000.0,68.4,11.0,11.0,1.0,2.0
allFirms,CLB,4.0,361.0,2018-03-31,2018-06-30,49779000.0,50003000.0,0.45,51.0,114.0,31.0,132.0
hedgeFunds,CLB,1.0,43.0,2018-03-31,2018-06-30,8032000.0,8215999.999999999,2.29,7.0,13.0,6.0,17.0
allFirms,CLD,1.0,134.0,2018-03-31,2018-06-30,62934000.0,61970000.0,-1.53,16.0,47.0,9.0,35.0
hedgeFunds,CLD,0.0,14.0,2018-03-31,2018-06-30,7293000.0,7318000.0,0.34,4.0,4.0,2.0,5.0
allFirms,CLDR,,,,,,,,,,,
hedgeFunds,CLDR,,,,,,,,,,,
allFirms,CLDT,2.0,165.0,2018-03-31,2018-06-30,39621000.0,37819000.0,-4.55,21.0,60.0,19.0,50.0
hedgeFunds,CLDT,1.0,14.0,2018-03-31,2018-06-30,5340000.0,5583000.0,4.55,2.0,5.0,3.0,6.0
allFirms,CLF,4.0,259.0,2018-03-31,2018-06-30,193557000.0,201322000.0,4.01,47.0,75.0,36.0,94.0
hedgeFunds,CLF,1.0,34.0,2018-03-31,2018-06-30,45196000.0,34231000.0,-24.26,11.0,5.0,13.0,18.0
allFirms,CLGX,1.0,248.0,2018-03-31,2018-06-30,74197000.0,73453000.0,-1.0,35.0,85.0,28.0,84.0
hedgeFunds,CLGX,1.0,34.0,2018-03-31,2018-06-30,15279000.0,15120000.0,-1.04,10.0,9.0,10.0,14.0
allFirms,CLH,2.0,242.0,2018-03-31,2018-06-30,52995000.0,52817000.0,-0.34,29.0,95.0,21.0,84.0
hedgeFunds,CLH,2.0,41.0,2018-03-31,2018-06-30,15277000.0,14405000.0,-5.71,9.0,14.0,7.0,13.0
allFirms,CLI,2.0,205.0,2018-03-31,2018-06-30,87445000.0,89372000.0,2.2,25.0,78.0,22.0,63.0
hedgeFunds,CLI,2.0,32.0,2018-03-31,2018-06-30,9259000.0,8052000.0,-13.04,10.0,5.0,6.0,14.0
allFirms,CLPR,2.0,59.0,2018-03-31,2018-06-30,10087000.0,9981000.0,-1.06,4.0,12.0,2.0,26.0
hedgeFunds,CLPR,1.0,6.0,2018-03-31,2018-06-30,4258000.0,4176000.0,-1.92,1.0,1.0,1.0,2.0
allFirms,CLR,6.0,382.0,2018-03-31,2018-06-30,84595000.0,84699000.0,0.12,66.0,113.0,53.0,132.0
hedgeFunds,CLR,5.0,66.0,2018-03-31,2018-06-30,17755000.0,12786000.0,-27.99,22.0,14.0,18.0,24.0
allFirms,CLS,4.0,107.0,2018-03-31,2018-06-30,89506000.0,91204000.0,1.9,12.0,29.0,25.0,38.0
hedgeFunds,CLS,2.0,17.0,2018-03-31,2018-06-30,16228000.000000002,14616000.0,-9.94,3.0,1.0,8.0,9.0
allFirms,CLX,5.0,885.0,2018-03-31,2018-06-30,98140000.0,99811000.0,1.7,70.0,299.0,57.0,321.0
hedgeFunds,CLX,0.0,40.0,2018-03-31,2018-06-30,5322000.0,4566000.0,-14.21,7.0,14.0,10.0,15.0
allFirms,CM,22.0,360.0,2018-03-31,2018-06-30,220574000.0,201690000.0,-8.56,32.0,132.0,41.0,124.0
hedgeFunds,CM,1.0,30.0,2018-03-31,2018-06-30,6639000.0,7339000.0,10.55,4.0,13.0,7.0,10.0
allFirms,CMA,10.0,572.0,2018-03-31,2018-06-30,141581000.0,138813000.0,-1.95,67.0,201.0,54.0,216.0
hedgeFunds,CMA,5.0,76.0,2018-03-31,2018-06-30,18471000.0,20232000.0,9.54,16.0,29.0,15.0,22.0
allFirms,CMC,2.0,236.0,2018-03-31,2018-06-30,105140000.0,103871000.0,-1.21,27.0,93.0,32.0,76.0
hedgeFunds,CMC,0.0,31.0,2018-03-31,2018-06-30,18302000.0,16297000.0,-10.96,5.0,11.0,8.0,14.0
allFirms,CMD,,,,,,,,,,,
hedgeFunds,CMD,,,,,,,,,,,
allFirms,CMG,9.0,537.0,2018-03-31,2018-06-30,24132000.0,24703000.0,2.37,116.0,143.0,51.0,188.0
hedgeFunds,CMG,6.0,66.0,2018-03-31,2018-06-30,5257000.0,5641000.0,7.31,25.0,14.0,8.0,19.0
allFirms,CMI,1.0,888.0,2018-03-31,2018-06-30,133971000.0,130382000.0,-2.68,84.0,315.0,118.0,340.0
hedgeFunds,CMI,0.0,80.0,2018-03-31,2018-06-30,7282000.0,10440000.0,43.37,25.0,27.0,19.0,21.0
