,ticker,numOfFirmsHoldingInTop10,numOfHolders,priorQDate,recQDate, priorQShares , recQShares ,fundNumPercentChange,fundsCreatingNewPos,fundsAddingPos,fundsClosingPos,fundsReducingPos
hedgeFunds,PGRE,1,32,3/31/2018,6/30/2018," 24,289,000.00 "," 26,866,000.00 ",10.61,14,10,2,8
allFirms,PGTI,0,187,3/31/2018,6/30/2018,45418000,45687000,0.59,29,72,15,54
hedgeFunds,PGTI,0,25,3/31/2018,6/30/2018," 6,316,000.00 "," 6,323,000.00 ",0.13,5,10,4,9
allFirms,PGZ,,,,,,,,,,,
hedgeFunds,PGZ,,,,,,,,,,,
allFirms,PHG,4,287,3/31/2018,6/30/2018,50352000,45080000,-10.47,35,88,26,100
hedgeFunds,PHG,1,22,3/31/2018,6/30/2018," 3,518,000.00 "," 3,300,000.00 ",-6.19,6,7,2,8
allFirms,PHH,1,123,3/31/2018,6/30/2018,27396000,26912000,-1.77,15,36,13,41
hedgeFunds,PHH,0,28,3/31/2018,6/30/2018," 8,730,000.00 "," 8,030,000.00 ",-8.02,3,9,5,13
allFirms,PHI,0,64,3/31/2018,6/30/2018,18726000,14423000,-22.98,10,21,10,
hedgeFunds,PHI,0,3,3/31/2018,6/30/2018," 2,519,000.00 "," 2,721,000.00 ",8.03,1,2,1,
allFirms,PHM,4,529,3/31/2018,6/30/2018,239328000,245720000,2.67,66,201,53,182
hedgeFunds,PHM,1,57,3/31/2018,6/30/2018," 25,807,000.00 "," 23,663,000.00 ",-8.31,16,18,14,19
allFirms,PII,7,465,3/31/2018,6/30/2018,55598000,51858000,-6.73,56,139,36,175
hedgeFunds,PII,2,44,3/31/2018,6/30/2018," 3,922,000.00 "," 3,646,000.00 ",-7.04,12,9,6,17
allFirms,PIR,0,128,3/31/2018,6/30/2018,65070000,63638000,-2.2,28,30,39,50
hedgeFunds,PIR,0,20,3/31/2018,6/30/2018," 7,727,000.00 "," 7,643,000.00 ",-1.09,6,5,4,8
allFirms,PIY,,,,,,,,,,,
hedgeFunds,PIY,,,,,,,,,,,
allFirms,PJT,,,,,,,,,,,
hedgeFunds,PJT,,,,,,,,,,,
allFirms,PK,2,286,3/31/2018,6/30/2018,207050000,214288000,3.5,44,120,24,93
hedgeFunds,PK,1,29,3/31/2018,6/30/2018," 19,858,000.00 "," 14,390,000.00 ",-27.54,8,6,5,13
allFirms,PKE,1,124,3/31/2018,6/30/2018,17113000,17767000,3.83,28,39,3,34
hedgeFunds,PKE,0,20,3/31/2018,6/30/2018," 3,925,000.00 "," 3,749,000.00 ",-4.5,7,6,1,7
allFirms,PKG,1,548,3/31/2018,6/30/2018,81542000,82275000,0.9,51,189,48,224
hedgeFunds,PKG,0,58,3/31/2018,6/30/2018," 4,718,000.00 "," 3,455,000.00 ",-26.76,5,19,13,27
allFirms,PKI,5,359,3/31/2018,6/30/2018,103578000,105930000,2.27,44,111,37,132
hedgeFunds,PKI,2,39,3/31/2018,6/30/2018," 11,423,000.00 "," 12,145,000.00 ",6.32,10,12,4,11
allFirms,PLNT,7,232,3/31/2018,6/30/2018,93760000,90876000,-3.08,41,87,32,79
hedgeFunds,PLNT,3,44,3/31/2018,6/30/2018," 17,317,000.00 "," 13,360,000.00 ",-22.85,14,12,12,17
allFirms,PLOW,3,145,3/31/2018,6/30/2018,20275000,22294000,9.96,20,47,12,51
hedgeFunds,PLOW,1,22,3/31/2018,6/30/2018," 1,736,000.00 "," 1,688,000.00 ",-2.77,6,5,6,10
allFirms,PLT,2,218,3/31/2018,6/30/2018,30402000,31634000,4.05,25,70,22,83
hedgeFunds,PLT,0,27,3/31/2018,6/30/2018," 1,682,000.00 "," 2,132,000.00 ",26.75,5,11,9,9
allFirms,PM,39,1591,3/31/2018,6/30/2018,1124000000,1138000000,1.22,93,598,171,698
hedgeFunds,PM,4,139,3/31/2018,6/30/2018," 78,355,000.00 "," 75,769,000.00 ",-3.3,18,53,26,55
allFirms,PMT,2,159,3/31/2018,6/30/2018,44914000,42877000,-4.54,18,48,15,63
hedgeFunds,PMT,0,16,3/31/2018,6/30/2018," 4,897,000.00 "," 3,889,000.00 ",-20.59,1,5,4,9
allFirms,PNC,24,1164,3/31/2018,6/30/2018,381854000,372172000,-2.54,83,408,71,441
hedgeFunds,PNC,3,108,3/31/2018,6/30/2018," 14,901,000.00 "," 14,305,000.00 ",-4,24,32,10,31
allFirms,PNC-P,,,,,,,,,,,
hedgeFunds,PNC-P,,,,,,,,,,,
allFirms,PNM,3,263,3/31/2018,6/30/2018,72235000,73099000,1.2,35,98,28,87
hedgeFunds,PNM,0,26,3/31/2018,6/30/2018," 7,730,000.00 "," 8,045,000.00 ",4.07,9,5,7,11
allFirms,PNR,1,496,3/31/2018,6/30/2018,228624000,152158000,-33.45,54,62,79,379
hedgeFunds,PNR,1,55,3/31/2018,6/30/2018," 41,279,000.00 "," 26,892,000.00 ",-34.85,16,12,11,27
allFirms,PNW,3,474,3/31/2018,6/30/2018,92640000,91808000,-0.9,44,153,46,181
hedgeFunds,PNW,1,50,3/31/2018,6/30/2018," 11,330,000.00 "," 12,537,000.00 ",10.65,11,16,7,17
allFirms,POL,1,259,3/31/2018,6/30/2018,73527000,76552000,4.11,22,86,23,96
hedgeFunds,POL,0,34,3/31/2018,6/30/2018," 9,300,000.00 "," 9,398,000.00 ",1.06,5,15,5,11
allFirms,POR,2,297,3/31/2018,6/30/2018,82952000,82918000,-0.04,35,102,34,109
hedgeFunds,POR,1,36,3/31/2018,6/30/2018," 14,579,000.00 "," 13,120,000.00 ",-10.01,4,10,8,22
allFirms,POST,7,294,3/31/2018,6/30/2018,76351000,75772000,-0.76,36,118,29,84
hedgeFunds,POST,4,32,3/31/2018,6/30/2018," 16,604,000.00 "," 15,285,000.00 ",-7.94,9,9,9,11
allFirms,PPDF,6,30,3/31/2018,6/30/2018,10416000,17838000,71.26,19,7,11,1
hedgeFunds,PPDF,1,9,3/31/2018,6/30/2018," 1,858,000.00 "," 1,571,000.00 ",-15.45,6,1,4,1
allFirms,PPG,1,814,3/31/2018,6/30/2018,190453000,185735000,-2.48,64,234,84,321
hedgeFunds,PPG,0,51,3/31/2018,6/30/2018," 6,351,000.00 "," 6,603,000.00 ",3.98,14,12,17,20
allFirms,PPL,7,761,3/31/2018,6/30/2018,501177000,561250000,11.99,82,314,69,257
hedgeFunds,PPL,2,69,3/31/2018,6/30/2018," 26,213,000.00 "," 56,500,000.00 ",115.54,17,28,13,19
allFirms,PQG,1,72,3/31/2018,6/30/2018,90165000,93559000,3.76,15,35,9,17
hedgeFunds,PQG,0,13,3/31/2018,6/30/2018," 8,995,000.00 "," 7,652,000.00 ",-14.93,1,4,5,7
allFirms,PRA,0,210,3/31/2018,6/30/2018,43939000,46149000,5.03,20,85,44,65
hedgeFunds,PRA,0,26,3/31/2018,6/30/2018," 2,993,000.00 "," 5,144,000.00 ",71.87,5,12,6,7
allFirms,PRGO,7,399,3/31/2018,6/30/2018,111535000,112471000,0.84,48,152,62,134
hedgeFunds,PRGO,3,54,3/31/2018,6/30/2018," 17,652,000.00 "," 17,263,000.00 ",-2.21,9,28,13,11
allFirms,PRI,5,257,3/31/2018,6/30/2018,40634000,39782000,-2.1,23,80,33,99
hedgeFunds,PRI,2,24,3/31/2018,6/30/2018," 4,840,000.00 "," 4,077,000.00 ",-15.76,7,5,10,9
allFirms,PRLB,5,240,3/31/2018,6/30/2018,25477000,26118000,2.52,30,89,29,78
hedgeFunds,PRLB,1,21,3/31/2018,6/30/2018," 3,472,000.00 "," 3,117,000.00 ",-10.24,7,7,6,6
allFirms,PRO,2,120,3/31/2018,6/30/2018,32588000,33141000,1.7,18,49,10,37
hedgeFunds,PRO,1,19,3/31/2018,6/30/2018," 5,233,000.00 "," 4,936,000.00 ",-5.66,4,11,2,2
allFirms,PRS,,,,,,,,,,,
hedgeFunds,PRS,,,,,,,,,,,
allFirms,PRTY,1,146,3/31/2018,6/30/2018,102335000,102279000,-0.05,34,63,15,36
hedgeFunds,PRTY,0,35,3/31/2018,6/30/2018," 7,401,000.00 "," 10,239,000.00 ",38.35,13,14,3,7
allFirms,PRU,13,943,3/31/2018,6/30/2018,272400000,264914000,-2.75,81,364,85,329
hedgeFunds,PRU,2,84,3/31/2018,6/30/2018," 15,466,000.00 "," 14,027,000.00 ",-9.3,18,23,16,31
allFirms,PSA,13,663,3/31/2018,6/30/2018,141594000,141089000,-0.36,67,229,46,243
hedgeFunds,PSA,1,40,3/31/2018,6/30/2018," 3,951,000.00 "," 4,486,000.00 ",13.56,9,13,8,13
allFirms,PSO,0,92,3/31/2018,6/30/2018,10115000,10512000,3.92,20,29,16,25
hedgeFunds,PSO,0,12,3/31/2018,6/30/2018," 1,178,000.00 "," 1,165,000.00 ",-1.13,6,3,2,3
allFirms,PSTG,5,238,3/31/2018,6/30/2018,132754000,158955000,19.74,53,96,39,61
hedgeFunds,PSTG,2,45,3/31/2018,6/30/2018," 45,145,000.00 "," 44,214,000.00 ",-2.06,11,11,14,19
allFirms,PSX,23,1312,3/31/2018,6/30/2018,321842000,322183000,0.11,139,453,58,491
hedgeFunds,PSX,4,105,3/31/2018,6/30/2018," 22,971,000.00 "," 24,074,000.00 ",4.8,21,39,11,33
allFirms,PSXP,7,149,3/31/2018,6/30/2018,50286000,51550000,2.52,17,61,19,42
hedgeFunds,PSXP,2,19,3/31/2018,6/30/2018," 25,656,000.00 "," 26,503,000.00 ",3.3,1,8,2,8
allFirms,PTR,0,123,3/31/2018,6/30/2018,4379000,4804000,9.71,25,36,31,
hedgeFunds,PTR,0,23,3/31/2018,6/30/2018," 1,419,000.00 "," 1,507,000.00 ",6.17,8,7,5,
allFirms,PUMP,3,220,3/31/2018,6/30/2018,71194000,87042000,22.26,81,82,25,43
hedgeFunds,PUMP,2,37,3/31/2018,6/30/2018," 11,119,000.00 "," 11,420,000.00 ",2.71,13,8,9,11
allFirms,PVG,,,,,,,,,,,
hedgeFunds,PVG,,,,,,,,,,,
allFirms,PVH,9,528,3/31/2018,6/30/2018,72356000,74519000,2.99,53,188,45,208
hedgeFunds,PVH,4,71,3/31/2018,6/30/2018," 10,289,000.00 "," 10,682,000.00 ",3.81,13,17,8,37
allFirms,PWR,5,444,3/31/2018,6/30/2018,125923000,126588000,0.53,50,173,52,157
hedgeFunds,PWR,2,69,3/31/2018,6/30/2018," 21,681,000.00 "," 26,709,000.00 ",23.19,11,33,9,19
allFirms,PX,32,994,3/31/2018,6/30/2018,247200000,250240000,1.23,81,330,63,389
hedgeFunds,PX,10,81,3/31/2018,6/30/2018," 18,717,000.00 "," 16,559,000.00 ",-11.53,9,24,19,42
allFirms,PXD,29,759,3/31/2018,6/30/2018,149841000,151203000,0.91,85,252,57,278
hedgeFunds,PXD,14,98,3/31/2018,6/30/2018," 15,391,000.00 "," 14,276,000.00 ",-7.25,16,26,19,41
allFirms,PYT,,,,,,,,,,,
hedgeFunds,PYT,,,,,,,,,,,
allFirms,PYX,,,,,,,,,,,
hedgeFunds,PYX,,,,,,,,,,,
allFirms,PZN,1,74,3/31/2018,6/30/2018,12209000,11927000,-2.3,27,10,21,
hedgeFunds,PZN,1,10,3/31/2018,6/30/2018," 3,725,000.00 "," 3,577,000.00 ",-3.98,5,1,4,
allFirms,QD,,,,,,,,,,,
hedgeFunds,QD,,,,,,,,,,,
allFirms,QEP,4,282,3/31/2018,6/30/2018,241096000,235089000,-2.49,37,85,34,98
hedgeFunds,QEP,1,33,3/31/2018,6/30/2018," 75,935,000.00 "," 68,510,000.00 ",-9.78,9,7,6,12
allFirms,QGEN,4,227,3/31/2018,6/30/2018,142286000,148071000,4.07,29,65,27,92
hedgeFunds,QGEN,1,36,3/31/2018,6/30/2018," 17,666,000.00 "," 15,170,000.00 ",-14.12,9,6,10,19
allFirms,QHC,0,124,3/31/2018,6/30/2018,27098000,29652000,9.43,24,36,25,32
hedgeFunds,QHC,0,19,3/31/2018,6/30/2018," 10,848,000.00 "," 9,874,000.00 ",-8.98,4,5,9,7
allFirms,QSR,12,287,3/31/2018,6/30/2018,195957000,197860000,0.97,42,107,56,82
hedgeFunds,QSR,9,60,3/31/2018,6/30/2018," 71,531,000.00 "," 67,717,000.00 ",-5.33,15,20,18,22
allFirms,QTM,1,79,3/31/2018,6/30/2018,24344000,19392000,-20.34,20,18,25,29
hedgeFunds,QTM,1,25,3/31/2018,6/30/2018," 14,134,000.00 "," 10,153,000.00 ",-28.17,11,3,5,8
allFirms,QTS,7,202,3/31/2018,6/30/2018,52675000,53152000,0.91,35,84,24,48
hedgeFunds,QTS,4,30,3/31/2018,6/30/2018," 10,539,000.00 "," 11,258,000.00 ",6.82,9,11,8,9
allFirms,QTWO,3,177,3/31/2018,6/30/2018,39504000,40110000,1.53,30,56,19,67
hedgeFunds,QTWO,2,30,3/31/2018,6/30/2018," 4,783,000.00 "," 4,749,000.00 ",-0.71,8,5,7,13
allFirms,QUAD,1,142,3/31/2018,6/30/2018,28637000,28267000,-1.29,17,58,25,52
hedgeFunds,QUAD,0,21,3/31/2018,6/30/2018," 3,184,000.00 "," 2,020,000.00 ",-36.56,3,6,10,10
allFirms,QUOT,,,,,,,,,,,
hedgeFunds,QUOT,,,,,,,,,,,
allFirms,RA,,,,,,,,,,,
hedgeFunds,RA,,,,,,,,,,,
allFirms,RACE,,,,,,,,,,,
hedgeFunds,RACE,,,,,,,,,,,
allFirms,RAD,1,345,3/31/2018,6/30/2018,541003000,592995000,9.61,53,84,45,86
hedgeFunds,RAD,0,38,3/31/2018,6/30/2018," 96,954,000.00 "," 94,166,000.00 ",-2.88,9,9,9,11
allFirms,RBA,6,182,3/31/2018,6/30/2018,102211000,102139000,-0.07,16,80,25,58
hedgeFunds,RBA,3,19,3/31/2018,6/30/2018," 16,523,000.00 "," 14,462,000.00 ",-12.47,2,8,8,9
allFirms,RBC,3,265,3/31/2018,6/30/2018,41469000,40363000,-2.67,36,92,39,100
hedgeFunds,RBC,0,25,3/31/2018,6/30/2018," 4,276,000.00 "," 3,298,000.00 ",-22.86,4,5,12,14
allFirms,RBS,0,115,3/31/2018,6/30/2018,35282000,33261000,-5.73,11,40,23,25
hedgeFunds,RBS,0,11,3/31/2018,6/30/2018," 5,867,000.00 "," 6,131,000.00 ",4.51,2,6,6,1
allFirms,RCI,6,245,3/31/2018,6/30/2018,272419000,236928000,-13.03,21,78,28,99
hedgeFunds,RCI,2,28,3/31/2018,6/30/2018," 12,923,000.00 "," 11,952,000.00 ",-7.51,3,11,7,12
allFirms,RCL,10,600,3/31/2018,6/30/2018,151908000,149193000,-1.79,80,210,97,223
hedgeFunds,RCL,5,85,3/31/2018,6/30/2018," 17,549,000.00 "," 21,362,000.00 ",21.73,23,32,23,23
allFirms,RCUS,2,62,3/31/2018,6/30/2018,14776000,17342000,17.37,29,13,21,11
hedgeFunds,RCUS,0,10,3/31/2018,6/30/2018," 4,703,000.00 "," 4,323,000.00 ",-8.07,3,3,10,2
allFirms,RDC,5,211,3/31/2018,6/30/2018,128732000,124630000,-3.19,27,68,29,78
hedgeFunds,RDC,3,33,3/31/2018,6/30/2018," 23,242,000.00 "," 27,235,000.00 ",17.18,11,7,8,13
allFirms,RDN,3,247,3/31/2018,6/30/2018,201054000,196520000,-2.25,41,87,35,84
hedgeFunds,RDN,0,40,3/31/2018,6/30/2018," 7,093,000.00 "," 7,408,000.00 ",4.43,14,14,7,10
allFirms,RDS.A,27,995,3/31/2018,6/30/2018,274676000,249395000,-9.2,87,316,45,368
hedgeFunds,RDS.A,2,92,3/31/2018,6/30/2018," 27,761,000.00 "," 26,485,000.00 ",-4.6,18,26,9,34
allFirms,RDS.B,23,612,3/31/2018,6/30/2018,221073000,239323000,8.26,61,199,44,214
hedgeFunds,RDS.B,5,51,3/31/2018,6/30/2018," 15,524,000.00 "," 13,617,000.00 ",-12.29,10,12,6,22
allFirms,RDY,0,136,3/31/2018,6/30/2018,21933000,20338000,-7.27,29,49,12,33
hedgeFunds,RDY,0,28,3/31/2018,6/30/2018," 6,749,000.00 "," 3,854,000.00 ",-42.89,12,10,3,3
allFirms,REG,6,384,3/31/2018,6/30/2018,155552000,158644000,1.99,55,146,33,131
hedgeFunds,REG,2,53,3/31/2018,6/30/2018," 7,240,000.00 "," 11,227,000.00 ",55.06,21,19,5,11
allFirms,RELX,0,180,3/31/2018,6/30/2018,40774000,45977000,12.76,18,80,20,44
hedgeFunds,RELX,0,16,3/31/2018,6/30/2018," 5,175,000.00 "," 4,969,000.00 ",-3.98,3,5,3,7
allFirms,REN,7,108,3/31/2018,6/30/2018,23990000,23633000,-1.49,13,41,20,34
hedgeFunds,REN,6,24,3/31/2018,6/30/2018," 10,375,000.00 "," 9,587,000.00 ",-7.6,4,5,9,9
allFirms,RENX,,,,,,,,,,,
hedgeFunds,RENX,,,,,,,,,,,
allFirms,RES,0,209,3/31/2018,6/30/2018,78708000,68240000,-13.3,41,71,78,72
hedgeFunds,RES,0,37,3/31/2018,6/30/2018," 16,649,000.00 "," 18,691,000.00 ",12.26,12,15,12,6
allFirms,RESI,1,186,3/31/2018,6/30/2018,47501000,156745000,229.98,99,47,11,22
hedgeFunds,RESI,1,23,3/31/2018,6/30/2018," 7,111,000.00 "," 65,867,000.00 ",826.24,12,7,4,3
allFirms,REV,1,66,3/31/2018,6/30/2018,7421000,7906000,6.53,16,16,15,
hedgeFunds,REV,1,6,3/31/2018,6/30/2018," 3,048,000.00 "," 3,453,000.00 ",13.29,4,2,3,
allFirms,REVG,0,109,3/31/2018,6/30/2018,63974000,32074000,-49.86,22,43,33,28
hedgeFunds,REVG,0,11,3/31/2018,6/30/2018," 2,067,000.00 "," 2,106,000.00 ",1.89,5,2,11,4
allFirms,REXR,4,193,3/31/2018,6/30/2018,82657000,90299000,9.25,32,76,9,59
hedgeFunds,REXR,1,31,3/31/2018,6/30/2018," 7,447,000.00 "," 11,107,000.00 ",49.15,9,11,3,10
allFirms,RF,9,693,3/31/2018,6/30/2018,856567000,824286000,-3.77,72,255,67,232
hedgeFunds,RF,5,75,3/31/2018,6/30/2018," 69,755,000.00 "," 61,901,000.00 ",-11.26,14,28,20,24
allFirms,RFP,3,118,3/31/2018,6/30/2018,80311000,82709000,2.99,18,48,12,30
hedgeFunds,RFP,0,30,3/31/2018,6/30/2018," 13,231,000.00 "," 13,129,000.00 ",-0.77,6,12,7,7
allFirms,RGA,4,456,3/31/2018,6/30/2018,59904000,58476000,-2.38,44,165,64,168
hedgeFunds,RGA,0,50,3/31/2018,6/30/2018," 5,765,000.00 "," 6,670,000.00 ",15.68,9,20,9,15
allFirms,RGR,1,216,3/31/2018,6/30/2018,15846000,15621000,-1.42,36,58,22,58
hedgeFunds,RGR,1,27,3/31/2018,6/30/2018," 1,574,000.00 "," 1,314,000.00 ",-16.53,11,6,5,7
allFirms,RGS,2,136,3/31/2018,6/30/2018,45014000,44060000,-2.12,18,40,11,50
hedgeFunds,RGS,1,20,3/31/2018,6/30/2018," 14,672,000.00 "," 14,355,000.00 ",-2.16,5,4,2,10
allFirms,RH,7,244,3/31/2018,6/30/2018,25595000,26289000,2.71,58,67,24,84
hedgeFunds,RH,3,44,3/31/2018,6/30/2018," 3,045,000.00 "," 3,374,000.00 ",10.8,18,9,10,15
allFirms,RHI,5,465,3/31/2018,6/30/2018,107934000,108137000,0.19,61,144,44,178
hedgeFunds,RHI,1,49,3/31/2018,6/30/2018," 9,900,000.00 "," 9,099,000.00 ",-8.09,11,18,14,17
allFirms,RHP,9,271,3/31/2018,6/30/2018,44446000,43659000,-1.77,32,75,22,116
hedgeFunds,RHP,2,32,3/31/2018,6/30/2018," 3,603,000.00 "," 4,042,000.00 ",12.2,5,9,5,17
allFirms,RHT,22,650,3/31/2018,6/30/2018,170428000,168483000,-1.14,86,241,67,238
hedgeFunds,RHT,7,72,3/31/2018,6/30/2018," 9,187,000.00 "," 7,782,000.00 ",-15.29,20,26,23,22
allFirms,RIG,13,430,3/31/2018,6/30/2018,335183000,331493000,-1.1,73,97,61,159
hedgeFunds,RIG,5,55,3/31/2018,6/30/2018," 58,551,000.00 "," 53,744,000.00 ",-8.21,23,7,15,20
allFirms,RIO,7,390,3/31/2018,6/30/2018,94806000,95293000,0.51,53,140,38,128
hedgeFunds,RIO,1,38,3/31/2018,6/30/2018," 7,944,000.00 "," 11,205,000.00 ",41.04,6,10,6,16
allFirms,RL,4,415,3/31/2018,6/30/2018,56144000,57299000,2.06,72,129,45,152
hedgeFunds,RL,0,58,3/31/2018,6/30/2018," 6,645,000.00 "," 8,143,000.00 ",22.54,20,15,14,21
allFirms,RLH,4,67,3/31/2018,6/30/2018,16131000,19078000,18.27,9,22,12,24
hedgeFunds,RLH,3,10,3/31/2018,6/30/2018," 4,430,000.00 "," 7,260,000.00 ",63.88,3,3,4,2
allFirms,RLJ,2,194,3/31/2018,6/30/2018,174510000,171619000,-1.66,20,74,24,65
hedgeFunds,RLJ,1,25,3/31/2018,6/30/2018," 22,499,000.00 "," 19,034,000.00 ",-15.4,7,10,5,7
allFirms,RM,3,102,3/31/2018,6/30/2018,10053000,10143000,0.89,16,36,3,36
hedgeFunds,RM,2,18,3/31/2018,6/30/2018," 3,232,000.00 "," 3,183,000.00 ",-1.52,5,8,2,5
allFirms,RMAX,0,148,3/31/2018,6/30/2018,17888000,17790000,-0.55,16,57,18,45
hedgeFunds,RMAX,0,19,3/31/2018,6/30/2018," 2,954,000.00 "," 3,017,000.00 ",2.15,4,7,4,7
allFirms,RMD,6,446,3/31/2018,6/30/2018,88992000,91014000,2.27,62,166,37,144
hedgeFunds,RMD,0,47,3/31/2018,6/30/2018," 2,837,000.00 "," 3,689,000.00 ",30.03,18,17,9,7
allFirms,RMT,1,69,3/31/2018,6/30/2018,10619000,9808000,-7.64,9,31,6,22
hedgeFunds,RMT,0,5,3/31/2018,6/30/2018," 3,057,000.00 "," 2,965,000.00 ",-2.99,1,1,1,2
allFirms,RNG,8,256,3/31/2018,6/30/2018,60669000,61783000,1.84,38,93,29,100
hedgeFunds,RNG,5,66,3/31/2018,6/30/2018," 11,964,000.00 "," 13,695,000.00 ",14.46,11,28,13,23
allFirms,RNGR,,,,,,,,,,,
hedgeFunds,RNGR,,,,,,,,,,,
allFirms,RNR,6,297,3/31/2018,6/30/2018,38578000,38416000,-0.42,41,107,39,92
hedgeFunds,RNR,4,37,3/31/2018,6/30/2018," 4,270,000.00 "," 4,873,000.00 ",14.12,8,18,12,5
allFirms,ROG,4,207,3/31/2018,6/30/2018,17068000,17267000,1.17,13,74,44,81
hedgeFunds,ROG,2,24,3/31/2018,6/30/2018," 1,385,000.00 "," 1,180,000.00 ",-14.83,1,3,10,19
allFirms,ROK,6,772,3/31/2018,6/30/2018,92063000,94461000,2.61,80,238,62,296
hedgeFunds,ROK,1,72,3/31/2018,6/30/2018," 3,900,000.00 "," 5,696,000.00 ",46.04,15,30,16,20
allFirms,ROL,6,324,3/31/2018,6/30/2018,82870000,82813000,-0.07,30,127,25,94
hedgeFunds,ROL,2,38,3/31/2018,6/30/2018," 7,191,000.00 "," 5,586,000.00 ",-22.32,7,12,8,12
allFirms,ROP,24,678,3/31/2018,6/30/2018,96525000,95554000,-1.01,71,257,42,228
hedgeFunds,ROP,2,67,3/31/2018,6/30/2018," 5,136,000.00 "," 5,644,000.00 ",9.88,18,22,10,21
allFirms,RPAI,2,265,3/31/2018,6/30/2018,179253000,179815000,0.31,34,83,34,104
hedgeFunds,RPAI,0,38,3/31/2018,6/30/2018," 31,307,000.00 "," 24,815,000.00 ",-20.74,7,14,7,15
allFirms,RPM,6,444,3/31/2018,6/30/2018,103410000,106739000,3.22,60,147,34,147
hedgeFunds,RPM,0,39,3/31/2018,6/30/2018," 11,173,000.00 "," 10,648,000.00 ",-4.69,14,10,14,11
allFirms,RPT,1,170,3/31/2018,6/30/2018,81295000,81795000,0.61,22,62,12,57
hedgeFunds,RPT,1,20,3/31/2018,6/30/2018," 3,017,000.00 "," 3,339,000.00 ",10.67,4,4,1,9
allFirms,RRC,10,380,3/31/2018,6/30/2018,270625000,257983000,-4.67,59,127,89,137
hedgeFunds,RRC,4,48,3/31/2018,6/30/2018," 57,775,000.00 "," 58,113,000.00 ",0.59,13,14,14,15
allFirms,RRD,0,181,3/31/2018,6/30/2018,58061000,57779000,-0.48,26,70,34,53
hedgeFunds,RRD,0,27,3/31/2018,6/30/2018," 5,545,000.00 "," 4,206,000.00 ",-24.15,5,8,14,11
allFirms,RRTS,0,77,3/31/2018,6/30/2018,26601000,22615000,-14.98,21,22,49,28
hedgeFunds,RRTS,0,15,3/31/2018,6/30/2018," 5,514,000.00 "," 9,356,000.00 ",69.68,3,7,7,3
allFirms,RS,5,358,3/31/2018,6/30/2018,58273000,60858000,4.44,49,128,26,137
hedgeFunds,RS,1,52,3/31/2018,6/30/2018," 4,657,000.00 "," 5,420,000.00 ",16.38,10,21,4,19
allFirms,RSG,12,629,3/31/2018,6/30/2018,197952000,197938000,-0.01,65,210,44,244
hedgeFunds,RSG,1,57,3/31/2018,6/30/2018," 10,831,000.00 "," 10,369,000.00 ",-4.26,8,18,14,26
allFirms,RST,3,97,3/31/2018,6/30/2018,16682000,17596000,5.48,12,39,9,31
hedgeFunds,RST,1,18,3/31/2018,6/30/2018," 7,477,000.00 "," 6,432,000.00 ",-13.98,1,7,5,10
allFirms,RTEC,3,209,3/31/2018,6/30/2018,29078000,30179000,3.78,33,80,15,62
hedgeFunds,RTEC,1,30,3/31/2018,6/30/2018," 4,846,000.00 "," 5,168,000.00 ",6.64,6,11,6,10
allFirms,RTN,35,1288,3/31/2018,6/30/2018,208952000,207675000,-0.61,104,475,93,493
hedgeFunds,RTN,5,124,3/31/2018,6/30/2018," 16,663,000.00 "," 16,957,000.00 ",1.76,24,46,21,39
allFirms,RUBI,1,83,3/31/2018,6/30/2018,28744000,29033000,1,19,23,27,31
hedgeFunds,RUBI,0,27,3/31/2018,6/30/2018," 10,248,000.00 "," 10,628,000.00 ",3.71,11,2,4,10
allFirms,RVI,,,,,,,,,,,
hedgeFunds,RVI,,,,,,,,,,,
allFirms,RVT,0,118,3/31/2018,6/30/2018,19628000,19198000,-2.19,54,20,29,
hedgeFunds,RVT,0,9,3/31/2018,6/30/2018," 1,242,000.00 "," 1,124,000.00 ",-9.56,5,3,4,
allFirms,RWGE,0,22,3/31/2018,6/30/2018,11299000,14350000,27,9,6,2,3
hedgeFunds,RWGE,0,13,3/31/2018,6/30/2018," 8,389,000.00 "," 11,412,000.00 ",36.04,6,3,1,1
allFirms,RWT,0,147,3/31/2018,6/30/2018,65901000,67828000,2.92,25,42,15,49
hedgeFunds,RWT,0,24,3/31/2018,6/30/2018," 5,904,000.00 "," 5,340,000.00 ",-9.55,11,4,3,8
allFirms,RXN,3,186,3/31/2018,6/30/2018,106028000,104636000,-1.31,17,70,20,66
hedgeFunds,RXN,1,31,3/31/2018,6/30/2018," 8,424,000.00 "," 6,498,000.00 ",-22.86,5,11,4,13
allFirms,RY,45,486,3/31/2018,6/30/2018,642442000,573165000,-10.78,39,159,46,169
hedgeFunds,RY,3,45,3/31/2018,6/30/2018," 33,629,000.00 "," 31,231,000.00 ",-7.13,7,13,10,18
allFirms,RYAM,3,204,3/31/2018,6/30/2018,50096000,51233000,2.27,34,74,34,52
hedgeFunds,RYAM,3,34,3/31/2018,6/30/2018," 14,271,000.00 "," 14,992,000.00 ",5.05,11,8,12,12
allFirms,RYI,0,89,3/31/2018,6/30/2018,14644000,13976000,-4.56,16,41,14,24
hedgeFunds,RYI,0,18,3/31/2018,6/30/2018," 3,344,000.00 "," 2,987,000.00 ",-10.68,5,8,6,4
allFirms,RYN,4,325,3/31/2018,6/30/2018,115094000,111756000,-2.9,40,99,34,97
