,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
MNW.TO,0.45177662,0.15864205,,,2.0,1.476811,,2.0,3.274,,5.0,14.32,1.047,1536019200,132.661,,,171200000,0.13852,13.168,1.824,2254349824,USD,,117848322,1.16,12.344828,212700000,3820.0,,,0.57302,578900000,,,Communication Equipment,,,1514678400,,,,1,86400,,,1530316800,-34100000,1577750400,2,95600000,0.042480003,3.0,0.42,2,4.3738546,,-0.027590001,-0.027590001,0.767,buy,2.5,0.02527,-0.092650004,0.361,10.265,,Technology,5.0,122700000,0.0002,29317,1533081600,18257,0.0002,0.69,12.5,11.15,11.82,11.82,,,39000000,0.318,532900000,1235900032,-0.289,,
MOGO.TO,0.11488247,0.15864205,,,,-1.232499,,,0.073,,,4.31,3.869,1536019200,7028.776,,,,0.0,,7.15,185832096,CAD,,14022365,-0.58,-7.4310346,,237.0,,,0.5127,,,,Credit Services,,,1514678400,,,,1,86400,,,1530316800,-19824000,1577750400,5,-29287000,-0.7617,,,2,59.041096,,-0.76269996,-0.76269996,3.784,strong_buy,1.4,-0.16645999,,0.392,1.263,,Financial Services,,22957000,0.0135,310100,1533081600,333200,,2.59,9.2,5.37,6.63,5.56,,,30615000,1.334,117732000,25992000,-0.963,,
MPVD.TO,-0.33415842,0.15864205,,,10.0,0.425834,,5.0,2.306,,9.0,2.67,3.274,1536019200,86.009,,,145012000,0.47066003,6.378,3.002,924904000,CAD,,154230367,0.33,8.090909,-13686625,7.0,,,0.53648,96748000,,,Industrial Metals & Minerals,,,1514678400,,,,1,86400,,,1530316800,5529000,1577750400,3,146392992,0.2029,7.0,,2,1.1578491,,0.01794,0.01794,0.838,buy,2.3,0.04265,0.013710001,2.583,1.802,,Basic Materials,3.0,210006000,0.0062,1067245,1533081600,1071536,,6.49,4.83,2.45,3.27,2.53,,,33508000,0.16,416596992,308100000,0.032,,
MRE.TO,0.23201442,0.15864205,,,2.0,1.582712,,7.0,12.715,,6.0,13.87,1.349,1536019200,61.574,0.169,0.177,431600000,0.119799994,4.209,0.504,1816664704,CAD,,85693370,2.52,5.5039682,-18325500,15000.0,,,0.18807,,,,Auto Parts,,,1514678400,,,,1,86400,,,1530316800,180280992,1577750400,9,275452000,0.07598,5.0,0.51,2,1.0908376,,0.050040003,0.050040003,0.794,buy,2.0,0.06443,0.17971,-0.052,41.571,,Consumer Cyclical,1.0,86869600,0.0025,213875,1533081600,283968,,0.82,24.0,18.0,20.39,20.0,,,75258000,0.866,680092032,3602787072,2.072,,
MRU.TO,0.02951479,0.15864205,,,2.0,0.094092,,5.0,21.49,,2.0,40.96,1.221,1536019200,53.599,-0.115,-0.058,1003400000,0.07231,13.114,0.948,13159050240,CAD,,255086696,2.91,14.075601,114500000,37332.0,,,0.10735,1403300000,,,Grocery Stores,,,1506729600,1423699200,3/1,,1,86400,,,1530921600,1721900032,1569801600,10,736300032,0.05736,4.0,2.0,2,1.9060028,,0.12409,0.12409,0.463,hold,2.6,0.058920003,0.41484,0.138,59.886,,Consumer Defensive,6.0,255644000,0.0095999995,2451758,1533081600,2590795,,7.38,50.0,40.0,45.5,45.5,,,119700000,0.468,2969900032,13875600384,7.388,,
MSI.TO,0.32698882,0.15864205,,,2.0,0.820336,,3.0,5.758,,6.0,26.85,2.053,1536019200,79.663,0.092,0.128,107616000,0.16453,18.797,3.093,2022888832,CAD,,63256844,0.8,33.5625,48414500,4000.0,,,0.34116,208370000,,,Staffing & Outsourcing Services,,,1514678400,,,,1,86400,,,1530316800,42087000,1577750400,5,77218000,0.12064,4.0,4.45,2,4.663078,,0.06434,0.06434,1.641,buy,2.5,0.06062,0.11486,0.075,11.764,,Industrials,3.0,63991400,0.014400001,867636,1533081600,1038601,,8.88,23.77,19.17,21.93,22.23,,,89000,0.001,292560992,654097024,0.751,,
MTL.TO,-0.12215078,0.15864205,,,2.0,1.186715,,8.0,9.418,,10.0,15.08,2.609,1536019200,48.03,-0.313,-0.291,164919008,0.14123,12.174,1.719,2007727232,CAD,,98305644,0.83,18.168674,68610376,5704.0,,,0.28476,327111000,,,Oil & Gas Equipment & Services,,,1514678400,1120694400,3/1,,1,86400,,,1530316800,46743000,1577750400,12,159888000,0.07154,9.0,1.68,2,1.6011891,,0.04003,0.04003,2.121,hold,2.8,0.02935,0.04765,0.08,11.263,,Energy,7.0,104825000,0.0095,994492,1533081600,1451861,,11.71,18.25,14.85,17.01,17.5,,,22733000,0.217,473342016,1167757952,0.449,,
MTY.TO,0.39484978,0.15864205,,,,0.747982,,,23.458,,,64.0,0.534,1536019200,49.414,-0.044,0.125,108292000,0.36629,17.119,6.271,1853903488,CAD,,19529323,3.06,20.915033,81327128,975.0,,,0.79976,221883000,,,Restaurants,,,1512000000,,,,1,86400,,,1527724800,94831000,1575072000,6,83222000,0.28853,,1.07,2,2.7282803,,0.32075,0.32075,0.455,hold,2.7,0.0517,0.20577998,0.284,13.239,,Consumer Cyclical,,25160500,0.037100002,933710,1533081600,907111,,21.18,67.0,54.5,60.33,60.0,,,45748000,1.818,292563008,295648992,4.247,,
MX.TO,0.5496658,0.15864205,,,2.0,2.250607,,3.0,18.351,,3.0,101.34,1.622,1536019200,85.78,0.528,0.323,830428032,0.23775,11.248,2.674,9341006848,USD,,78852463,6.67,15.193402,458977888,1357.0,,,0.23775,708693000,,,Chemicals,,,1514678400,,,,1,86400,,,1530316800,380468992,1577750400,9,864188992,0.16985,3.0,0.79,2,5.5223145,,0.10893,0.10893,1.089,buy,2.4,0.07946,0.25468,0.42,41.712,,Basic Materials,3.0,79483104,0.0028,225030,1533081600,421193,,1.38,90.0,34.23,75.47,78.0,,,320254016,4.025,1499468032,3492900096,4.544,,
MXG.TO,-0.10037172,0.15864205,,,,0.148914,,,2.717,,,2.47,15.958,1536019200,,-0.932,-0.93,-14763000,0.0,-2.397,16.779,35387176,CAD,,21459233,-0.01,-247.00002,-14410500,,,,-2.8018,-9115000,,,Utilities - Independent Power Producers,,,1514678400,1145318400,1/10,,1,86400,,,1530316800,-16458000,1577750400,1,-14940000,-9.429111,,2.02,2,0.90909094,,0.0,0.0,15.89,buy,2.0,-0.06965,-0.105749995,45.867,0.039,,Utilities,,53558400,0.0023999999,128400,1533081600,129600,,18.1,4.5,4.5,4.5,4.5,,,90475000,1.689,0,2109000,-0.341,,
NA.TO,0.12819171,0.15864205,,,,1.291442,,,33.905,,,65.11,,1536019200,,0.109,0.105,,0.0,,-6.168,-41523458048,CAD,,337525807,6.37,10.221351,,23029.0,,,0.0,6365000000,,,Banks - Global,,,1509408000,1392336000,2/1,,1,86400,,,1532995200,2000999936,1572480000,11,-10602000384,0.40537998,,0.81,2,1.9203658,,0.31209,0.31209,,hold,3.0,0.0088,0.15862,0.061,19.784,,Financial Services,,338219008,0.023,7775346,1533081600,6780026,,9.38,73.0,66.0,69.0,69.0,,,97681997824,288.813,31456000000,6732000256,5.81,,
NDM.TO,-0.7112069,0.15864205,,,2.0,5.023027,,6.0,0.532,,9.0,0.68,2.811,1536019200,,,,-59454000,0.0,-2.738,,162809904,CAD,,276714941,-0.05,-13.6,-21630124,,,,0.0,,,,Industrial Metals & Minerals,,,1514678400,,,,1,86400,,,1530316800,-10784000,1577750400,2,-51578000,0.0,6.0,,2,1.2781955,,0.0,0.0,2.798,buy,2.5,-0.19704,-0.06519,,,,Basic Materials,1.0,312619008,0.0070999996,2221185,1533081600,2178694,,23.23,1.25,1.0,1.13,1.13,,,49776000,0.159,0,,-0.035,,
NEPT.TO,4.336539,0.15864205,,,,0.72531,,,1.028,,,6.06,2.603,1536019200,5.303,,,-20310258,-0.77275,-18.601,14.374,377787520,CAD,,55208048,0.05,121.2,,58.0,,,0.20448999,6324292,,,Biotechnology,,,1522454400,,,,1,86400,,,1530316800,14976492,1585612800,1,-5660749,-0.89709,,,2,5.894942,,0.56981,0.56981,1.856,buy,2.0,,,-0.209,0.334,,Healthcare,,79518800,0.0218,930862,1533081600,982308,,5.31,6.13,6.13,6.13,6.13,,,20468244,0.258,4320216,26283042,0.187,,
NFI.TO,0.039542437,0.15864205,,,2.0,0.643092,,4.0,12.899,,2.0,51.76,1.999,1536019200,78.473,0.178,0.163,323547008,0.13217,11.909,1.574,3853192192,USD,,55108109,3.0,17.253332,41409124,6000.0,,,0.1876,451393000,,,Auto Manufacturers,,,1514678400,,,,1,86400,,,1530403200,190791008,1577750400,7,90107000,0.10606,2.0,0.44,2,4.012714,,0.07794,0.07794,1.001,buy,2.1,0.08428001,0.25364,0.097,39.1,,Consumer Cyclical,1.0,62848400,0.0052,324210,1533081600,439331,,1.96,56.18,43.09,50.46,50.79,,,15566000,0.247,636838016,2447940096,3.022,,
NG.TO,-0.045725644,0.15864205,,,2.0,0.062751,,7.0,0.833,,10.0,4.85,31.814,1536019200,34.687,,,-18840000,0.0,-80.808,,1522428544,USD,,211971927,-0.08,-60.625,-6363125,13.0,,,0.0,,,,Gold,,,1512000000,,,,1,86400,,,1527724800,-38257000,1575072000,3,-9014000,0.0,8.0,,2,5.8223286,,0.0,0.0,31.449,buy,2.5,-0.03021,-0.13799,,,,Basic Materials,9.0,322532992,0.0082,2642440,1533081600,2960076,0.0113,16.75,7.0,6.16,6.72,7.0,,,70477000,0.219,93127000,,-0.119,,
NGD.TO,-0.7010753,0.15864205,,,2.0,0.793131,,2.0,3.143,,6.0,1.44,2.96,1536019200,52.733,,,286600000,0.39553002,5.428,2.147,1555647744,USD,,577370917,-0.01,-144.00002,81950000,1834.0,,,0.43748,286300000,,,Gold,,,1514678400,,,,1,86400,,,1530316800,-481200000,1577750400,15,316500000,-0.87621003,5.0,-2.55,2,0.45816103,,-0.69031,-0.69031,1.473,hold,3.1,-0.103599995,-0.23318,0.358,1.254,,Basic Materials,6.0,578748032,0.0124,7193152,1533081600,7627099,,3.32,2.0,0.58,1.43,1.46,,,167400000,0.289,959100032,724600000,-0.865,,
NGQ.TO,-0.047618985,0.15864205,,,,1.660761,,,0.061,,,1.0,4.58,1536019200,,,,-10049219,0.0,-22.018,,221267232,CAD,,203194949,-0.32,-3.125,-9948921,11.0,,,0.0,,,,Industrial Metals & Minerals,,,1514678400,,,,1,86400,,,1530316800,-9916546,1577750400,2,-8994022,0.0,,,2,16.393442,,0.0,0.0,4.58,buy,2.0,-0.41529,-0.76165,,,,Basic Materials,,227631008,0.0001,26900,1533081600,47300,,0.3,3.0,3.0,3.0,3.0,,,6363915,0.028,0,,-0.045,,
NMX.TO,-0.5405406,0.15864205,,,10.0,4.435328,,10.0,0.422,,9.0,0.67,1.774,1536019200,1.002,,,-9566615,0.0,-26.532,,253822976,CAD,,342117809,-0.04,-16.75,-82267504,63.0,,,0.0,,,,Industrial Metals & Minerals,,,1498780800,,,,1,86400,,,1522454400,-3155767,1561852800,7,-7926196,0.0,10.0,,2,1.5876778,,0.0,0.0,1.703,buy,1.8,-0.03252,-0.02264,,,,Basic Materials,6.0,846059008,0.0098,8289237,1533081600,6743930,,2.57,2.5,1.5,1.94,1.8,,,21249664,0.053,1700000,,-0.009,,
NPI.TO,-0.028169036,0.15864205,,,2.0,0.522062,,9.0,4.271,,5.0,22.67,1.185,1536019200,534.257,0.506,0.502,1109001984,0.73230004,11.009,8.062,12208843776,CAD,,116198776,1.67,13.574851,21552124,290.0,,,0.78097,1060074000,,,Utilities - Independent Power Producers,,,1514678400,,,,1,86400,,,1530316800,223684992,1577750400,9,1063232000,0.45318002,8.0,16.58,2,5.3078904,,0.15521,0.15521,0.811,buy,1.9,0.04389,0.24586001,0.049,8.574,,Utilities,7.0,175875008,0.0238,4216405,1533081600,5392334,,12.34,30.0,24.0,27.67,28.0,,,455235008,2.574,7931372032,1514402944,1.261,,
NRI.TO,-0.40217388,0.15864205,,,,-1.093012,,,2.392,,,2.81,6.198,1536019200,,,,1842000,0.10379,11.595,1.203,21358200,CAD,,8764273,0.15,18.733332,-1597625,49.0,,,0.53688,8837000,,,Drug Manufacturers - Specialty & Generic,,,1514678400,1457308800,1354/1000,,1,86400,,,1530316800,473000,1577750400,1,1882000,0.02654,,,2,1.1747491,,0.02665,0.02665,4.996,buy,2.0,0.01011,0.01806,0.895,1.54,,Healthcare,,11362300,0.0,900,1533081600,2326,,0.01,5.2,5.2,5.2,5.2,,,8767000,0.771,0,17747000,0.04,,
NSU.TO,1.1924527,0.15864205,,,2.0,1.170627,,4.0,2.616,,7.0,5.76,3.388,1536019200,,,,46432000,0.13868,38.139,5.289,1770892544,USD,,301842242,0.03,192.00002,-24131124,,,,0.31474,72795000,,,Industrial Metals & Minerals,,,1514678400,,,,1,86400,,,1530316800,-29157000,1577750400,10,31271000,-0.089499995,6.0,6.79,2,2.201835,,-0.08708,-0.08708,2.045,buy,2.0,-0.016339999,-0.01523,0.156,1.108,,Basic Materials,7.0,302592992,0.0156,4732055,1533081600,5332847,,1.98,4.83,3.45,4.51,4.6,,,125083000,0.413,0,334815008,-0.1,,
NVA.TO,-0.040522873,0.15864205,,,2.0,1.986133,,8.0,5.149,,4.0,7.35,0.349,1536019200,25.377,-0.757,-0.755,251331008,0.54309,5.905,3.207,1484165376,CAD,,169087577,0.55,13.363636,-59726124,66.0,,,0.64643997,225181000,,,Oil & Gas E&P,,,1514678400,,,,1,86400,,,1530316800,58977000,1577750400,17,277225984,0.1881,5.0,1.95,2,1.4274616,,0.12744,0.12744,0.343,buy,1.7,0.04467,0.06835,0.724,2.661,,Energy,1.0,228280992,0.0248,4405421,1533081600,3195737,,5.21,14.0,10.0,11.96,12.0,,,,,228516992,462776000,0.33,,
NVCN.TO,-0.98536587,0.15864205,,,,4.75638,,,-0.002,,,0.035,3.402,1536019200,,,,-28555612,0.0,-2.468,21.056,70488488,USD,,1540973116,-0.03,-1.1666667,-57455552,110.0,,,0.41079,1911193,,,Medical Devices,,,1514678400,,,,1,86400,,,1530316800,-114748568,1577750400,3,-139771376,-8.619181,,,3,,,0.0,0.0,3.166,buy,1.7,-0.32562,,-0.689,0.005,,Healthcare,,1896509952,0.004,7557200,1533081600,7028517,0.0045,7.43,1.54,0.1,0.58,0.1,,,20081256,0.011,24191820,3347687,-0.165,,
NWC.TO,-0.034482777,0.15864205,,,2.0,-0.200082,,2.0,7.829,,4.0,29.19,2.201,1536019200,92.938,-0.217,-0.223,168498000,0.08765,10.38,0.91,1749082240,CAD,,35412691,1.98,14.742424,-2049750,8034.0,,,0.3041,586086000,,,Grocery Stores,,,1517356800,1158537600,3/1,,1,86400,,,1532995200,71450000,1580428800,6,139220000,0.060450003,2.0,1.36,2,3.7284455,,0.03717,0.03717,0.793,hold,2.7,0.07635,0.1927,-0.022,39.481,,Consumer Defensive,1.0,36140900,0.0216,1051752,1533081600,1029260,,13.61,34.0,31.0,32.17,31.5,,,54578000,1.121,366807008,1922296064,1.45,,
NXE.TO,-0.044673562,0.15864205,,,2.0,3.698122,,5.0,0.449,,10.0,2.69,36.162,1536019200,88.651,,,-22248496,0.0,-40.929,,910599744,CAD,,320991710,-0.06,-44.833336,-47337572,,,,0.0,,,,Industrial Metals & Minerals,,,1514678400,,,,1,86400,,,1530316800,-27948220,1577750400,6,-11829941,0.0,9.0,,2,5.9910913,,0.0,0.0,36.031,buy,1.8,-0.05604,-0.20694,,,,Basic Materials,9.0,346868000,0.0217,7116326,1533081600,7082547,,20.18,4.68,3.45,4.12,4.06,,,142929232,0.412,150666480,,-0.125,,
NXJ.TO,-0.40647483,0.15864205,,,,0.457721,,,0.716,,,1.65,2.272,1536019200,0.598,,,-3833000,-0.16744,-5.61,0.939,21503630,CAD,,12150257,-0.05,-33.0,3648375,184.0,,,0.59689,16985000,,,Software - Application,,,1514678400,,,,1,86400,,,1530316800,-4753000,1577750400,2,1502000,-0.19540001,,,2,2.304469,,-0.20763001,-0.20763001,2.089,buy,2.5,-0.10588,-0.28416002,-0.251,1.113,,Technology,,21021900,0.0,0,1533081600,500,,0.0,3.07,1.84,2.45,2.45,,,13689000,0.651,86000,22892000,-0.231,,
OBE.TO,-0.008196712,0.15864205,,,2.0,4.295319,,2.0,3.962,,1.0,1.22,0.458,1536019200,20.159,,,57000000,0.13902001,17.854,2.482,1017693312,CAD,,469992716,-0.12,-10.166667,147875008,,,,0.54146,202000000,,,Oil & Gas E&P,,,1514678400,1117670400,3/1,,1,86400,,,1530316800,-263000000,1577750400,13,105000000,-0.60244,1.0,-0.08,2,0.3079253,,-0.64146006,-0.64146006,0.378,hold,2.8,-0.051370002,-0.12307,0.11,0.812,,Energy,1.0,507184992,0.005,2529061,1533081600,2535941,,8.91,2.5,1.5,1.95,1.9,,,1000000,0.002,405000000,410000000,-0.53,,
OGC.TO,0.0054495335,0.15864205,,,2.0,0.656946,,6.0,2.514,,5.0,3.89,1.953,1536019200,15.004,0.75,0.756,424843008,0.53553003,5.477,2.933,2327000064,USD,,614925025,0.2,19.45,87671000,2048.0,,,0.60569,449006000,,,Gold,,,1514678400,,,,1,86400,,,1530316800,199443008,1577750400,5,402849984,0.27705,7.0,-2.48,2,1.547335,,0.2514,0.2514,1.005,buy,1.8,0.067779996,0.13573,0.198,1.288,,Basic Materials,7.0,617531008,0.010299999,7124839,1533081600,7259345,,4.93,5.0,3.46,4.16,3.85,,,128900000,0.209,232900000,793313024,0.31,,
ONC.TO,-0.064843774,0.15864205,,,,2.937178,,,0.664,,,5.47,5.179,1536019200,,,,-15193836,0.0,-5.817,,88385728,CAD,,16413753,-1.33,-4.1127815,-8998864,,,,0.0,,,,Biotechnology,,,1514678400,1527206400,105/1000,,1,86400,,,1530316800,-16632103,1577750400,4,-10416076,0.0,,,2,8.237952,,0.0,0.0,4.799,buy,1.8,-0.49892,-1.3182001,,,,Healthcare,,16532000,0.0063,104160,1533081600,121280,0.0069999998,5.24,30.88,14.0,22.16,21.88,,,18741348,1.134,0,,-1.11,,
OPS.TO,-0.3162393,0.15864205,,,,1.678562,,,0.223,,,0.8,5.808,1536019200,6.471,,,-2936860,-0.13047,-21.881,2.855,64262200,CAD,,80536851,-0.02,-40.0,-2185900,130.0,,,0.5208,7499773,,,Scientific & Technical Instruments,,,1504137600,,,,1,86400,,,1527724800,-4202207,1567209600,3,-2885857,-0.16744,,,2,3.5874438,,-0.18667999,-0.18667999,4.24,strong_buy,1.5,-0.08861,-0.22426,0.308,0.257,,Technology,,89868800,0.0019,172044,1533081600,170343,,13.43,2.5,2.0,2.17,2.0,,,11621570,0.129,1296801,22510186,-0.048,,
OPT.TO,0.3330667,0.15864205,,,,1.4184,,,-3.2,,,49.66,1.279,1536019200,,,,-30280348,-0.23638001,-8.544,2.02,258714496,USD,,2966300,-1.03,-48.213593,8834601,1222.0,,,0.56623,79895534,,,Software - Infrastructure,,,1506729600,1522886400,1/50,,1,86400,,,1530316800,-88629080,1569801600,4,-57685420,-0.27664,,-0.71,2,,,-0.69187,-0.69187,1.233,buy,2.5,-0.13356,,-0.017,27.248,,Technology,,5232110,0.0028,14799,1533081600,16248,,9.85,50.02,38.48,44.25,44.25,,,54614840,10.437,57433340,128101432,-18.869,,
OR.TO,-0.4072482,0.15864205,,,2.0,0.973716,,9.0,12.061,,6.0,9.82,7.785,1536019200,22.251,-0.967,-0.954,81584000,0.18493,21.335,3.945,1740611584,CAD,,114958985,0.23,42.69565,-31933376,42.0,,,0.25826,87571000,,,Gold,,,1514678400,,,,1,86400,,,1530316800,-54799000,1577750400,16,65580000,0.07673,7.0,24.37,2,0.8141945,,-0.12420999,-0.12420999,7.463,buy,1.9,0.01086,-0.03539,6.507,2.881,,Basic Materials,6.0,156258000,0.0324,5057691,1533081600,5403584,,19.54,21.0,14.29,17.13,17.0,,,189631008,1.214,419228000,441164000,-0.358,,
OSB.TO,0.05042553,0.15864205,,,2.0,2.307771,,9.0,13.91,,8.0,46.65,2.688,1536019200,45.522,0.786,0.794,842000000,0.34269002,5.681,1.947,4783675904,USD,,51748629,4.17,11.187051,316500000,2750.0,,,0.34798,678000000,,,Lumber & Wood Production,,,1514678400,,,,1,86400,,,1530316800,559000000,1577750400,9,679000000,0.29304,9.0,-1.64,2,3.3537025,,0.22750999,0.22750999,1.796,hold,2.7,0.22377001,0.56181,0.319,28.421,,Basic Materials,7.0,86661800,0.005,431559,1533081600,332953,,0.85,51.56,33.0,43.37,43.0,,,298000000,3.437,549000000,2456999936,6.429,,
OSK.TO,-0.426009,0.15864205,,,2.0,2.0035,,8.0,2.024,,5.0,2.41,5.305,1536019200,,,,-26110000,0.0,-16.788,,438334432,CAD,,165940287,-0.05,-48.2,-158640992,171.0,,,0.0,,,,Industrial Metals & Minerals,,,1514678400,1440633600,1/20,,1,86400,,,1530316800,-34618000,1577750400,11,-15189000,0.0,5.0,,2,1.1907115,,0.0,0.0,5.268,buy,2.1,-0.042919997,-0.0883,,,,Basic Materials,1.0,208887008,0.0358,7477582,1533081600,7062449,,4.88,5.0,2.5,4.11,4.5,,,58818000,0.282,0,,-0.171,,
OTEX.TO,0.26466084,0.15864205,,,2.0,0.417275,,3.0,13.92,,2.0,49.41,1.335,1536019200,70.496,0.326,0.338,805675008,0.28618,19.11,5.469,15396109312,USD,,262158124,3.0,16.47,613224832,12200.0,,,0.72807,2049698000,,,Software - Application,,,1530316800,1485302400,2/1,,1,86400,,,1530316800,242224000,1593475200,7,709884992,0.1899,2.0,1.23,2,3.549569,,0.08604,0.08604,1.233,buy,2.3,0.04383,0.06684,0.137,10.58,,Technology,3.0,266960992,0.0046,1221823,1533081600,1479022,0.0047,2.51,50.0,36.55,44.75,45.0,,,682942016,2.558,2620523008,2815240960,0.91,,
OXC.TO,-0.2580645,0.15864205,,,,0.46747,,,1.193,,,0.2,1.408,1536019200,14.673,,,5086000,0.16763,33.262,5.576,169171696,USD,,56433432,0.08,2.5,-28236876,129.0,,,0.57736,6131000,,,Oil & Gas E&P,,,1514678400,,,,1,86400,,,1530316800,-41769000,1577750400,1,-14931000,-0.75277,,,2,0.1676446,,-1.3766999,-1.3766999,0.79,hold,3.0,-0.01879,-0.07393,1.517,0.068,,Energy,,480612000,0.0,359,1533081600,0,,0.0,0.38,0.38,0.38,0.38,,,21607000,0.045,80238000,30340000,-0.093,,
PAAS.TO,-0.10128909,0.15864205,,,2.0,2.259404,,7.0,10.38,,6.0,19.56,4.078,1536019200,1.91,0.026,0.02,290220992,0.3454,9.22,3.184,2675732480,USD,,149958067,0.77,25.402597,102475624,4360.0,,,0.39997002,295157000,,,Silver,,,1514678400,,,,1,86400,,,1530316800,149711008,1577750400,6,244432992,0.21757999,5.0,0.95,2,1.884393,,0.17817,0.17817,2.293,buy,2.0,0.05783,0.09977,0.075,5.483,,Basic Materials,1.0,153288000,0.0033000002,503429,1533081600,552385,,2.7,23.0,17.65,20.27,20.48,,,250248000,1.633,30488000,840243008,0.97,,
PBH.TO,0.0071827173,0.15864205,,,1.0,0.353783,,5.0,22.444,,10.0,100.17,1.918,1536019200,126.197,0.079,0.146,207000000,0.08316,20.737,1.725,4292571648,CAD,,28186854,5.3,18.9,-68812496,6531.0,,,0.19292,418600000,,,Packaged Foods,,,1514592000,,,,1,86400,,,1530316800,82300000,1577664000,10,85700000,0.06376,9.0,1.03,2,4.463108,,0.03306,0.03306,0.95,buy,2.1,0.05974,0.14008,0.319,81.343,,Consumer Defensive,5.0,33367100,0.026300002,866754,1533081600,863883,,9.02,145.0,110.0,127.75,129.0,,,15700000,0.471,943200000,2489100032,2.682,,
PBL.TO,0.40999317,0.15864205,,,,-1.002092,,,4.314,,,20.67,2.707,1536019200,74.672,-0.214,-0.165,55326000,0.17426,10.777,1.878,596248576,CAD,,8254096,1.13,18.292036,10816750,1322.0,,,0.23823,65738000,,,Gambling,,,1514678400,,,,1,86400,,,1530316800,18545000,1577750400,4,33326000,0.12470999,,,2,4.7913766,,0.05841,0.05841,1.427,buy,1.8,0.11613,0.22693,0.114,13.012,,Consumer Cyclical,,25613200,0.0002,3037,1533081600,3357,,0.58,28.0,24.0,25.5,25.0,,,9028000,0.352,82512000,317496000,0.76,,
PD.TO,0.3804034,0.15864205,,,1.0,3.204773,,4.0,6.013,,7.0,4.88,1.79,1536019200,98.289,,,321241984,0.23054,9.415,2.171,3024574464,CAD,,292229634,0.04,122.00001,219290256,4851.0,,,0.30831,395053000,,,Oil & Gas Equipment & Services,,,1514678400,,,,1,86400,,,1530316800,-138586000,1577750400,15,247930000,-0.02649,4.0,0.51,2,0.81157494,,-0.09946,-0.09946,1.654,buy,2.3,-0.0058099995,-0.075729996,0.137,4.751,,Energy,3.0,293716000,0.0150999995,4429426,1533081600,4390765,,3.94,7.5,5.25,6.26,6.0,,,94669000,0.322,1735842048,1393412992,-0.473,,
PEGI.TO,-0.16506362,0.15864205,,,5.0,0.752524,,1.0,11.977,,2.0,26.42,0.905,1536019200,99.0,1.096,1.301,234420992,0.52758,24.361,12.852,5710748160,USD,,92038875,0.49,53.918365,-27057750,210.0,,,0.62687,259597000,,,Utilities - Independent Power Producers,,,1514678400,,,,1,86400,,,1530316800,130649000,1577750400,2,183974000,0.02631,2.0,0.92,2,2.2058947,,0.29451,0.29451,0.302,hold,3.0,0.00151,-0.03882,0.29,4.708,,Utilities,3.0,98096304,0.0007,68282,1533081600,91349,0.0007,3.35,20.0,17.7,18.85,18.85,,,116733000,1.19,2211364096,444334016,1.384,,
PEY.TO,-0.49832618,0.15864205,,,2.0,1.126512,,9.0,10.135,,8.0,10.55,0.819,1536019200,72.41,-0.239,-0.239,608729024,1.094,4.83,5.284,2940048896,CAD,,160043362,0.77,13.7013,60402248,53.0,,,0.82348,570846000,,,Oil & Gas E&P,,,1514678400,1117152000,2/1,,1,86400,,,1530316800,174510000,1577750400,16,547126976,0.52174,9.0,1.44,2,1.0409472,,0.31363,0.31363,0.411,buy,2.5,0.050180003,0.105179995,-0.414,3.375,,Energy,6.0,164874000,0.0513,8466368,1533081600,8545807,,10.76,18.0,9.5,13.56,13.0,,,1130000,0.007,1210000000,556422976,1.058,,
