,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
AAV.TO,-0.580402,0.15864205,,,2.0,1.255182,,6.0,7.031,,8.0,3.3,1.552,1536019200,19.111,,,163552000,0.83239996,5.286,4.4,864526976,CAD,,183561546,0.2,16.5,-134490880,29.0,,,0.63463,,,,Oil & Gas E&P,,,1514678400,,,,1,86400,,,1530316800,29260000,1577750400,15,171095008,0.25577,6.0,-18.56,2,0.46935,,0.14892,0.14892,0.762,buy,2.2,0.019340001,0.022669999,-0.316,1.056,,Energy,3.0,185942000,0.0783,14582833,1533081600,13576295,,11.66,7.0,3.25,5.53,5.75,,,3846000,0.021,250188992,196482000,0.153,,
ABT.TO,0.008010745,0.15864205,,,2.0,1.442919,,3.0,-1.406,,6.0,7.4,0.607,1536019200,,,,5996211,0.064050004,45.568,2.918,273233824,USD,,24605051,0.17,43.52941,19870880,495.0,,,0.84432,79046749,,,Software - Application,,,1530316800,1199232000,2/1,,1,86400,,,1530316800,3110853,1593475200,8,12549655,0.030739998,4.0,,2,,,0.03323,0.03323,0.58,hold,2.8,0.01842,,0.038,2.339,,Technology,6.0,40269800,0.0577,2301761,1533081600,2301322,,56.69,8.08,5.77,6.54,6.16,,,34329304,0.854,0,93621832,0.078,,
ABX.TO,-0.3434636,0.15864205,,,2.0,0.618074,,6.0,8.016,,1.0,13.71,2.118,1536019200,57.554,,,3531000064,0.45721,6.075,2.778,21451823104,USD,,1163960747,0.65,21.092308,1308999936,18421.0,,,0.35529998,3095000000,,,Gold,,,1514678400,,,,1,86400,,,1530316800,-261000000,1577750400,17,1770000000,0.30273,2.0,-5.14,2,1.7103294,,-0.033800002,-0.033800002,1.055,hold,2.9,0.05738,-0.03458,-0.207,6.621,,Basic Materials,3.0,1167160064,0.0047999998,5610238,1533081600,5558969,,2.32,18.0,11.0,14.26,14.0,,,2084999936,1.786,6392000000,7722999808,-0.23,,
AC.TO,0.17316759,0.15864205,,,2.0,0.758162,,2.0,14.341,,3.0,27.37,1.111,1536019200,179.37,,,2268000000,0.13260001,4.322,0.573,9802940416,CAD,,271328787,3.56,7.6882024,-594625024,29400.0,,,0.26508,4451000000,,,Airlines,,,1514678400,,,,1,86400,,,1530316800,1492999936,1577750400,14,2846000128,0.07343,1.0,0.58,2,1.9085141,,0.087290004,0.087290004,0.954,buy,1.7,0.04267,0.58502996,0.108,62.537,,Industrials,1.0,272745984,0.0092,2543970,1533081600,2603069,,2.24,42.0,22.5,33.68,33.5,,,4670000128,17.141,7008000000,17104000000,5.425,,
ACB.TO,2.964029,0.15864205,,,2.0,-0.934978,,10.0,2.453,,9.0,10.87,7.028,1536019200,15.089,,,-39732000,-0.94634,-118.86,112.481,4722526208,CAD,,537556825,0.06,181.16667,-149776432,171.0,,,0.68498003,16056000,,,Drug Manufacturers - Specialty & Generic,,,1498780800,,,,1,86400,,,1522454400,-12749000,1561852800,5,-31860000,-1.01772,10.0,,2,4.4313083,,-0.30366,-0.30366,5.37,buy,1.8,-0.02859,-0.01919,2.111,0.103,,Healthcare,9.0,951849024,0.0195,18467264,1533081600,27963072,,0.9,15.0,6.5,10.1,9.0,,,288432000,0.514,209255008,41985000,-0.034,,
ACQ.TO,-0.45101422,0.15864205,,,2.0,1.919012,,9.0,17.339,,8.0,12.61,1.102,1536019200,243.483,,,88831000,0.02895,17.217,0.498,1529360256,CAD,,23955355,1.44,8.756944,-164770368,4000.0,,,0.16558,518629000,,,Auto & Truck Dealerships,,,1514678400,,,,1,86400,,,1530316800,-7328000,1577750400,9,40943000,0.02237,9.0,0.38,2,0.7272622,,-0.00239,-0.00239,0.222,hold,2.9,0.024249999,-0.0066500003,-0.016,112.039,,Consumer Cyclical,6.0,27392300,0.053600002,1471386,1533081600,807206,,2.28,18.0,9.0,13.61,13.5,,,43483000,1.587,1206363008,3068704000,-0.268,,
AD.TO,-0.024821043,0.15864205,,,2.0,0.728701,,8.0,16.838,,9.0,20.49,1.746,1536019200,13.359,0.921,0.904,83193000,0.62896997,9.301,5.85,773816000,CAD,,34906835,1.73,11.84393,105678328,14.0,,,1.0,,,,Credit Services,,,1514678400,,,,1,86400,,,1530316800,9641000,1577750400,8,81316000,0.62698,8.0,1.49,2,1.2168905,,0.07289,0.07289,0.771,buy,2.4,0.06731,0.015310001,0.321,3.628,,Financial Services,6.0,36496200,0.0318,1163472,1533081600,1227609,,9.85,23.0,17.5,20.67,20.75,,,27621000,0.757,82096000,132268000,0.26,,
ADN.TO,0.0,0.15864205,,,2.0,0.224471,,7.0,16.505,,5.0,18.69,2.896,1536019200,33.48,-0.529,-0.529,23092000,0.27317,16.889,4.613,389992800,CAD,,16680855,0.86,21.73256,13893000,92.0,,,0.35741,28091000,,,Lumber & Wood Production,,,1514678400,,,,1,86400,,,1530316800,25924000,1577750400,5,19410000,0.2694,6.0,2.96,2,1.1323842,,0.30667,0.30667,2.818,hold,2.8,0.031040002,0.09563,0.124,5.052,,Basic Materials,3.0,16731200,0.0034999999,59300,1533081600,62500,,10.27,22.0,19.5,20.3,20.0,,,22866000,1.367,92456000,84533000,1.549,,
AEM.TO,-0.231588,0.15864205,,,2.0,0.800187,,5.0,21.144,,5.0,45.1,4.018,1536019200,34.933,-0.913,-0.909,866889984,0.38022,12.744,4.845,11047419904,USD,,232654939,0.83,54.33735,-477038624,5514.0,,,0.49719003,1187262000,,,Gold,,,1514678400,,,,1,86400,,,1530316800,162963008,1577750400,16,688788992,0.15187,4.0,10.99,2,2.1329927,,0.07147,0.07147,2.268,buy,2.1,0.0271,0.03332,0.012,9.821,,Basic Materials,1.0,233260992,0.0049,1147988,1533081600,1383803,,1.65,60.0,46.04,52.36,51.03,,,794427008,3.406,1722967040,2279979008,0.69,,
AEZS.TO,-0.16988409,0.15864205,,,,3.457892,,,0.578,,,2.1,4.044,1536019200,,,,7779000,0.30813998,1.938,0.597,15072819,USD,,16436321,-0.37,-5.6756754,4614000,,,,0.9922,923000,,,Biotechnology,,,1514678400,1447977600,1/100,,1,86400,,,1530316800,1707000,1577750400,1,1879000,0.3039,,,2,3.6332178,,0.06762,0.06762,3.637,buy,2.0,0.17082001,0.24384001,-0.309,1.55,,Healthcare,,16440800,0.0001,1100,1533081600,0,0.0001,0.21,4.0,4.0,4.0,4.0,,,19946000,1.213,0,25245000,0.092,,
AFN.TO,0.18780065,0.15864205,,,2.0,1.478124,,4.0,19.278,,2.0,62.14,1.892,1536019200,187.316,-0.149,-0.133,121193000,0.14209,13.162,1.87,1595201664,CAD,,16047137,3.98,15.613065,-8138875,2545.0,,,0.28479,218714000,,,Farm & Construction Equipment,,,1514678400,,,,1,86400,,,1530316800,33040000,1577750400,9,46335000,0.10736,3.0,1.77,2,3.2233634,,0.03875,0.03875,0.814,buy,1.9,0.049099997,0.10663,0.177,52.376,,Industrials,6.0,16489300,0.0146,240173,1533081600,231149,,8.51,80.0,65.0,71.22,71.0,,,18473000,1.121,594902976,852934976,1.961,,
AGI.TO,-0.33714283,0.15864205,,,2.0,1.699796,,2.0,6.842,,8.0,5.99,3.695,1536019200,0.232,,,219900000,0.34767,9.324,3.242,2050261760,USD,,388589897,0.22,27.227272,43425000,1700.0,,,0.40379003,211600000,,,Gold,,,1514678400,,,,1,86400,,,1530316800,15800000,1577750400,15,213300000,0.11383,3.0,1.33,2,0.875475,,0.02498,0.02498,2.309,buy,1.9,0.01564,0.00675,0.286,1.786,,Basic Materials,1.0,389806016,0.0031,1206704,1533081600,1449686,,1.91,11.51,5.65,8.47,8.83,,,244100000,0.626,6200000,632499968,0.045,,
AGT.TO,-0.3149755,0.15864205,,,2.0,0.465754,,4.0,6.543,,10.0,17.75,1.98,1536019200,162.165,,,40810000,0.025829999,25.761,0.665,1051305344,CAD,,19892137,1.14,15.570175,8241375,2100.0,,,0.061440002,106186000,,,Farm Products,,,1514678400,,,,1,86400,,,1530316800,-57010000,1577750400,9,-14918000,0.0058600004,7.0,1.12,2,2.7128227,,-0.03215,-0.03215,0.758,hold,2.7,0.00505,-0.17166,-0.107,65.19,,Consumer Defensive,3.0,24236500,0.0416,1008268,1533081600,1259012,,20.53,21.0,12.0,18.56,19.0,,,28728000,1.185,493161984,1580007040,-2.357,,
AI.TO,0.15062761,0.15864205,,,,0.21898,,,10.577,,,13.85,98.435,1536019200,81.656,0.045,0.265,,0.0,,20.899,811166336,CAD,,34643685,0.81,17.098766,,1.0,,,0.84669995,30310000,,,Specialty Finance,,,1514678400,,,,1,86400,,,1530316800,31631000,1577750400,2,39797000,0.81496,,,2,1.3094451,,0.81496,0.81496,98.424,hold,3.0,0.04976,0.09069,0.254,1.166,,Financial Services,,36202900,0.0063,228234,1533081600,184175,,8.36,10.35,9.97,10.16,10.16,,,,,312670016,38813000,0.94,,
AIF.TO,-0.013111591,0.15864205,,,2.0,1.072673,,1.0,9.597,,4.0,30.81,2.193,1536019200,50.948,-0.997,-0.997,71813000,0.14366001,18.523,2.661,1330164096,CAD,,38296562,1.81,17.0221,44903248,2500.0,,,0.37642,182964000,,,Real Estate Services,,,1514678400,,,,1,86400,,,1530316800,2583000,1577750400,9,48130000,0.06531,2.0,1.16,2,3.2103782,,0.0051700003,0.0051700003,2.022,buy,2.0,0.02891,0.00653,0.05,12.99,,Real Estate,3.0,39220300,0.0229,886297,1533081600,944763,,9.63,43.0,30.0,37.44,38.0,,,48010000,1.234,189432000,499872000,0.067,,
AIM.TO,0.77215195,0.15864205,,,2.0,4.391861,,9.0,-1.253,,1.0,4.12,0.308,1536019200,,,,182700000,0.111260004,3.399,0.378,621020992,CAD,,151748229,0.73,5.6438355,42912500,2900.0,,,0.3719,620100000,,,Business Services,,,1514678400,,,,1,86400,,,1530316800,-96000000,1577750400,7,255400000,0.0038400001,2.0,1.38,2,,,-0.1355,-0.1355,0.274,hold,3.0,0.00101,,0.039,10.781,,Industrials,2.0,152307008,0.0126,1919833,1533081600,2099015,,1.25,5.0,0.75,3.89,4.75,,,343500000,2.255,329400000,1642099968,-1.574,,
AJX.TO,0.6923077,0.15864205,,,,-1.904297,,,0.25,,,0.87,2.888,1536019200,,,,-7460000,-0.15408,-12.598,1.941,93984504,USD,,81478145,0.01,,-4321500,143.0,,,0.39816,19421000,,,Communication Equipment,,,1514678400,,,,1,86400,,,1530316800,-9078000,1577750400,1,-7339000,-0.19455999,,-3135.0,2,3.48,,-0.1875,-0.1875,1.854,strong_buy,1.0,-0.14008,-0.26622,0.033,0.489,,Technology,,117178000,0.0,2700,1533081600,16000,,0.05,0.77,0.77,0.77,0.77,,,10967000,0.092,0,48417000,-0.092,,
AKG.TO,-0.15384609,0.15864205,,,2.0,2.30945,,3.0,1.372,,5.0,1.15,2.258,1536019200,,,,116311000,0.47489,1.951,0.926,226889984,USD,,170362807,0.01,115.0,-310010624,,,,0.53853,126765000,,,Gold,,,1514678400,,,,1,86400,,,1530316800,-142394000,1577750400,3,107566000,0.21316999,5.0,-0.14,2,0.8381924,,-0.58138,-0.58138,0.08,hold,2.7,0.05263,-0.38042,0.11,1.173,,Basic Materials,6.0,225804992,0.0092,2073400,1533081600,2165755,,15.8,1.54,0.96,1.22,1.15,,,18756000,0.083,0,244924000,-0.682,,
ALA.TO,-0.2072264,0.15864205,,,2.0,0.989151,,7.0,20.79,,4.0,21.72,1.669,1536019200,62.458,,1.253,725400000,0.25936002,14.539,3.771,10546600960,CAD,,264177038,1.29,16.83721,51225000,1629.0,,,0.45861,1261600000,,,Oil & Gas Midstream,,,1514678400,,,,1,86400,,,1530316800,56800000,1577750400,12,579200000,0.15560001,6.0,8.38,2,1.0447329,,0.04341,0.04341,1.361,hold,2.8,0.025940001,0.02516,0.132,15.937,,Energy,7.0,266088000,0.028399998,4247469,1533081600,4347980,,7.23,34.0,23.0,27.79,28.0,,,783800000,2.946,3463099904,2796900096,0.324,,
ALC.TO,0.12627983,0.15864205,,,,0.94855,,,17.382,,,13.26,0.822,1536019200,46.584,-0.467,-0.505,104138000,0.21936001,7.778,1.706,809977856,CAD,,16084494,1.22,10.868853,-28671750,2000.0,,,0.27081,117708000,,,Shipping & Ports,,,1514678400,1355702400,10/1,,1,86400,,,1530316800,41718000,1577750400,4,99135000,0.116450004,,,2,0.76285815,,0.10835,0.10835,0.684,strong_buy,1.5,0.03102,0.0642,0.123,12.269,,Industrials,,38485400,0.00059999997,22500,1533081600,28326,,5.29,20.0,19.0,19.5,19.5,,,9965000,0.259,311744000,474740992,1.325,,
ALO.TO,-0.85178876,0.15864205,,,2.0,3.295381,,2.0,3.274,,4.0,0.92,3.148,1536019200,8.741,-0.494,-0.065,13851000,0.14525,4.666,0.678,64626616,USD,,80254243,0.31,2.967742,-83986496,356.0,,,0.21216999,30703000,,,Gold,,,1514678400,1494892800,1/10,,1,86400,,,1530316800,8858000,1577750400,8,-9561000,0.094060004,3.0,0.11,2,0.28100184,,0.092889994,0.092889994,1.226,hold,2.8,0.01931,0.04145,-0.031,1.993,,Basic Materials,6.0,83784096,0.0081,591691,1533081600,535624,,2.25,5.37,0.77,2.56,2.47,,,29732000,0.355,23980000,95358000,0.184,,
ALS.TO,0.052315712,0.15864205,,,2.0,1.874683,,6.0,7.881,,3.0,12.67,2.601,1536019200,29.868,2.0,1.996,33778000,0.67096,19.265,12.926,650748288,CAD,,40659722,0.52,24.365385,,18.0,,,0.87641996,39843000,,,Industrial Metals & Minerals,,,1514678400,,,,1,86400,,,1530316800,31620500,1577750400,4,,0.40849,5.0,,2,1.607664,,0.62811,0.62811,2.601,buy,2.0,,,0.485,1.174,,Basic Materials,9.0,43099500,0.0208,887391,1533081600,873829,,19.05,18.5,16.0,17.25,17.25,,,65692000,1.52,122537000,50342500,0.735,,
AOI.TO,-0.19653183,0.15864205,,,,2.085921,,,1.998,,,1.44,14.435,1536019200,,,,-7241000,0.0,-36.042,,260983616,USD,,401558878,-0.03,-48.000004,-6904500,,,,0.0,,,,Oil & Gas E&P,,,1514678400,937958400,1/5,,1,86400,,,1530316800,-49910000,1577750400,6,-615000,0.0,,0.21,2,0.72072077,,0.0,0.0,13.063,buy,2.2,-0.03285,-0.05211,,,,Energy,,470568000,0.0011999999,519687,1533081600,602265,,2.38,2.31,1.16,1.68,1.69,,,369576992,0.785,0,,-0.108,,
APH.TO,2.0320697,0.15864205,,,2.0,3.732186,,10.0,5.538,,10.0,19.28,4.438,1536019200,2.649,,,-658000,-0.017819999,-6806.614,121.319,4478751744,CAD,,213410967,0.55,35.054546,-230024256,300.0,,,1.10754,40887000,,,Drug Manufacturers - Specialty & Generic,,,1527724800,1417996800,1/10,,1,86400,,,1527724800,29448000,1590883200,8,-5649000,-0.19601,10.0,,2,3.4814012,,0.79767996,0.79767996,2.737,buy,1.8,-0.00555,0.040689997,1.104,0.229,,Healthcare,6.0,232435008,0.0212,5796775,1533081600,5804715,,0.46,23.77,11.5,18.12,19.74,,,104799000,0.451,31087000,36917000,0.18,,
APS.TO,0.6716417,0.15864205,,,,0.61478,,,0.491,,,3.51,7.937,1536019200,,,,-18118000,0.0,-5.723,,103695016,USD,,29702191,-1.13,-3.1061947,-7349969,18.0,,,0.0,,,,Biotechnology,,,1514678400,1412553600,1/12,,1,86400,,,1530316800,-23010000,1577750400,2,-18353000,0.0,,,2,7.1486764,,0.0,0.0,7.69,strong_buy,1.5,-0.74337,-1.69308,,,,Healthcare,,34411000,0.0091,303700,1533081600,305683,,8.7,9.1,9.1,9.1,9.1,,,18464000,0.537,0,,-0.822,,
AQN.TO,0.06172836,0.15864205,,,2.0,0.213574,,1.0,6.07,,4.0,13.63,1.077,1536019200,97.965,1.233,1.532,636610752,0.3964,16.763,6.645,10671500288,USD,,467425745,0.62,21.983871,-211671616,2241.0,,,0.42426997,,,,Utilities - Independent Power Producers,,,1514678400,,,,1,86400,,,1530316800,58634048,1577750400,13,467991520,0.23474,2.0,2.63,2,2.2454696,,0.041539997,0.041539997,0.601,buy,2.0,0.027679998,0.020599999,0.086,3.788,,Utilities,3.0,473872992,0.0156,7379205,1533081600,6722573,,8.07,12.5,9.23,11.29,11.93,,,37808000,0.08,3540155904,1605972608,0.137,,
AR.TO,-0.299578,0.15864205,,,2.0,1.334148,,2.0,3.576,,6.0,1.79,4.824,1536019200,1.258,-0.929,-0.939,58250000,0.34015,4.753,1.617,276847904,USD,,174475594,0.28,6.392857,-52574248,681.0,,,0.42013,56324000,,,Gold,,,1514678400,,,,1,86400,,,1530316800,18237000,1577750400,7,36357000,0.171,2.0,,2,0.5005593,,0.10649,0.10649,1.624,buy,2.0,0.02657,0.02911,0.18,0.965,,Basic Materials,1.0,177800000,0.0073,1292872,1533081600,1281502,,4.53,4.02,2.49,3.17,2.87,,,22730000,0.128,8000000,171248992,0.102,,
ARE.TO,-0.08592427,0.15864205,,,2.0,0.364325,,3.0,12.451,,5.0,15.81,1.457,1536019200,90.756,13.071,9.414,154087008,0.05618,7.997,0.449,1232300800,CAD,,58427307,1.12,14.116072,337057248,5850.0,,,0.11772,,,,Engineering & Construction,,,1514678400,,,,1,86400,,,1530316800,34874000,1577750400,8,421393984,0.02059,3.0,2.01,2,1.2697775,,0.01271,0.01271,1.214,buy,2.0,0.01328,0.047259998,0.1,46.276,,Industrials,1.0,59908800,0.0125,912363,1533081600,991437,,2.21,23.0,17.0,19.94,20.0,,,432961984,7.246,675171968,2742796032,0.586,,
ARG.TO,0.082191825,0.15864205,,,,2.082693,,,0.58,,,0.79,0.801,1536019200,63.758,,,40339000,0.28548,4.604,1.314,185723600,USD,,101343119,0.18,4.388889,-778625,293.0,,,0.22163999,26041000,,,Copper,,,1514678400,,,,1,86400,,,1530316800,14889000,1577750400,1,30106000,0.1835,,0.46,2,1.362069,,0.10537,0.10537,0.609,buy,2.0,0.07171,0.15782,0.105,0.801,,Basic Materials,,177251008,0.0001,4900,1533081600,2300,,0.08,1.5,1.5,1.5,1.5,,,21638000,0.122,65561000,141303008,0.078,,
ARX.TO,-0.25286698,0.15864205,,,2.0,1.442957,,5.0,10.112,,2.0,13.3,1.298,1536019200,24.983,,,711600000,0.59187,7.664,4.536,5453987840,CAD,,351398444,0.59,22.542374,-182362496,471.0,,,0.65125,722100000,,,Oil & Gas E&P,,,1514678400,,,,1,86400,,,1530316800,131400000,1577750400,17,751500032,0.14222999,2.0,-3.04,2,1.315269,,0.10929,0.10929,0.634,buy,2.1,0.017439999,0.03638,0.156,3.402,,Energy,1.0,353910016,0.047199998,16693447,1533081600,17566234,,16.42,23.0,16.5,18.9,19.0,,,168100000,0.476,892899968,1202300032,0.372,,
ASM.TO,-0.4207921,0.15864205,,,,0.649404,,,1.311,,,1.11,1.576,1536019200,17.044,-0.236,-0.272,7338763,0.21179001,10.023,2.123,73557672,USD,,53114704,0.11,10.090909,-8139106,,,,0.28,11383511,,,Silver,,,1514678400,,,,1,86400,,,1530316800,2437461,1577750400,3,4866062,0.10858,,,2,0.84668195,,0.07034,0.07034,0.944,buy,2.3,0.02259,0.03522,0.16,0.651,,Basic Materials,,55805700,0.00090000004,69300,1533081600,68804,,2.09,2.54,1.35,2.06,2.3,,,4766000,0.085,12473000,34651640,0.04,,
ASND.TO,-0.14285707,0.15864205,,,,3.738391,,,0.373,,,0.64,1.489,1536019200,5.088,,,18660748,0.20277001,2.263,0.459,42237456,USD,,46823780,0.23,2.7826085,,,,,0.23858,-48705,,,Industrial Metals & Minerals,,,1514678400,1482278400,1/5,,1,86400,,,1530316800,9267405,1577750400,8,22856564,0.15432,,,2,1.7158177,,0.1007,0.1007,0.791,buy,1.8,,,1.279,1.256,,Basic Materials,,76627104,0.0011999999,89300,1533081600,85657,,1.21,1.85,0.85,1.26,1.19,,,11322000,0.148,1453000,92028360,0.119,,
ASP.TO,1.1666667,0.15864205,,,,3.116928,,,0.032,,,0.26,1.009,1536019200,81.161,,,-12347000,-1.67371,-4.673,7.821,57692660,USD,,120925082,-0.01,-26.0,-2547250,23.0,,,-0.45384,3181000,,,Drug Manufacturers - Specialty & Generic,,,1514678400,,,,1,86400,,,1530316800,-15641000,1577750400,1,-3771000,-1.94415,,,2,8.124999,,-2.12024,-2.12024,0.72,strong_buy,1.0,-0.39173,-1.8245599,0.182,0.035,,Healthcare,,235235008,0.0001,15146,1533081600,40600,,0.04,0.5,0.5,0.5,0.5,,,6036000,0.026,6096000,7377000,-0.073,,
ATA.TO,0.96779525,0.15864205,,,2.0,1.391604,,8.0,8.174,,8.0,23.82,2.256,1536019200,45.197,0.477,0.45,134298000,0.11668,16.959,1.979,2277562880,CAD,,93545293,1.11,21.45946,47792624,3800.0,,,0.26002002,288159000,,,Diversified Industrials,,,1522454400,881539200,2/1,,1,86400,,,1530403200,52341000,1585612800,6,62664000,0.08898,7.0,4.12,2,2.914118,,0.045479998,0.045479998,2.044,buy,2.2,0.04354,0.07085,0.136,12.265,,Industrials,1.0,94082496,0.0085,795693,1533081600,396109,,2.31,26.0,22.0,24.67,25.0,,,324644000,3.451,347692992,1150947968,0.558,,
ATH.TO,0.6344086,0.15864205,,,,3.483762,,,2.751,,,1.52,2.031,1536019200,39.073,,,109407000,0.12772,10.719,1.369,1172784000,CAD,,361046624,0.13,11.692308,-72136000,245.0,,,0.24385001,180736000,,,Oil & Gas E&P,,,1514678400,,,,1,86400,,,1530316800,-317072000,1577750400,11,110912000,-0.22951001,,0.2,2,0.55252635,,-0.37014,-0.37014,1.627,buy,2.3,-0.05135,-0.20181,0.222,1.676,,Energy,,515796000,0.0076,3933338,1533081600,4317221,,2.47,3.25,1.75,2.42,2.25,,,93293000,0.181,554278976,856627968,-0.622,,
ATP.TO,-0.059602678,0.15864205,,,2.0,2.671708,,4.0,-0.165,,7.0,2.8,1.319,1536019200,399.681,,,145600000,0.41037,8.14,3.34,1185173632,USD,,102401816,-0.17,-16.470589,129875000,246.0,,,0.48337,,,,Utilities - Independent Power Producers,,,1514678400,,,,1,86400,,,1530316800,-58800000,1577750400,4,161900000,0.13191,5.0,-0.44,2,,,-0.16573,-0.16573,1.082,hold,2.8,0.02396,-0.25722,-0.466,3.101,,Utilities,6.0,111303000,0.0557,6198801,1533081600,6338507,0.057600003,183.11,3.5,2.3,2.67,2.45,,,86000000,0.773,751000000,354800000,-0.514,,
ATZ.TO,0.23099196,0.15864205,,,2.0,,,10.0,2.687,,10.0,16.97,1.059,1536019200,39.331,0.566,0.512,119921000,0.15671,16.052,2.516,1924970112,CAD,,55150368,0.9,18.855555,56664376,2594.0,,,0.39922002,295491000,,,Apparel Stores,,,1519516800,,,,1,86400,,,1527379200,61254000,1582588800,8,136148000,0.1295,10.0,1.46,2,6.3155932,,0.08005,0.08005,0.616,buy,1.6,0.11603,0.23701,0.151,6.895,,Consumer Cyclical,10.0,57185200,0.0011,187872,1533081600,662380,,0.52,24.0,20.0,21.0,20.5,,,122282000,1.085,118618000,765232000,0.53,,
AUG.TO,-0.5263158,0.15864205,,,2.0,1.596301,,7.0,0.515,,8.0,1.4,5.208,1536019200,,,,1595000,0.0,72.4,,115477968,CAD,,64362934,-0.11,-12.727273,-39001564,22.0,,,0.0,-105000,,,Industrial Metals & Minerals,,,1514678400,,,,1,86400,,,1530316800,5255000,1577750400,5,1968000,0.0,8.0,,2,2.7184467,,0.0,0.0,4.361,buy,1.9,0.01274,0.07516,,,,Basic Materials,6.0,90237800,0.0014,126696,1533081600,120740,,2.07,4.75,3.25,4.03,3.9,,,5866000,0.067,0,,0.065,,
AUP.TO,-0.030303061,0.15864205,,,2.0,2.441204,,6.0,1.666,,8.0,7.51,30.299,1536019200,,,,-52310000,0.0,-9.068,3952.906,474348736,USD,,47807916,-0.64,-11.734376,-25466876,33.0,,,0.0,-33511000,,,Biotechnology,,,1514678400,1382486400,1/50,,1,86400,,,1530316800,-47637000,1577750400,2,-44125000,-448.625,5.0,,2,4.5078034,,0.0,0.0,29.651,strong_buy,1.0,-0.17914,-0.29714,-0.912,0.001,,Healthcare,1.0,85320496,0.0008,75810,1533081600,78269,,3.34,10.5,10.0,10.25,10.25,,,150200992,1.76,0,120000,-0.565,,
AYM.TO,0.29824567,0.15864205,,,,-0.341206,,,2.308,,,3.8,1.537,1527811200,,1.231,1.599,59834024,0.28065002,7.084,1.988,423860544,EUR,,52132891,,,5696412,366.0,,,0.30701,45850000,,,Copper,,,1514678400,1445385600,1/30,,1,86400,,,1530316800,36327260,1577750400,1,57928132,0.19933,,,2,1.6464471,,0.17039,0.17039,1.384,strong_buy,1.0,0.06435,0.12984,-0.085,1.67,,Basic Materials,,135476000,0.0,100,1525132800,0,,0.0,2.92,2.92,2.92,2.92,,,60358260,0.439,0,213196496,0.282,,
BAD.TO,0.09549904,0.15864205,,,2.0,0.664213,,6.0,9.09,,3.0,27.49,2.726,1536019200,29.286,-0.281,-0.281,128177000,0.23583001,8.368,1.973,1072524544,CAD,,36489262,1.93,14.243524,-8131875,1943.0,,,0.30033,146592000,,,Engineering & Construction,,,1514678400,1390867200,3/1,,1,86400,,,1530316800,66096000,1577750400,7,104060000,0.14935,3.0,,2,3.0242023,,0.12161,0.12161,2.587,buy,2.3,0.1001,0.21236,0.193,14.65,,Industrials,1.0,37100700,0.0116,431283,1533081600,341962,,2.57,40.0,20.5,34.43,36.5,,,37229000,1.003,98760000,543513984,1.782,,
BB.TO,0.18945491,0.15864205,,,2.0,0.736841,,7.0,4.424,,9.0,13.19,6.529,1536019200,34.091,,,81000000,0.08901,71.254,6.342,5771539968,USD,,525475980,0.16,82.4375,17875000,3288.0,,,0.75714,681000000,,,Communication Equipment,,,1519776000,1187136000,3/1,,1,86400,,,1527724800,-326000000,1582848000,7,-166000000,-0.094510004,7.0,-7.39,2,2.9814649,,-0.35824,-0.35824,6.383,hold,3.0,-0.01391,-0.12749,-0.094,1.703,,Technology,3.0,537320000,0.013300001,7132434,1533081600,9734838,,4.71,15.39,10.5,12.56,13.0,,,2244999936,4.181,810000000,910000000,-0.61,,
