,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
AFN.TO,0.17627048,0.15217936,,,2.0,1.478124,,4.0,19.278,,2.0,62.94,1.892,1537142400,187.316,-0.149,-0.133,121193000,0.14209,13.192,1.874,1598826112,CAD,,16057681,3.98,15.81407,-8138875,2545.0,,,0.28479,218714000,,,Farm & Construction Equipment,,,1514678400,,,,1,86400,,,1530316800,33040000,1577750400,8,46335000,0.10736,3.0,1.78,2,3.2648613,,0.03875,0.03875,0.814,buy,1.9,0.049099997,0.10663,0.177,52.376,,Industrials,6.0,16489300,0.0159,262563,1534377600,256028,,9.14,80.0,65.0,71.63,71.0,,,18473000,1.121,594902976,852934976,1.961,,
AGI.TO,-0.30227,0.15217936,,,2.0,1.699796,,2.0,6.842,,8.0,5.93,3.695,1537142400,0.232,,,219900000,0.34767,9.678,3.365,2128222976,USD,,388582101,0.22,26.954544,43425000,1700.0,,,0.40379003,211600000,,,Gold,,,1514678400,,,,1,86400,,,1530316800,15800000,1577750400,15,213300000,0.11383,3.0,1.35,2,0.8667056,,0.02498,0.02498,2.309,buy,1.9,0.01564,0.00675,0.286,1.786,,Basic Materials,1.0,389806016,0.0034999999,1368501,1534377600,1356642,,1.99,11.52,5.65,8.4,8.45,,,244100000,0.626,6200000,632499968,0.045,,
AGT.TO,-0.28989577,0.15217936,,,2.0,0.465754,,4.0,6.543,,10.0,17.63,1.98,1537142400,162.165,,,40810000,0.025829999,25.47,0.658,1039429440,CAD,,19892137,1.14,15.464911,8241375,2100.0,,,0.061440002,106186000,,,Farm Products,,,1514678400,,,,1,86400,,,1530316800,-57010000,1577750400,9,-14918000,0.0058600004,7.0,1.11,2,2.6944823,,-0.03215,-0.03215,0.758,hold,2.7,0.00505,-0.17166,-0.107,65.19,,Consumer Defensive,3.0,24236500,0.044099998,1068258,1534377600,931874,,20.53,21.0,12.0,18.56,19.0,,,28728000,1.185,493161984,1580007040,-2.357,,
AI.TO,0.14879465,0.15217936,,,,0.21898,,,10.577,,,13.72,98.435,1537142400,81.656,0.045,0.265,,0.0,,21.011,815513728,CAD,,34627744,0.81,16.938272,,1.0,,,0.84669995,30310000,,,Specialty Finance,,,1514678400,,,,1,86400,,,1530316800,31631000,1577750400,2,39797000,0.81496,,,2,1.2971543,,0.81496,0.81496,98.424,hold,3.0,0.04976,0.09069,0.254,1.166,,Financial Services,,36202900,0.0061000003,220880,1534377600,182400,,8.36,10.35,9.97,10.16,10.16,,,,,312670016,38813000,0.94,,
AIF.TO,-0.046562493,0.15217936,,,2.0,1.072673,,1.0,9.597,,4.0,30.61,2.193,1537142400,50.948,-0.997,-0.997,71813000,0.14366001,18.539,2.663,1331331456,CAD,,38296562,1.81,16.911604,44903248,2500.0,,,0.37642,182964000,,,Real Estate Services,,,1514678400,,,,1,86400,,,1530316800,2583000,1577750400,9,48130000,0.06531,2.0,1.14,2,3.1895385,,0.0051700003,0.0051700003,2.022,buy,2.0,0.02891,0.00653,0.05,12.99,,Real Estate,3.0,39220300,0.023,889535,1534377600,837820,,13.53,43.0,30.0,37.44,38.0,,,48010000,1.234,189432000,499872000,0.067,,
AIM.TO,0.8055557,0.15217936,,,2.0,4.391861,,9.0,-1.253,,1.0,4.53,0.308,1537142400,,,,182700000,0.111260004,3.449,0.384,630159424,CAD,,151748229,0.73,6.2054796,42912500,2900.0,,,0.3719,620100000,,,Business Services,,,1514678400,,,,1,86400,,,1530316800,-96000000,1577750400,7,255400000,0.0038400001,2.0,1.5,2,,,-0.1355,-0.1355,0.274,hold,3.0,0.00101,,0.039,10.781,,Industrials,2.0,152307008,0.0196,2989004,1534377600,1944688,,3.67,5.0,0.75,3.89,4.75,,,343500000,2.255,329400000,1642099968,-1.574,,
AJX.TO,0.74,0.15217936,,,,-1.904297,,,0.25,,,0.88,2.888,1537142400,,,,-7460000,-0.15408,-12.439,1.917,92791872,USD,,81478145,0.01,,-4321500,143.0,,,0.39816,19421000,,,Communication Equipment,,,1514678400,,,,1,86400,,,1530316800,-9078000,1577750400,1,-7339000,-0.19455999,,-3135.0,2,3.52,,-0.1875,-0.1875,1.854,strong_buy,1.0,-0.14008,-0.26622,0.033,0.489,,Technology,,117178000,0.0,5700,1534377600,14500,,0.12,0.77,0.77,0.77,0.77,,,10967000,0.092,0,48417000,-0.092,,
AKG.TO,-0.16101688,0.15217936,,,2.0,2.30945,,3.0,1.372,,5.0,1.02,2.258,1537142400,,,,116311000,0.47489,1.951,0.926,226889984,USD,,170362807,0.01,102.0,-310010624,,,,0.53853,126765000,,,Gold,,,1514678400,,,,1,86400,,,1530316800,-142394000,1577750400,3,107566000,0.21316999,5.0,-0.18,2,0.7434402,,-0.58138,-0.58138,0.08,hold,2.7,0.05263,-0.38042,0.11,1.173,,Basic Materials,6.0,225804992,0.0113,2073400,1534377600,2101982,,14.98,1.54,0.96,1.22,1.15,,,18756000,0.083,0,244924000,-0.682,,
ALA.TO,-0.28696263,0.15217936,,,2.0,0.989151,,7.0,20.79,,4.0,20.55,1.669,1537142400,62.458,,1.253,725400000,0.25936002,14.051,3.644,10192704512,CAD,,264174378,1.3,15.807693,51225000,1629.0,,,0.45861,1261600000,,,Oil & Gas Midstream,,,1514678400,,,,1,86400,,,1530316800,56800000,1577750400,11,579200000,0.15560001,6.0,7.82,2,0.9884559,,0.04341,0.04341,1.361,hold,2.8,0.025940001,0.02516,0.132,15.937,,Energy,7.0,266088000,0.025899999,4688108,1534377600,4247469,,4.33,32.0,24.0,27.77,28.0,,,783800000,2.946,3463099904,2796900096,0.324,,
ALC.TO,0.08333337,0.15217936,,,,0.94855,,,17.382,,,13.0,0.822,1537142400,46.584,-0.467,-0.505,104138000,0.21936001,7.722,1.694,804202880,CAD,,16084494,1.22,10.655738,-28671750,2000.0,,,0.27081,117708000,,,Shipping & Ports,,,1514678400,1355702400,10/1,,1,86400,,,1530316800,41718000,1577750400,4,99135000,0.116450004,,,2,0.7479001,,0.10835,0.10835,0.684,strong_buy,1.5,0.03102,0.0642,0.123,12.269,,Industrials,,38485400,0.0004,22500,1534377600,25100,,4.32,20.0,19.0,19.5,19.5,,,9965000,0.259,311744000,474740992,1.325,,
ALO.TO,-0.81768954,0.15217936,,,2.0,3.295381,,2.0,3.274,,4.0,1.03,3.148,1537142400,8.741,-0.494,-0.065,13851000,0.14525,5.513,0.801,76356384,USD,,80254243,0.31,3.3225806,-83986496,356.0,,,0.21216999,30703000,,,Gold,,,1514678400,1494892800,1/10,,1,86400,,,1530316800,8858000,1577750400,8,-9561000,0.094060004,3.0,0.14,2,0.31459987,,0.092889994,0.092889994,1.226,hold,2.8,0.01931,0.04145,-0.031,1.993,,Basic Materials,6.0,83784096,0.008,669660,1534377600,591691,,2.75,3.84,0.77,2.08,2.0,,,29732000,0.355,23980000,95358000,0.184,,
ALS.TO,0.07783413,0.15217936,,,2.0,1.874683,,6.0,7.881,,3.0,12.62,2.601,1537142400,29.868,2.0,1.996,33778000,0.67096,20.622,13.836,696556224,CAD,,40659722,0.52,24.269232,,18.0,,,0.87641996,39843000,,,Industrial Metals & Minerals,,,1514678400,,,,1,86400,,,1530316800,31620500,1577750400,4,,0.40849,5.0,,2,1.6013196,,0.62811,0.62811,2.601,buy,2.0,,,0.485,1.174,,Basic Materials,9.0,43099500,0.021,903010,1534377600,887391,,20.18,18.5,16.0,17.25,17.25,,,65692000,1.52,122537000,50342500,0.735,,
AOI.TO,-0.06626505,0.15217936,,,,2.085921,,,1.998,,,1.46,14.435,1537142400,,,,-7241000,0.0,-50.34,,364508480,USD,,401558878,-0.03,-48.666668,-6904500,,,,0.0,,,,Oil & Gas E&P,,,1514678400,937958400,1/5,,1,86400,,,1530316800,-49910000,1577750400,7,-615000,0.0,,0.13,2,0.7307307,,0.0,0.0,13.063,buy,2.1,-0.03285,-0.05211,,,,Energy,,470568000,0.0011,510807,1534377600,519687,,4.09,2.3,1.16,1.65,1.65,,,369576992,0.785,0,,-0.108,,
APH.TO,1.4322846,0.15217936,,,2.0,3.732186,,10.0,5.538,,10.0,18.0,4.438,1537142400,2.649,,,-658000,-0.017819999,-6803.082,121.257,4476427776,CAD,,213410967,0.55,32.727272,-230024256,300.0,,,1.10754,40887000,,,Drug Manufacturers - Specialty & Generic,,,1527724800,1417996800,1/10,,1,86400,,,1527724800,29448000,1590883200,7,-5649000,-0.19601,10.0,,2,3.2502708,,0.79767996,0.79767996,2.737,buy,1.6,-0.00555,0.040689997,1.104,0.229,,Healthcare,6.0,232435008,0.0208,4250363,1534377600,5796775,,0.46,23.77,11.5,17.74,18.78,,,104799000,0.451,31087000,36917000,0.18,,
APS.TO,0.87700534,0.15217936,,,,0.61478,,,0.491,,,3.35,7.937,1537142400,,,,-18118000,0.0,-5.628,,101974472,USD,,29702191,-1.13,-2.9646018,-7349969,18.0,,,0.0,,,,Biotechnology,,,1514678400,1412553600,1/12,,1,86400,,,1530316800,-23010000,1577750400,2,-18353000,0.0,,,2,6.8228106,,0.0,0.0,7.69,strong_buy,1.5,-0.74337,-1.69308,,,,Healthcare,,34411000,0.009,308700,1534377600,303700,,9.02,9.11,9.11,9.11,9.11,,,18464000,0.537,0,,-0.822,,
AQN.TO,0.0014981031,0.15217936,,,2.0,0.213574,,1.0,6.07,,4.0,13.36,1.077,1537142400,97.965,1.233,1.532,636610752,0.3964,16.733,6.633,10652611584,USD,,467491853,0.62,21.548386,-211671616,2241.0,,,0.42426997,,,,Utilities - Independent Power Producers,,,1514678400,,,,1,86400,,,1530316800,58634048,1577750400,13,467991520,0.23474,2.0,2.58,2,2.2009883,,0.041539997,0.041539997,0.601,buy,2.0,0.027679998,0.020599999,0.086,3.788,,Utilities,3.0,473879008,0.0162,7666438,1534377600,7518075,,9.61,12.5,9.22,11.28,11.91,,,37808000,0.08,3540155904,1605972608,0.137,,
AR.TO,-0.37551022,0.15217936,,,2.0,1.334148,,2.0,3.576,,6.0,1.43,4.824,1537142400,1.258,-0.929,-0.939,58250000,0.34015,4.631,1.575,269736256,USD,,174475594,0.28,5.1071424,-52574248,681.0,,,0.42013,56324000,,,Gold,,,1514678400,,,,1,86400,,,1530316800,18237000,1577750400,7,36357000,0.171,2.0,,2,0.39988813,,0.10649,0.10649,1.624,buy,2.0,0.02657,0.02911,0.18,0.965,,Basic Materials,1.0,177800000,0.022,1292872,1534377600,1337551,,19.21,4.02,2.49,3.17,2.87,,,22730000,0.128,8000000,171248992,0.102,,
ARE.TO,-0.07858765,0.15217936,,,2.0,0.364325,,3.0,12.451,,5.0,16.23,1.457,1537142400,90.756,13.071,9.414,154087008,0.05618,7.869,0.442,1212582656,CAD,,58475109,1.12,14.491071,337057248,5850.0,,,0.11772,,,,Engineering & Construction,,,1514678400,,,,1,86400,,,1530316800,34874000,1577750400,9,421393984,0.02059,3.0,1.96,2,1.3035097,,0.01271,0.01271,1.214,buy,2.0,0.01328,0.047259998,0.1,46.276,,Industrials,1.0,59908800,0.0138,826041,1534377600,912363,,3.59,23.0,17.0,19.94,20.0,,,432961984,7.246,675171968,2742796032,0.586,,
ARG.TO,0.013157845,0.15217936,,,,2.082693,,,0.58,,,0.77,0.801,1537142400,63.758,,,40339000,0.28548,4.604,1.314,185723600,USD,,101318303,0.18,4.2777777,-778625,293.0,,,0.22163999,26041000,,,Copper,,,1514678400,,,,1,86400,,,1530316800,14889000,1577750400,1,30106000,0.1835,,0.48,2,1.3275862,,0.10537,0.10537,0.609,buy,2.0,0.07171,0.15782,0.105,0.801,,Basic Materials,,177251008,0.00059999997,13221,1534377600,4900,,1.27,1.5,1.5,1.5,1.5,,,21638000,0.122,65561000,141303008,0.078,,
ARX.TO,-0.16918612,0.15217936,,,2.0,1.442957,,5.0,10.112,,2.0,14.4,1.298,1537142400,24.983,,,711600000,0.59187,8.111,4.801,5772094464,CAD,,351398444,0.59,24.40678,-182362496,471.0,,,0.65125,722100000,,,Oil & Gas E&P,,,1514678400,,,,1,86400,,,1530316800,131400000,1577750400,17,751500032,0.14222999,2.0,-3.22,2,1.4240506,,0.10929,0.10929,0.634,buy,2.1,0.017439999,0.03638,0.156,3.402,,Energy,1.0,353910016,0.0484,17119907,1534377600,17261112,,16.42,23.0,16.5,18.78,19.0,,,168100000,0.476,892899968,1202300032,0.372,,
ASM.TO,-0.55319154,0.15217936,,,,0.649404,,,1.311,,,0.8,1.576,1537142400,17.044,-0.236,-0.272,7338763,0.21179001,7.286,1.543,53467636,USD,,53216271,0.11,7.2727275,-8139106,,,,0.28,11383511,,,Silver,,,1514678400,,,,1,86400,,,1530316800,2437461,1577750400,3,4866062,0.10858,,,2,0.6102212,,0.07034,0.07034,0.944,buy,2.3,0.02259,0.03522,0.16,0.651,,Basic Materials,,62446200,0.001,53770,1534377600,69300,,2.34,2.54,1.34,1.93,1.9,,,4766000,0.085,12473000,34651640,0.04,,
ASND.TO,0.123077035,0.15217936,,,,3.738391,,,0.373,,,0.81,1.489,1537142400,5.088,,,18660748,0.20277001,2.428,0.492,45302540,USD,,46944084,0.23,3.521739,,,,,0.23858,-48705,,,Industrial Metals & Minerals,,,1514678400,1482278400,1/5,,1,86400,,,1530316800,9267405,1577750400,8,22856564,0.15432,,,2,2.1715817,,0.1007,0.1007,0.791,buy,1.8,,,1.279,1.256,,Basic Materials,,76627104,0.0011999999,89315,1534377600,84900,,1.26,1.84,0.85,1.25,1.19,,,11322000,0.148,1453000,92028360,0.119,,
ASP.TO,1.3181818,0.15217936,,,,3.116928,,,0.032,,,0.25,1.009,1537142400,81.161,,,-12347000,-1.67371,-5.149,8.618,63573544,USD,,120925082,-0.01,-25.0,-2547250,23.0,,,-0.45384,3181000,,,Drug Manufacturers - Specialty & Generic,,,1514678400,,,,1,86400,,,1530316800,-15641000,1577750400,1,-3771000,-1.94415,,,2,7.8124995,,-2.12024,-2.12024,0.72,strong_buy,1.0,-0.39173,-1.8245599,0.182,0.035,,Healthcare,,235235008,0.0001,13565,1534377600,6354,,0.05,0.5,0.5,0.5,0.5,,,6036000,0.026,6096000,7377000,-0.073,,
ATA.TO,0.7751479,0.15217936,,,2.0,1.391604,,8.0,8.174,,8.0,24.02,2.256,1537142400,45.197,0.477,0.45,134298000,0.11668,17.043,1.989,2288852736,CAD,,93545293,1.11,21.639639,47792624,3800.0,,,0.26002002,288159000,,,Diversified Industrials,,,1522454400,881539200,2/1,,1,86400,,,1530403200,52341000,1585612800,6,62664000,0.08898,7.0,4.15,2,2.938586,,0.045479998,0.045479998,2.044,buy,2.2,0.04354,0.07085,0.136,12.265,,Industrials,1.0,94082496,0.0082,772703,1534377600,386233,,2.8,29.0,22.0,26.5,27.0,,,324644000,3.451,347692992,1150947968,0.558,,
ATH.TO,0.4579438,0.15217936,,,,3.483762,,,2.751,,,1.59,2.031,1537142400,39.073,,,109407000,0.12772,11.474,1.465,1255311232,CAD,,361046624,0.13,12.23077,-72136000,245.0,,,0.24385001,180736000,,,Oil & Gas E&P,,,1514678400,,,,1,86400,,,1530316800,-317072000,1577750400,11,110912000,-0.22951001,,0.22,2,0.5779717,,-0.37014,-0.37014,1.627,buy,2.3,-0.05135,-0.20181,0.222,1.676,,Energy,,515796000,0.0368,19001363,1534377600,4989567,,13.94,3.0,1.75,2.41,2.25,,,93293000,0.181,554278976,856627968,-0.622,,
ATP.TO,-0.090614855,0.15217936,,,2.0,2.671708,,4.0,-0.165,,7.0,2.78,1.319,1537142400,399.681,,,145600000,0.41037,8.109,3.328,1180721536,USD,,102401816,-0.17,-16.352942,129875000,246.0,,,0.48337,,,,Utilities - Independent Power Producers,,,1514678400,,,,1,86400,,,1530316800,-58800000,1577750400,4,161900000,0.13191,5.0,-0.44,2,,,-0.16573,-0.16573,1.082,hold,2.8,0.02396,-0.25722,-0.466,3.101,,Utilities,6.0,111303000,0.0553,6152705,1534377600,6228521,0.0572,166.2,3.5,2.3,2.67,2.45,,,86000000,0.773,751000000,354800000,-0.514,,
ATZ.TO,0.16825604,0.15217936,,,2.0,,,10.0,2.687,,10.0,17.11,1.059,1537142400,39.331,0.566,0.512,119921000,0.15671,15.629,2.449,1874246144,CAD,,55150368,0.9,19.011112,56664376,2594.0,,,0.39922002,295491000,,,Apparel Stores,,,1519516800,,,,1,86400,,,1527379200,61254000,1582588800,8,136148000,0.1295,10.0,1.47,2,6.3676963,,0.08005,0.08005,0.616,buy,1.6,0.11603,0.23701,0.151,6.895,,Consumer Cyclical,10.0,57185200,0.003,335751,1534377600,187872,,1.45,24.0,20.0,21.0,20.5,,,122282000,1.085,118618000,765232000,0.53,,
AUG.TO,-0.516129,0.15217936,,,2.0,1.596301,,7.0,0.515,,8.0,1.38,5.208,1537142400,,,,1595000,0.0,72.947,,116350944,CAD,,64362934,-0.11,-12.545455,-39001564,22.0,,,0.0,-105000,,,Industrial Metals & Minerals,,,1514678400,,,,1,86400,,,1530316800,5255000,1577750400,5,1968000,0.0,8.0,,2,2.6796117,,0.0,0.0,4.361,buy,1.9,0.01274,0.07516,,,,Basic Materials,6.0,90237800,0.0014,126955,1534377600,124540,,2.58,4.75,3.25,4.03,3.91,,,5866000,0.067,0,,0.065,,
AUP.TO,0.0095124245,0.15217936,,,2.0,2.441204,,6.0,1.666,,8.0,8.53,30.299,1537142400,,,,-52310000,0.0,-9.574,4173.319,500798240,USD,,47807916,-0.64,-13.328125,-25466876,33.0,,,0.0,-33511000,,,Biotechnology,,,1514678400,1382486400,1/50,,1,86400,,,1530316800,-47637000,1577750400,2,-44125000,-448.625,5.0,,2,5.120048,,0.0,0.0,29.651,strong_buy,1.0,-0.17914,-0.29714,-0.912,0.001,,Healthcare,1.0,85320496,0.0008,67243,1534377600,75810,,3.81,10.5,10.0,10.25,10.25,,,150200992,1.76,0,120000,-0.565,,
AYM.TO,0.50537634,0.15217936,,,,-0.341206,,,2.308,,,4.2,1.537,1527811200,,1.231,1.599,59834024,0.28065002,8.714,2.445,521371936,EUR,,52132891,,,5696412,366.0,,,0.30701,45850000,,,Copper,,,1514678400,1445385600,1/30,,1,86400,,,1530316800,36327260,1577750400,1,57928132,0.19933,,,2,1.8197572,,0.17039,0.17039,1.384,strong_buy,1.0,0.06435,0.12984,-0.085,1.67,,Basic Materials,,135476000,0.0,100,1525132800,0,,0.0,2.92,2.92,2.92,2.92,,,60358260,0.439,0,213196496,0.282,,
