,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
AAON,0.2304076,0.15635157,,,2.0,0.618397,,7.0,4.56,,4.0,39.5,2.158,1534291200,,-0.154,-0.152,76843000,0.18017,26.481,4.771,2034902784,USD,,40604496,1.41,28.014185,3924375,1991.0,,,0.25722998,123397000,0.22046,0.72485,Building Materials,,,1514678400,1405555200,3/2,,1,86400,,,1530316800,46438000,1577750400,2,60480000,0.14227,6.0,3.78,2,8.662281,,0.10888,0.10888,1.154,hold,3.0,0.12531,0.20358999,0.082,8.134,,Basic Materials,8.0,52264800,0.088999994,4653990,1531440000,4510687,0.1137,25.2,33.0,32.0,32.5,32.5,,,24329000,0.465,0,426497984,0.881,,
AAPL,0.35188854,0.15635157,,,1.0,1.256531,,2.0,23.735,,6.0,223.97,1.307,1534291200,99.696,0.401,0.321,78533001216,0.30764,14.166,4.358,1112492605440,USD,,4574761009,13.57,16.504791,41444749312,100000.0,,,0.38267,88186000000,0.00068000006,0.61332,Consumer Electronics,,,1506729600,1402272000,7/1,,1,86400,,,1530316800,56120000512,1569801600,35,73032998912,0.26599002,1.0,1.46,2,9.4362755,,0.21983999,0.21983999,1.099,buy,2.0,0.12222999,0.45373002,0.173,50.626,,Technology,1.0,4829929984,0.0087,42160518,1531440000,42845978,0.0083,1.61,275.0,175.0,222.42,220.0,,,70969999360,14.694,114600001536,255273992192,11.038,,
ABB,-0.03796947,0.15635157,,,10.0,1.167149,,1.0,6.392,,8.0,23.275,1.153,1534291200,73.729,0.305,0.297,4796000256,0.13502,11.734,1.584,56275611648,USD,,1781056134,1.55,15.0161295,1565124992,134800.0,,,0.30549,10354000000,0.0,0.05372,Diversified Industrials,,,1514678400,,,,1,86400,,,1530316800,2219000064,1577750400,4,3315000064,0.10504,6.0,2.96,2,3.6412702,,0.06242,0.06242,0.793,hold,2.8,0.05444,0.16712,0.051,16.645,,Industrials,1.0,2131779968,0.0011,2435195,1531440000,3809087,,1.17,25.0,21.0,23.18,23.37,,,4081999872,1.915,10453999616,35520000000,1.029,,
ABBV,0.07839084,0.15635157,,,2.0,1.593588,,5.0,-2.229,,2.0,93.12,0.804,1534291200,,0.057,0.036,12954000384,0.4186,13.634,5.707,176609067008,USD,,1513106708,8.94,10.416108,9331999744,30000.0,,,0.76081,21530000000,0.00090000004,0.71535003,Drug Manufacturers - Major,,,1514678400,,,,1,86400,,,1530316800,6418999808,1577750400,20,11365999616,0.36573002,6.0,0.75,2,,,0.2084,0.2084,0.554,buy,2.4,0.10998,4.89673,0.192,19.487,,Healthcare,9.0,1514269952,0.0215,32581503,1531440000,32287034,0.0234,4.5,157.0,78.0,109.45,106.0,,,3743000064,2.472,37752999936,30946000896,4.029,,
ABC,0.04668808,0.15635157,,,1.0,1.243545,,7.0,14.283,,2.0,84.56,0.94,1534291200,145.465,4.435,4.478,2384576000,0.01456,9.114,0.133,21732390912,USD,,158890156,7.15,11.826573,1802472064,19000.0,,,0.028800001,4544607000,0.26514,0.68546,Medical Distribution,,,1506729600,1245110400,2/1,,1,86400,,,1530316800,1080530048,1569801600,14,2126497024,0.011619999,4.0,1.34,2,5.920325,,0.0066000004,0.0066000004,0.504,buy,2.3,0.03261,0.36960998,0.115,748.983,,Healthcare,5.0,216356992,0.0167,3615842,1531440000,4592223,0.0225,2.4,124.68,88.0,99.19,97.5,,,2388928000,11.042,4765353984,163762520064,4.876,,
ABT,0.26882744,0.15635157,,,2.0,1.74413,,8.0,17.43,,9.0,66.635,1.578,1534291200,67.914,1.595,1.59,6840000000,0.23128,19.589,4.53,133986476032,USD,,1740354902,3.23,20.630032,5040999936,99000.0,,,0.58428,15972000000,0.00719,0.74531,Medical Devices,,,1514678400,1357084800,10000/4798,,1,86400,,,1530316800,812000000,1577750400,16,5997000192,0.119729996,8.0,1.93,2,3.8230064,,0.03131,0.03131,0.945,buy,1.8,0.03171,0.02634,0.17,16.892,,Healthcare,7.0,1754320000,0.0066000004,11652061,1531440000,11803752,0.0068,2.3,77.0,66.0,71.31,72.0,,,3264000000,1.861,20899999744,29575000064,0.522,,
ACGL,-0.068826735,0.15635157,,,2.0,0.566757,,6.0,20.711,,5.0,30.26,2.062,1534291200,24.85,0.333,0.316,962224000,0.17197001,15.422,2.652,14839085056,USD,,357600692,2.37,12.767933,-4758750,3140.0,,,0.30569,1884471000,0.031659998,0.92721003,Insurance - Diversified,,,1514678400,1529539200,3/1,,1,86400,,,1530316800,521294016,1577750400,12,1075968000,0.15108,4.0,7.05,2,1.4610593,,0.10277,0.10277,1.188,hold,2.6,0.01685,0.05732,0.002,13.788,,Financial Services,4.0,405299008,0.014199999,5764408,1531440000,5604386,0.0167,4.95,40.0,29.0,32.42,32.0,,,1840492032,4.547,2542448128,5595425792,1.246,,
ACN,0.24458647,0.15635157,,,1.0,0.948171,,6.0,15.287,,3.0,170.7,1.291,1534291200,0.284,0.526,0.558,6276057088,0.1627,16.696,2.716,104783380480,USD,,639505028,7.28,23.447802,4584448000,449000.0,,,0.31385002,11030492000,0.00209,0.73706,Information Technology Services,,,1504137600,1325203200,1/10,,1,86400,,,1527724800,3962835968,1567209600,24,5859315200,0.14738,3.0,2.47,2,11.16635,,0.10273,0.10273,1.191,buy,2.3,0.1601,0.4361,0.163,61.955,,Technology,3.0,640748032,0.0113,7221518,1531440000,8430257,0.0117,3.82,190.0,127.0,171.96,170.5,,,3932105984,6.137,28798000,38573621248,6.243,,
ACTG,-0.090909064,0.15635157,,,5.0,0.723579,,8.0,4.705,,10.0,3.45,10.571,1534291200,,,,15756000,0.14499,2.061,0.299,32477464,USD,,43837283,-0.01,,27541124,13.0,,,0.36332,25549000,0.0429,0.60787,Business Services,,,1514678400,,,,1,86400,,,1530316800,-12236000,1577750400,1,39436000,-0.05296,10.0,2.44,2,0.7332625,,-0.11229,-0.11229,10.314,buy,2.0,-0.01397,-0.05232,-0.606,2.154,,Industrials,6.0,49495100,0.0232,1148212,1531440000,1164804,0.0235,8.95,6.5,6.5,6.5,6.5,,,134844000,2.724,0,108669000,-0.242,,
ADI,0.15044999,0.15635157,,,1.0,1.147474,,8.0,29.209,,8.0,93.31,1.581,1534291200,60.382,5.111,5.014,2775534080,0.45163,14.666,6.623,40704782336,USD,,370246470,5.93,15.735245,1932180608,15300.0,,,0.68141997,3420314000,0.00387,0.90351,Semiconductors,,,1509148800,953164800,2/1,,1,86400,,,1533340800,1404416000,1572220800,21,2338604032,0.32348,8.0,1.51,2,3.1945634,,0.22945,0.22945,1.108,buy,2.0,0.05964,0.13572,0.097,16.624,,Technology,9.0,371670016,0.0211,7855257,1531440000,7889346,0.0212,4.24,120.0,95.0,108.95,110.0,,,772574976,2.079,6555246080,6145525760,3.755,,
ADP,0.36762798,0.15635157,,,1.0,0.888811,,2.0,7.884,,2.0,147.26,1.054,1534291200,57.88,-0.584,-0.591,2918099968,0.21898001,21.969,4.811,64108982272,USD,,437381824,5.91,24.91709,2205724928,57000.0,,,0.43207002,5757700000,0.0015,0.8074,Business Services,,,1530316800,1412121600,1139/1000,,1,86400,,,1530316800,1620800000,1593475200,14,2515200000,0.19065,1.0,1.94,2,18.678335,,0.12163,0.12163,0.137,buy,2.4,0.04276,0.4359,0.083,30.245,,Industrials,2.0,438083008,0.0092,4045678,1531440000,3813700,0.0091,2.0,175.0,134.0,148.36,146.5,,,2173299968,4.961,2002400000,13325800448,3.66,,
ADTN,-0.2426303,0.15635157,,,2.0,0.398078,,4.0,9.629,,4.0,16.55,2.934,1534291200,5.57,,,-10194000,-0.01818,-70.516,1.282,718843072,USD,,47383036,0.44,37.613636,-12374625,2060.0,,,0.41914,303660000,0.00682,0.99738,Communication Equipment,,,1514678400,1071532800,2/1,,1,86400,,,1530316800,-13696000,1577750400,6,-10028000,-0.04464,2.0,-23.23,3,1.7187662,,-0.024419999,-0.024419999,1.815,hold,2.7,-0.02391,-0.02905,-0.307,11.669,,Technology,2.0,47739200,0.0277,1321071,1531440000,1455625,0.032,3.21,21.0,15.0,17.0,16.5,,,106388000,2.229,25600000,560801984,-0.285,,
AEP,-0.0154259205,0.15635157,,,1.0,-0.136292,,3.0,37.982,,4.0,73.195,0.505,1534291200,130.812,0.408,0.409,5274699776,0.33015,11.408,3.766,60172849152,USD,,492810824,4.13,17.72276,-3247225088,17666.0,,,0.40823,6487800000,0.00017999999,0.73957,Utilities - Regulated Electric,,,1514678400,,,,1,86400,,,1530316800,1928199936,1577750400,17,4560200192,0.2085,5.0,3.35,3,1.9270971,,0.12069,0.12069,0.292,buy,2.1,0.03213,0.10609,0.122,32.461,,Utilities,7.0,492934016,0.0128,6287873,1531440000,7715362,0.0128,2.6,82.0,64.0,74.85,75.0,,,374300000,0.759,24621199360,15976599552,3.91,,
AFL,0.13423061,0.15635157,,,1.0,0.723739,,6.0,30.938,,2.0,46.625,0.378,1534291200,37.928,0.202,0.167,4610500096,0.20838,8.92,1.859,41127407616,USD,,758371671,4.17,11.181055,699625024,11318.0,,,0.33727002,7179000000,0.02172,0.70474,Insurance - Life,,,1514678400,1521417600,2/1,,1,86400,,,1530316800,4848999936,1577750400,15,5769999872,0.20601,1.0,1.36,4,1.5070463,,0.21916,0.21916,0.259,hold,2.8,0.020539999,0.21406999,0.03,28.324,,Financial Services,2.0,767800000,0.0146,11236872,1531440000,13243341,0.0147,3.72,53.0,41.0,46.93,47.0,,,3848000000,5.012,9027000320,22125000704,6.164,,
AFSI,0.19653177,0.15635157,,,10.0,1.080866,,8.0,13.316,,4.0,14.525,1.632,1534291200,47.155,,,-520908992,-0.088879995,-8.767,0.779,4566627840,USD,,109728475,1.6,9.078125,-2034032384,9300.0,,,0.09717,872649000,0.51779,0.42408,Insurance - Property & Casualty,,,1514678400,1454457600,2/1,,1,86400,,,1530316800,101927000,1577750400,2,-328996992,-0.11552,8.0,1.23,3,1.090793,,0.0287,0.0287,0.515,hold,3.0,-0.01656,0.043959998,-0.131,29.846,,Financial Services,2.0,197576992,0.0378,7460272,1531440000,7193435,0.0681,14.57,14.75,14.75,14.75,14.75,,,987299968,4.997,1698099968,5860494848,0.519,,
AGN,-0.18590248,0.15635157,,,5.0,1.365747,,3.0,209.972,,9.0,188.7767,0.996,1534291200,35.573,,,7416600064,0.45904,11.899,5.462,88250703872,USD,,320472873,16.78,11.250101,6794612736,17800.0,,,0.85156995,13773900000,0.0028,0.86946,Drug Manufacturers - Specialty & Generic,,,1514678400,878169600,2/1,,1,86400,,,1530316800,-1387200000,1577750400,20,6048799744,0.00763,8.0,2.04,2,0.89905655,,-0.0986,-0.0986,0.728,buy,2.1,0.00066,-0.01629,0.029,48.279,,Healthcare,8.0,339444000,0.011,3739110,1531440000,3583918,0.0108,2.11,255.0,164.0,210.15,210.0,,,1696199936,4.997,25350500352,16156699648,-5.318,,
AGO,-0.033643544,0.15635157,,,1.0,0.987726,,2.0,60.521,,10.0,40.47,0.687,1534291200,19.053,-0.46,-0.51,,0.0,,3.247,4620581376,USD,,105452509,3.02,13.400662,-179750000,310.0,,,0.78707004,1226000000,0.11578,0.0,Insurance - Specialty,,,1514678400,,,,1,86400,,,1530316800,531000000,1577750400,4,679000000,0.6142,5.0,3.97,2,0.66869354,,0.37386,0.37386,0.652,buy,1.6,0.03795,0.0795,-0.099,12.304,,Financial Services,1.0,108335000,0.052699998,5707591,1531440000,5670127,0.056500003,8.19,55.0,47.0,50.5,50.0,,,1096000000,10.117,1264000000,1423000064,4.532,,
AHL,-0.019161642,0.15635157,,,1.0,0.076882,,4.0,38.753,,6.0,40.925,1.688,1534291200,15.909,,,-323700000,-0.13555999,-1.888,0.256,611187072,USD,,58776882,3.69,11.090786,-280600000,1334.0,,,0.03338,229800000,0.01095,1.03969,Insurance - Reinsurance,,,1514678400,,,,1,86400,,,1530316800,-460000000,1577750400,4,-202400000,-0.15976,4.0,0.77,3,1.0560473,,-0.17756,-0.17756,1.106,hold,2.6,-0.01878,-0.13106,-0.158,40.065,,Financial Services,4.0,59692600,0.0352,2098970,1531440000,2106164,0.0357,4.38,46.0,40.0,42.69,42.38,,,2821700096,47.274,449900000,2387899904,-7.718,,
ALL,0.07256377,0.15635157,,,1.0,0.607336,,3.0,59.997,,6.0,97.93,0.465,1534291200,27.883,0.208,0.168,5237000192,0.1345,7.594,1.021,39771623424,USD,,344975532,9.1,10.7615385,3107000064,42460.0,,,0.24514,9198000000,0.0031,0.78621,Insurance - Property & Casualty,,,1514678400,899337600,2/1,,1,86400,,,1530316800,3440000000,1577750400,16,5056000000,0.12184,1.0,0.85,2,1.6322483,,0.09159,0.09159,0.23,buy,2.3,0.02644,0.15983,0.029,109.525,,Financial Services,1.0,346232000,0.0150999995,5228168,1531440000,4735655,0.0149,2.83,120.0,88.0,108.25,108.0,,,3612000000,10.432,6447000064,38935998464,9.519,,
AMAT,-0.13119799,0.15635157,,,1.0,1.180005,,2.0,6.943,,1.0,39.145,2.519,1534291200,77.773,0.376,0.268,5319000064,0.3091,7.691,2.377,40909029376,USD,,973583302,4.41,8.876418,1561750016,20700.0,,,0.45466998,6532000000,0.00354,0.78720003,Semiconductor Equipment & Materials,,,1509235200,1019001600,2/1,,1,86400,,,1532822400,3419000064,1572307200,22,3239000064,0.28340998,1.0,0.52,2,5.638053,,0.19869,0.19869,1.589,buy,1.9,0.16494,0.44,0.193,16.618,,Technology,3.0,982990976,0.0136,13409550,1531440000,15061436,0.0128,1.41,75.0,49.0,62.09,62.5,,,3984000000,4.053,5308000256,17208000512,3.265,,
AMG,-0.19289142,0.15635157,,,1.0,1.73881,,8.0,68.152,,9.0,142.53,890.636,1534291200,35.448,-0.026,-0.074,951900032,0.39623,11.243,4.455,10702573568,USD,,52944114,17.48,8.153891,601249984,4400.0,,,0.58271,1326000000,0.0074699996,0.94682,Asset Management,,,1514678400,1080604800,3/2,,1,86400,,,1530316800,710700032,1577750400,8,1303699968,0.35032,9.0,0.88,2,2.0913546,,0.29583,0.29583,889.727,buy,1.7,0.061440002,0.19976999,0.051,43.76,,Financial Services,8.0,53431900,0.012200001,650566,1531440000,1147356,0.0134000005,1.09,200.0,172.0,191.38,191.5,,,476900000,8.925,1882599936,2402400000,12.659,,
AMGN,0.08584905,0.15635157,,,1.0,1.606026,,5.0,22.972,,1.0,199.49,3.389,1534291200,231.384,0.196,0.067,12510000128,0.5395,10.564,5.7,132161503232,USD,,646255850,14.51,13.748449,8549125120,20800.0,,,0.83306,18926000000,0.0019200001,0.8084,Biotechnology,,,1514678400,943228800,2/1,,1,86400,,,1530316800,2364000000,1577750400,19,11294999552,0.45894,1.0,2.62,2,8.684051,,0.10195,0.10195,2.936,buy,2.3,0.09033,0.10139,0.043,32.938,,Healthcare,1.0,647272000,0.0167,10784032,1531440000,10314430,0.0162,4.4,228.0,179.0,204.26,205.0,,,29394999296,45.414,34496999424,23188000768,3.338,,
AMRB,Infinity,0.15635157,,,,0.319418,,,12.346,,,16.0,,1534291200,,0.086,-0.022,,0.0,,2.562,52694852,USD,,3747206,1.04,15.384616,,100.0,,,0.0,20499000,0.12555,0.53064,Banks - Regional - US,,,1514678400,1228089600,1/1,,1,86400,,,1530316800,3339000,1577750400,2,5019000,0.31288,,1.11,2,1.2959664,,0.16232,0.16232,,hold,2.7,0.0050700004,0.043569997,0.036,3.383,,Financial Services,,5823340,0.00029999999,1904,1531440000,2433,0.0004,0.65,17.75,16.0,16.88,16.88,,,54814000,9.413,15500000,20570000,0.546,,
AMSF,0.15656114,0.15635157,,,1.0,0.723836,,2.0,23.187,,1.0,63.0,2.059,1534291200,,0.089,0.095,82645000,0.21903999,13.419,2.939,1109046912,USD,,18870914,3.19,19.749216,-777034240,436.0,,,0.28511998,108373000,0.01761,1.03729,Insurance - Property & Casualty,,,1514678400,,,,1,86400,,,1530316800,50351000,1577750400,4,126996000,0.21655001,4.0,1.87,2,2.7170396,,0.13345,0.13345,1.533,buy,2.5,0.0328,0.108660005,0.061,19.665,,Financial Services,9.0,19260900,0.050300002,968491,1531440000,1030301,0.0585,15.03,70.0,61.0,66.75,68.0,,,127987000,6.663,0,377297984,2.611,,
AMTD,0.26973236,0.15635157,,,1.0,1.397752,,5.0,13.972,,2.0,55.6,1.131,1534291200,33.178,0.806,0.952,,0.0,,5.685,28095457280,USD,,272080569,3.94,14.111674,,9912.0,,,0.92695,3325000000,0.09184,0.92114997,Capital Markets,,,1506729600,931219200,3/1,,1,86400,,,1530316800,1230000000,1569801600,14,110000000,0.41926,4.0,0.55,2,3.9793873,,0.24889,0.24889,1.128,buy,2.1,0.03638,0.18364,0.486,8.853,,Financial Services,8.0,567649984,0.019199999,10905041,1531440000,7919152,0.0414,5.07,77.0,60.0,68.32,68.25,,,6150000128,10.834,2632999936,4942000128,2.19,,
ANCX,0.10221875,0.15635157,,,10.0,0.902036,,3.0,20.883,,8.0,27.67,,1534291200,,1.274,1.33,,0.0,,6.481,793546752,USD,,14451519,1.86,14.876344,,415.0,,,0.0,109545000,0.26609,0.48981,Banks - Regional - US,,,1514678400,1135641600,2/1,,1,86400,,,1530316800,27095000,1577750400,5,23253000,0.34649,8.0,2.03,3,1.3250012,,0.22129999,0.22129999,,buy,2.5,0.00954,0.06382,-0.022,5.954,,Financial Services,9.0,20797400,0.0286,594368,1531440000,568965,0.0392,12.38,31.0,29.0,30.4,31.0,,,124934000,6.007,338856000,122435000,1.318,,
ANTM,0.34008682,0.15635157,,,1.0,0.976808,,1.0,110.424,,4.0,263.735,1.525,1534291200,69.312,0.259,0.232,6082800128,0.067150004,10.911,0.733,66368606208,USD,,259657331,17.11,15.4140835,4992387584,56000.0,,,0.2101,17812400000,0.0016500001,0.90310997,Health Care Plans,,,1514678400,1117584000,2/1,,1,86400,,,1530316800,4343499776,1577750400,18,3860600064,0.06084,2.0,1.13,3,2.3883846,,0.04795,0.04795,1.366,buy,1.9,0.048299998,0.1575,0.023,351.225,,Healthcare,5.0,259954000,0.0154,3995875,1531440000,3842782,0.0149,3.75,368.0,258.0,297.28,294.5,,,24222699520,93.181,19909900288,90580803584,16.432,,
APD,0.11315191,0.15635157,,,1.0,1.059731,,4.0,47.822,,2.0,166.775,2.396,1534291200,36.054,3.669,3.651,2812999936,0.31841,13.281,4.229,37358669824,USD,,218761591,8.2,20.338415,740924992,15000.0,,,0.30152,2434200000,0.00209,0.8805,Chemicals,,,1506729600,1475452800,1081/1000,,1,86400,,,1530316800,1476899968,1569801600,18,2572999936,0.21149999,4.0,2.04,3,3.4874117,,0.17132999,0.17132999,2.18,buy,2.0,0.06302,0.14877,0.065,40.331,,Basic Materials,7.0,219272000,0.0089,1962271,1531440000,1776854,0.009,1.61,215.0,168.0,190.89,190.0,,,3009799936,13.726,3897400064,8834400256,6.864,,
ARCB,0.7162162,0.15635157,,,1.0,1.853061,,3.0,26.028,,1.0,50.9,1.311,1534291200,37.341,-0.92,-0.922,199722000,0.06774,6.362,0.431,1270560128,USD,,24970100,3.46,14.710983,131310752,13000.0,,,0.091280006,241269000,0.013409999,0.97952,Trucking,,,1514678400,,,,1,86400,,,1530316800,62324000,1577750400,9,220152992,0.032449998,4.0,0.7,2,1.9555863,,0.02121,0.02121,1.236,hold,3.0,0.04358,0.098450005,0.101,114.95,,Industrials,9.0,25684100,0.0558,1433457,1531440000,1898211,0.0646,4.63,52.0,35.0,44.89,46.0,,,227320000,8.851,249632000,2948352000,2.342,,
ARGO,Infinity,0.15635157,,,1.0,0.691484,,3.0,52.832,,3.0,61.5,0.54,1534291200,32.335,-0.07,-0.091,103200000,0.057210002,20.78,1.189,2144446464,USD,,32740498,3.96,15.530303,149850000,1368.0,,,0.26400998,96700000,0.0313,0.94305,Insurance - Property & Casualty,,,1514678400,1520294400,115/100,,1,86400,,,1530316800,34200000,1577750400,2,253600000,0.03964,1.0,2.45,2,1.1640673,,0.018960001,0.018960001,0.2,buy,2.4,0.0051499996,0.01854,0.027,52.915,,Financial Services,1.0,33986400,0.0070999996,242778,1531440000,270140,0.0085,3.71,70.0,69.0,69.5,69.5,,,576099968,16.951,581100032,1803699968,0.985,,
ASML,0.14061928,0.15635157,,,1.0,1.024676,,1.0,33.635,,2.0,183.31,2.687,1534291200,24.902,0.735,0.714,3778813184,0.31889,20.381,6.499,77016219648,EUR,,425155611,8.05,22.771427,1500029952,17994.0,,,0.4286,3787300000,0.0,0.16798,Semiconductor Equipment & Materials,,,1514678400,1354147200,1/1,,1,86400,,,1530403200,3033698304,1577750400,5,3197726208,0.28974,1.0,1.3,2,5.449978,,0.25601,0.25601,1.567,buy,2.0,0.09389,0.22155,0.396,27.687,,Technology,5.0,425308992,0.006,2542642,1531440000,2992908,,2.37,261.0,63.93,200.99,235.0,,,3471610624,8.163,3562245376,11849958400,7.064,,
ASTE,0.029182076,0.15635157,,,1.0,0.714768,,6.0,28.412,,3.0,49.88,2.646,1534291200,0.361,,,14260000,0.01227,75.273,0.923,1073396928,USD,,22685769,3.73,13.372654,52708376,4437.0,,,0.15566,243129000,0.01835,0.95313,Farm & Construction Equipment,,,1514678400,916704000,2/1,,1,86400,,,1530316800,-12152000,1577750400,5,69354000,-0.010880001,4.0,1.51,2,1.7555963,,-0.01045,-0.01045,0.871,buy,2.0,-0.00877,-0.01857,-0.097,50.449,,Industrials,4.0,23093600,0.0511,1179022,1531440000,932849,0.0584,4.61,70.0,50.0,60.2,63.0,,,67178000,2.909,2374000,1162409984,-0.528,,
ATNI,0.39076805,0.15635157,,,2.0,0.545599,,7.0,42.794,,9.0,73.92,1.679,1534291200,18.426,0.25,0.227,130958000,0.28967,9.857,2.855,1290812672,USD,,10829579,-0.19,-389.0526,-41683876,1800.0,,,0.75475997,360569000,0.32175,0.67845,Telecom Services,,,1514678400,1144022400,5/2,,1,86400,,,1530316800,20406000,1577750400,1,126295000,0.100760005,5.0,6.33,2,1.727345,,0.04514,0.04514,1.407,hold,3.5,0.02382,0.042529996,-0.044,28.171,,Communication Services,1.0,15960000,0.0335,534433,1531440000,649062,0.0577,10.24,45.0,45.0,45.0,45.0,,,168702000,10.569,151000992,452096000,1.265,,
ATR,0.27537584,0.15635157,,,1.0,0.649913,,1.0,21.694,,4.0,108.42,3.012,1534291200,93.109,-0.149,-0.144,516628000,0.19392,14.026,2.72,7246427648,USD,,60856797,4.36,24.866972,107692128,13200.0,,,0.34697,865102000,0.00604,0.9411,Packaging & Containers,,,1514678400,1178755200,2/1,,1,86400,,,1530316800,218111008,1577750400,8,330316000,0.13394,2.0,2.76,2,4.997695,,0.081870005,0.081870005,2.241,hold,2.9,0.075780004,0.16419001,0.15,42.749,,Consumer Cyclical,5.0,62183200,0.0254,1579279,1531440000,1355661,0.0294,5.63,115.0,85.0,101.75,105.0,,,718091008,11.548,1254656000,2664178944,3.38,,
ATVI,0.122430444,0.15635157,,,1.0,0.959004,,8.0,13.574,,7.0,79.14,2.978,1534291200,42.471,0.625,0.654,2241999872,0.30848,24.76,7.638,55512399872,USD,,753640888,3.04,26.032894,2177874944,9625.0,,,0.65217,4516000000,0.05999,0.89786005,Electronic Gaming & Multimedia,,,1514678400,1220832000,2/1,,1,86400,,,1530316800,506000000,1577750400,26,2075000064,0.21147,4.0,1.84,2,5.8302636,,0.06962,0.06962,2.617,buy,2.0,0.05526,0.05045,0.006,9.588,,Technology,1.0,762409024,0.018099999,13792763,1531440000,9898607,0.0211,2.24,93.0,62.0,80.42,82.0,,,4972000256,6.521,4393999872,7267999744,0.657,,
AUY,-0.17708343,0.15635157,,,2.0,1.289254,,7.0,4.353,,5.0,2.405,1.045,1534291200,41.74,,,613800000,0.33117,6.461,2.14,3965755136,USD,,946096979,0.19,12.657895,120187504,5372.0,,,0.44065,761400000,,,Gold,,,1514678400,,,,1,86400,,,1530316800,-296400000,1577750400,12,533400000,-0.16455999,5.0,0.62,2,0.5524925,,-0.15991999,-0.15991999,0.248,hold,2.6,-0.0223,-0.07072,0.008,1.954,,Basic Materials,1.0,949012992,0.0085,8087212,1531440000,3043659,,0.58,4.92,2.8,3.92,3.9,,,123200000,0.13,1738599936,1853400064,-0.32,,
AVGO,-0.028780162,0.15635157,,,1.0,0.512547,,3.0,63.842,,10.0,232.31,3.976,1534291200,64.126,1.377,1.486,9196000256,0.45417,12.34,5.604,113477402624,USD,,422315900,20.55,11.304624,7207625216,14000.0,,,0.65093005,11044000000,0.0018000001,0.86190003,Semiconductors,,,1509235200,,,,1,86400,,,1533427200,11690000384,1572307200,33,8204000256,0.24022,9.0,0.77,2,3.638827,,0.57665,0.57665,3.267,buy,2.1,0.06061,0.4813,0.134,48.469,,Technology,1.0,418168992,0.0209,9028050,1531440000,6420198,0.026500002,1.56,350.0,220.0,288.61,300.0,,,4136000000,9.619,17603999744,20248000512,27.797,,
AVP,-0.23921567,0.15635157,,,2.0,1.279684,,8.0,-2.077,,7.0,1.965,1.289,1534291200,,,,453900000,0.07919,5.655,0.448,2566866176,USD,,440212770,0.2,9.825,107962496,25000.0,,,0.60244,3512900000,0.0051599997,0.72862,Household & Personal Products,,,1514678400,1086048000,2/1,,1,86400,,,1530316800,23200000,1577750400,11,151100000,0.06511,8.0,6.73,3,,,0.0083,0.0083,0.64,hold,2.6,0.07118,,-0.032,13.004,,Consumer Defensive,10.0,442344992,0.0353,15593492,1531440000,19496565,0.0403,2.43,3.0,1.5,2.37,2.5,,,443900000,1.004,1642300032,5731999744,0.053,,
AVX,0.1278801,0.15635157,,,2.0,1.063556,,10.0,13.296,,6.0,19.39,5.438,1534291200,,0.762,0.778,273641984,0.16238001,8.938,1.451,2445864192,USD,,46746291,1.31,14.801527,40282000,14920.0,,,0.20966999,318862000,0.72279,0.25697002,Electronic Components,,,1522454400,959904000,2/1,,1,86400,,,1530316800,29389000,1585612800,2,229592992,0.12100001,10.0,1.95,2,1.4583334,,0.017439999,0.017439999,3.568,buy,2.0,0.04896,0.01308,0.37,10.009,,Technology,9.0,168735008,0.0050999997,857338,1531440000,760708,0.0185,1.51,22.0,18.0,20.0,20.0,,,846152000,5.015,0,1685235968,0.17,,
