,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
USAT,0.9818181,0.15987647,,,5.0,1.070315,,5.0,2.101,,4.0,10.7,1.342,1534291200,32.24,,7.529,9627000,0.07507,91.073,6.837,876761408,USD,,51934764,0.12,89.166664,6205250,129.0,,,0.27985,26646000,0.083129995,0.75631,Software - Infrastructure,,,1498780800,1140134400,1/100,,1,86400,,,1522454400,-11994000,1561852800,4,6213000,0.01622,4.0,6.82,2,5.0928125,,-0.088319995,-0.088319995,1.039,buy,1.6,0.00927,-0.12521,0.354,2.649,,Technology,4.0,60000900,0.0792,4252841,1531440000,4379813,0.082100004,8.13,17.0,13.0,15.5,16.0,,,17107000,0.319,37370000,128244000,-0.248,,
RARE,0.5982261,0.15987647,,,2.0,3.043073,,1.0,14.047,,5.0,86.8,9.156,1534291200,,,,-350084992,0.0,-10.535,141.405,3688258816,USD,,46958141,-6.49,-13.374423,-175653744,520.0,,,0.0,-229033000,0.06458,1.00393,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-183432992,1577750400,18,-309372000,-14.029599,4.0,-1.14,2,6.1792555,,0.0,0.0,8.548,buy,2.0,-0.3509,-0.32368,,0.568,,Healthcare,8.0,50182400,0.097200006,4878873,1531440000,4977621,0.1369,11.14,100.0,49.0,81.78,88.5,,,547132032,10.903,0,26083000,-3.994,,
PHH,-0.17123288,0.15987647,,,5.0,1.130249,,7.0,15.01,,10.0,10.88,6.728,1534291200,125.767,,,,0.0,,1.135,515461184,USD,,27800584,-0.91,-11.956044,,1365.0,,,0.75771004,345000000,0.01227,0.85772,Specialty Finance,,,1514678400,,,,1,86400,,,1530316800,-185000000,1577750400,1,361000000,-0.28194,9.0,-1.76,2,0.7248501,,-0.37225,-0.37225,3.772,hold,3.0,-0.07452,-0.22086,0.129,12.443,,Financial Services,6.0,32581200,0.0153,499922,1531440000,543281,0.0174,4.17,11.0,11.0,11.0,11.0,,,455000000,13.965,615000000,454000000,-4.632,,
FIT,-0.14024389,0.15987647,,,5.0,1.368275,,8.0,2.771,,9.0,5.51,1.892,1534291200,,,,-141110000,-0.09342,-6.094,0.569,859870016,USD,,199271425,-0.24,-22.958334,-10469500,1750.0,,,0.43462002,690901000,0.057290003,0.66963995,Scientific & Technical Instruments,,,1514678400,,,,1,86400,,,1530316800,-358017984,1577750400,12,3796000,-0.12726,10.0,-1.32,2,1.988452,,-0.23702,-0.23702,1.543,hold,3.0,-0.0863,-0.44632,-0.153,6.34,,Technology,10.0,214090000,0.16530001,40557150,1531440000,35420209,0.1996,7.2,10.0,4.0,6.35,6.0,,,580462976,2.366,0,1510487040,-1.503,,
FIVN,1.1381519,0.15987647,,,2.0,0.652945,,9.0,2.051,,8.0,47.18,6.955,1534291200,172.34,,,10778000,0.04779,251.697,12.03,2712792576,USD,,55773761,0.54,87.37037,19369876,905.0,,,0.59037,117121000,0.03574,0.96796,Software - Infrastructure,,,1514678400,,,,1,86400,,,1530316800,-2356000,1577750400,11,24571000,0.00913,8.0,1.22,2,23.003412,,-0.01045,-0.01045,6.608,buy,2.4,0.0054,-0.031070001,0.281,3.986,,Technology,8.0,58304800,0.0523,3050715,1531440000,2319956,0.0543,3.69,50.0,25.0,39.82,41.0,,,274302016,4.705,205956992,225508992,-0.042,,
MPC,0.5694288,0.15987647,,,1.0,1.492788,,9.0,32.803,,1.0,84.34,1.6,1534291200,87.115,1.441,1.184,6579999744,0.088970006,8.259,0.735,54343393280,USD,,446264573,7.4,11.397297,3041499904,43800.0,,,0.118719995,7964000000,0.58337003,0.0,Oil & Gas Refining & Marketing,,,1514678400,1433980800,2/1,,1,86400,,,1530316800,4008000000,1577750400,13,6896999936,0.06033,7.0,0.28,2,2.5711062,,0.054229997,0.054229997,1.021,buy,1.6,0.057389997,0.22775999,0.224,153.757,,Energy,9.0,451004992,0.067600004,30491133,1531440000,28317507,0.064899996,7.2,116.0,87.0,98.77,95.0,,,4999000064,11.084,17266999296,73956999168,8.239,,
HSII,1.0293334,0.15987647,,,2.0,1.777691,,3.0,12.549,,2.0,37.15,1.409,1534291200,,,,68801000,0.10233,10.119,1.036,696220096,USD,,17061096,2.06,18.033981,55847500,1628.0,,,0.29691,187181000,0.029660001,0.92408997,Staffing & Outsourcing Services,,,1514678400,,,,1,86400,,,1530316800,-9406000,1577750400,3,46122000,0.08196,2.0,-1.85,2,2.9603953,,-0.013990001,-0.013990001,1.248,buy,2.5,0.065570004,-0.03908,0.203,35.703,,Industrials,4.0,18958700,0.0081,153316,1531440000,271229,0.0095,0.89,45.0,40.0,41.67,40.0,,,85825000,4.527,0,672310016,-0.501,,
JILL,-0.43059486,0.15987647,,,2.0,,,10.0,4.632,,6.0,6.11,1.65,1534291200,118.928,-0.179,-0.126,100383000,0.14101,4.319,0.609,433519264,USD,,13977093,0.71,8.605635,,1501.0,,,0.59505004,424880000,0.09132,0.82195,Apparel Stores,,,1517616000,,,,1,86400,,,1533340800,57085000,1580688000,9,,0.08956,10.0,1.79,2,1.3190846,,0.08019,0.08019,0.733,buy,2.4,0.0679,0.32991,-0.009,16.879,,Consumer Cyclical,6.0,43744000,0.0403,1764398,1531440000,1677748,0.126,5.72,10.0,6.0,7.67,7.5,,,62035000,1.418,240964000,711900992,1.298,,
FVE,Infinity,0.15987647,,,,-0.139553,,,2.297,,,0.86,0.719,1534291200,6.913,,,-13214000,-0.01181,-2.168,0.026,28649500,USD,,27012250,-0.85,-1.0117646,-54404752,24800.0,,,0.50562,585154000,0.54799,0.20474,Long-Term Care Facilities,,,1514678400,,,,1,86400,,,1530316800,-36452000,1577750400,1,-18773000,-0.044660002,,-0.06,2,0.37440142,,-0.03259,-0.03259,0.424,buy,2.5,-0.06973,-0.27206,-0.034,22.632,,Healthcare,,50582800,0.00059999997,29011,1531440000,24862,0.0011,0.57,2.5,2.5,2.5,2.5,,,30977000,0.612,8032000,1118660992,-0.737,,
AMRN,-0.0953846,0.15987647,,,,1.413185,,,-0.242,,,2.9,1.425,1534291200,,,,-69124000,-0.34949002,-13.961,4.879,965027456,USD,,267537040,-0.06,-48.333336,-18842376,241.0,,,0.75303,136152000,0.00685,0.38282,Biotechnology,,,1514678400,1200614400,1/10,,1,86400,,,1530316800,-91595000,1577750400,5,-42660000,-0.35292998,,-0.21,2,,,-0.46310002,-0.46310002,1.108,buy,1.6,-0.23311001,,0.164,0.706,,Healthcare,,293935008,0.024300002,7198761,1531440000,5772879,,2.02,10.0,5.0,7.6,7.0,,,102257000,0.348,117024000,197787008,-0.327,,
TRTN,0.13851762,0.15987647,,,2.0,3.73,,5.0,27.241,,4.0,38.11,3.013,1534291200,312.232,1.1,1.296,1262547968,0.96258,8.133,7.829,10268329984,USD,,51732692,4.74,8.040085,-747965376,260.0,,,0.96449,1140622000,0.113199994,0.66607004,Rental & Leasing Services,,,1514678400,,,,1,86400,,,1530316800,450078016,1577750400,5,874929984,0.50074,1.0,0.84,2,1.3989942,,0.34314,0.34314,2.29,strong_buy,1.4,0.04257,0.22093001,0.177,16.644,,Industrials,1.0,80855104,0.0235,1901917,1531440000,1268553,0.0367,3.13,50.0,41.0,44.0,43.0,,,77612000,0.96,7282056192,1311628032,5.661,,
LPX,0.12752664,0.15987647,,,2.0,2.210737,,1.0,12.268,,5.0,30.93,5.68,1534291200,21.276,0.706,0.722,793800000,0.27083,4.511,1.222,3580658432,USD,,141981613,2.8,11.046429,326424992,5000.0,,,0.33398,851900000,0.00606,0.94319,Building Materials,,,1514678400,739584000,2/1,,1,86400,,,1530316800,499400000,1577750400,10,580099968,0.22845,3.0,1.89,2,2.5211935,,0.16851,0.16851,4.517,buy,2.5,0.17497,0.32072,0.168,20.27,,Basic Materials,6.0,142716992,0.0477,6802157,1531440000,6221874,0.0612,3.53,39.0,25.0,33.6,34.5,,,1000899968,7.013,375700000,2931000064,3.371,,
CARA,0.58814824,0.15987647,,,2.0,3.531995,,9.0,2.146,,9.0,21.79,3.978,1534291200,,,,-61975000,0.0,-10.506,226.548,651097920,USD,,34579537,-2.12,-10.278303,-6319000,37.0,,,0.0,-47613000,0.03102,0.49263,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-60582000,1577750400,7,1288000,-21.734169,9.0,,2,10.153775,,0.0,0.0,3.806,buy,1.6,-0.30279,-0.66466004,,0.088,,Healthcare,8.0,39290500,0.1435,5638623,1531440000,6355455,0.2019,6.27,28.0,24.0,26.43,26.0,,,131961000,3.359,0,2874000,-1.846,,
BSRR,0.20055377,0.15987647,,,1.0,0.755686,,4.0,17.056,,7.0,30.61,,1534291200,,0.405,0.536,,0.0,,3.99,430201120,USD,,13978844,2.16,14.171296,,565.0,,,0.0,98117000,0.11116,0.53261,Banks - Regional - US,,,1514678400,879724800,2/1,,1,86400,,,1530316800,24487000,1577750400,6,42123000,0.38082,4.0,1.89,2,1.7946764,,0.22711,0.22711,,hold,2.7,0.01087,0.10281,0.219,7.243,,Financial Services,2.0,15263100,0.0033000002,51009,1531440000,39739,,1.61,32.0,31.0,31.5,31.5,,,85102000,5.576,51916000,107819000,1.618,,
AEIS,-0.32124615,0.15987647,,,1.0,1.091146,,2.0,15.163,,4.0,53.69,5.069,1534291200,,0.022,0.008,233683008,0.31265,7.521,2.351,1757458688,USD,,38810436,5.37,9.998137,114240624,1876.0,,,0.52899,356481000,0.014880001,0.96818,Electronic Components,,,1514678400,,,,1,86400,,,1530316800,147556992,1577750400,7,167938000,0.29777,2.0,1.17,2,3.540856,,0.19692,0.19692,4.124,buy,2.4,0.18445998,0.27302,0.182,18.875,,Technology,3.0,39113600,0.041500002,1621803,1531440000,1202916,0.047399998,3.22,90.0,68.0,76.29,76.0,,,436144992,11.151,0,747438016,3.686,,
RPAI,-0.037230074,0.15987647,,,1.0,0.271091,,2.0,8.545,,3.0,12.75,1.172,1534291200,82.492,-0.897,-0.905,295168000,0.58812,14.562,8.564,4298320384,USD,,217890049,0.25,51.0,262034880,220.0,,,0.68342,368807000,0.00519,0.83927,REIT - Retail,,,1514678400,,,,1,86400,,,1530316800,188840992,1577750400,6,205502000,0.22707,2.0,-3.27,2,1.4921006,,0.39549,0.39549,1.071,buy,2.0,0.01795,0.09989,-0.117,2.255,,Real Estate,5.0,219028992,0.0136,2975765,1531440000,3451602,0.0179,1.99,16.0,13.0,14.92,15.25,,,33824000,0.154,1543905024,501887008,0.848,,
BZH,-0.3233971,0.15987647,,,1.0,2.414045,,2.0,18.105,,1.0,12.03,9.121,1534291200,227.661,0.859,0.882,91829000,0.045640003,17.23,0.786,1582186880,USD,,30582632,2.41,4.991701,-31396500,1100.0,,,0.16617,315309000,0.047509998,0.87336,Residential Construction,,,1506729600,1350000000,1/5,,1,86400,,,1530316800,-71837000,1569801600,2,2341000,0.038629998,1.0,1.78,2,0.6644573,,-0.035940003,-0.035940003,0.771,buy,2.3,0.022090001,-0.11675,0.069,62.726,,Consumer Cyclical,1.0,32182400,0.0642,2161710,1531440000,1616858,0.0686,3.74,22.0,16.0,19.0,19.0,,,136298000,4.235,1326503040,2012168960,-2.258,,
COMM,-0.102213144,0.15987647,,,1.0,1.090147,,4.0,8.861,,5.0,30.28,2.766,1534291200,256.812,0.214,0.189,892860032,0.19370002,10.94,2.119,9767956480,USD,,189278106,2.67,11.340824,525319872,20000.0,,,0.3751,1771894000,0.01556,1.00295,Communication Equipment,,,1514678400,,,,1,86400,,,1530316800,204395008,1577750400,13,531316000,0.11432,4.0,1.13,2,3.4172215,,0.04434,0.04434,1.999,buy,2.3,0.04612,0.12684,0.056,24.066,,Technology,6.0,192215008,0.0544,10465579,1531440000,10215303,0.0633,9.13,40.0,30.5,34.58,35.0,,,545700992,2.839,4374209024,4609580032,1.041,,
FNGN,0.39751554,0.15987647,,,2.0,1.935714,,2.0,13.672,,9.0,44.95,7.146,1529020800,,0.35,0.388,118312000,0.23945,22.153,5.305,2620942848,USD,,59247275,2.09,,95883624,935.0,,,0.56196,267582000,0.0086,1.03255,Asset Management,,,1514678400,,,,1,86400,,,1522454400,51565000,1577750400,3,141570000,0.19920999,6.0,,2,3.2877414,,0.10436,0.10436,6.842,hold,3.0,0.068390004,0.06184,0.119,7.825,,Financial Services,8.0,63716800,0.0095999995,611109,1526342400,841025,0.0128,0.83,45.0,45.0,45.0,45.0,,,238819008,3.758,0,494088992,0.79,,
ENS,0.24157882,0.15987647,,,1.0,1.422917,,2.0,27.808,,1.0,84.81,3.328,1534291200,51.791,-0.009,-0.049,328772992,0.125,10.908,1.363,3586238208,USD,,41572590,5.69,14.905096,114689000,9600.0,,,0.252,660397000,0.01607,0.99818003,Electronic Components,,,1522454400,1319068800,1/10,,1,86400,,,1530403200,117253000,1585612800,3,215004992,0.10416,2.0,1.62,2,3.0498416,,0.04458,0.04458,2.27,buy,1.8,0.07066,0.10027,0.078,62.249,,Technology,5.0,42121900,0.0139,585026,1531440000,658345,0.0156,3.1,93.0,86.0,89.67,90.0,,,512463008,12.166,609283968,2630195968,2.745,,
CNC,0.5323534,0.15987647,,,1.0,1.05005,,9.0,51.694,,7.0,145.24,1.255,1534291200,59.908,0.042,0.181,2259000064,0.046430003,12.851,0.597,29029847040,USD,,202619123,8.34,17.41487,1374625024,33700.0,,,0.18739,7956000000,0.022850001,0.92487,Health Care Plans,,,1514678400,1424390400,2/1,,1,86400,,,1530316800,1075000064,1577750400,18,1867000064,0.03815,8.0,1.11,2,2.8096106,,0.022090001,0.022090001,1.152,buy,2.1,0.04587,0.12311,0.127,272.286,,Healthcare,9.0,205256992,0.0175,3587311,1531440000,4873366,0.0235,2.56,175.0,130.0,152.83,153.5,,,7309000192,35.609,6415000064,48652001280,5.878,,
EMN,0.13476169,0.15987647,,,1.0,0.987617,,7.0,40.324,,2.0,97.48,1.691,1534291200,115.951,0.195,0.178,2331000064,0.23181999,8.707,2.019,20296292352,USD,,140532675,9.32,10.4592285,732875008,14000.0,,,0.26474002,2566000000,0.0041,0.87273,Chemicals,,,1514678400,1317686400,2/1,,1,86400,,,1530316800,1448000000,1577750400,15,1582000000,0.17265,4.0,1.04,2,2.417419,,0.14401,0.14401,0.919,buy,2.4,0.06734,0.27212998,0.084,70.266,,Basic Materials,4.0,141280000,0.0215,3035895,1531440000,3851414,0.021300001,3.65,127.0,103.0,114.33,115.0,,,194000000,1.373,6695000064,10055000064,9.982,,
DDR,-0.120334506,0.15987647,,,2.0,0.508401,,2.0,11.712,,2.0,13.4,0.713,1534291200,133.332,,,568564992,0.65312,11.818,7.719,6719358464,USD,,142153409,0.08,167.5,329272256,447.0,,,0.72303003,660503000,0.22543,0.85246,REIT - Retail,,,1514678400,1530489600,1211/1000,,1,86400,,,1530316800,-309408000,1577750400,16,362424000,0.29479998,1.0,6.07,2,1.1441257,,-0.31535998,-0.31535998,0.45,hold,2.9,0.02142,-0.0926,-0.099,4.723,,Real Estate,1.0,182576992,0.0538,9940541,1531440000,9536674,0.0851,5.8,16.0,14.0,14.48,14.0,,,36867000,0.2,3589748992,870542016,-1.687,,
CCXI,0.535519,0.15987647,,,2.0,2.082152,,5.0,0.574,,9.0,10.95,2.691,1534291200,50.868,,,15483000,0.17222999,24.235,4.174,375236224,USD,,23575660,-1.19,-9.20168,41289248,66.0,,,0.35819,33002000,0.39384,0.54729,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,16804000,1577750400,4,42182000,0.16731001,7.0,,2,19.076654,,0.18691999,0.18691999,2.652,buy,1.8,0.05416,0.48139998,0.681,1.837,,Healthcare,7.0,50378600,0.0497,2501721,1531440000,2480895,0.1003,14.81,23.0,16.0,19.25,19.0,,,182040992,3.613,14700000,89898000,0.335,,
AVID,0.25835192,0.15987647,,,5.0,1.080412,,2.0,-4.232,,7.0,5.55,1.021,1534291200,,,,18152000,0.04437,23.902,1.061,433877280,USD,,33149331,0.24,23.125002,-62164624,1458.0,,,0.58337003,249916000,0.07,0.70808,Electronic Gaming & Multimedia,,,1514678400,,,,1,86400,,,1530316800,-18264000,1577750400,2,2363000,0.01723,5.0,5.33,2,,,-0.044650003,-0.044650003,0.695,underperform,4.0,0.0184,,-0.037,9.896,,Technology,6.0,41790300,0.084,3512062,1531440000,3575212,0.104399994,18.14,5.0,4.5,4.75,4.75,,,60209000,1.441,232060992,409075008,-0.443,,
HL,-0.43,0.15987647,,,1.0,-0.152242,,2.0,3.741,,6.0,2.83,3.345,1534291200,36.502,,,221527008,0.3768,7.202,2.714,1595467648,USD,,472729231,0.11,25.727272,48654624,1431.0,,,0.48657,273048000,0.01298,0.54453,Gold,,,1514678400,354326400,3/2,,1,86400,,,1530316800,-6575000,1577750400,10,117075000,0.1593,4.0,-2.8,2,0.75648224,,-0.010240001,-0.010240001,2.604,hold,2.7,0.024530001,-0.00401,0.097,1.472,,Basic Materials,6.0,477012992,0.034,16213279,1531440000,18604005,0.046,2.56,7.0,3.25,4.29,4.0,,,245278000,0.514,548001984,587920000,-0.019,,
ICAD,-0.2635659,0.15987647,,,,0.947316,,,0.647,,,2.92,1.579,1534291200,56.271,,,-6469000,-0.23629,-7.424,1.754,48024076,USD,,14189825,-0.07,-41.714287,-2416875,115.0,,,0.72783995,20213000,0.17054,0.22620001,Software - Application,,,1514678400,1345075200,1/5,,1,86400,,,1530316800,-15476000,1577750400,2,-5550000,-0.27406,,-0.54,2,4.5131373,,-0.56529,-0.56529,1.285,buy,2.0,-0.14751,-0.87891996,-0.039,1.655,,Technology,,16862700,0.0046,78122,1531440000,41209,0.0056,1.85,8.0,5.0,6.5,6.5,,,7791000,0.462,6070000,27377000,-0.935,,
SPH,-0.05051756,0.15987647,,,,0.75803,,,9.418,,,23.15,1.066,1534291200,218.262,,,286640992,0.21254998,9.246,1.965,2650185472,USD,,60612051,1.46,15.856164,123474872,3221.0,,,0.26211,300560000,0.010319999,0.30106002,Utilities - Regulated Gas,,,1506729600,979862400,1/1,,1,86400,,,1530316800,76770000,1569801600,4,192500000,0.118540004,,4.71,2,2.4580588,,0.05692,0.05692,0.595,hold,2.8,0.046230003,0.12567,0.085,21.943,,Utilities,,61405400,0.0084,518754,1531440000,403937,0.0085,2.49,28.0,25.0,26.5,26.5,,,3439000,0.056,1262178048,1348600960,1.245,,
PBI,-0.44582045,0.15987647,,,1.0,1.276944,,1.0,1.044,,5.0,7.21,1.228,1534291200,1823.634,-0.018,-0.014,646225024,0.16922002,6.497,1.099,4198333952,USD,,186684848,1.26,5.7222223,19426000,14700.0,,,0.4731,1827279000,0.00575,0.76455003,Business Equipment,,,1514678400,885254400,2/1,,1,86400,,,1530316800,254454000,1577750400,5,486200000,0.117510006,1.0,1.55,2,6.9061303,,0.06521,0.06521,1.001,buy,2.4,0.04566,2.25919,0.179,20.447,,Industrials,1.0,188022000,0.0713,13400078,1531440000,9684501,0.0828,6.03,16.0,8.0,11.8,12.0,,,745569024,3.965,3572808960,3818738944,1.32,,
CTRP,-0.29122013,0.15987647,,,,2.138673,,,24.757,,,38.04,1.345,1534291200,59.774,5.587,6.284,635860544,0.14746,32.553,4.8,20699052032,CNY,,429050103,1.63,23.337423,,37400.0,,,0.821,22101421915,2.0000001e-05,0.70567,Leisure,,,1514678400,1449014400,2/1,,1,86400,,,1530316800,791029184,1577750400,29,,0.11354,,56.39,2,1.5365351,,0.18345,0.18345,1.113,buy,2.0,0.01201,0.0608,0.141,7.945,,Consumer Cyclical,,545217984,0.0424,22942139,1531440000,25303149,,5.24,59.78,42.84,51.49,51.81,,,8393288192,15.35,8264847872,4312067072,1.347,,
GOV,Infinity,0.15987647,,,2.0,1.467355,,10.0,12.924,,7.0,16.89,1.024,1534291200,165.921,0.819,1.543,216584992,0.5495,17.355,9.537,3758940416,USD,,98578792,-0.32,-52.78125,159222000,,,,0.81711996,257592000,0.019609999,0.61652,REIT - Office,,,1514678400,,,,1,86400,,,1530316800,28150000,1577750400,7,156742000,0.15810001,10.0,19.52,2,1.3068709,,0.07423,0.07423,0.994,underperform,3.6,0.013259999,0.02629,0.547,3.997,,Real Estate,9.0,99165904,0.086,8532713,1531440000,7876240,0.1071,9.69,25.0,11.0,16.0,14.0,,,18695000,0.189,2126524032,394151008,0.29,,
OMF,0.19563663,0.15987647,,,2.0,2.861355,,8.0,25.696,,6.0,34.37,,1534291200,431.47,-0.833,-0.833,,0.0,,8.813,19363248128,USD,,75569544,5.56,6.1816545,,10100.0,,,0.91397005,1830000000,0.037019998,0.94459,Credit Services,,,1514678400,,,,1,86400,,,1530316800,239000000,1577750400,16,1759000064,0.27264,7.0,0.98,2,1.3375623,,0.108780004,0.108780004,,buy,1.8,0.0124699995,0.07196,0.189,16.22,,Financial Services,6.0,135787008,0.008,1090387,1531440000,1026840,0.0143,2.17,48.0,38.0,41.25,40.5,,,556000000,4.095,15054000128,2196999936,1.76,,
QTWO,0.64160395,0.15987647,,,1.0,1.441104,,9.0,3.694,,9.0,65.8,5.997,1534291200,112.164,,,-12001000,-0.055770002,-226.103,12.609,2713465344,USD,,39476212,0.28,235.00002,6413875,844.0,,,0.49505,94493000,0.09186,0.96007,Software - Infrastructure,,,1514678400,,,,1,86400,,,1530316800,-25978000,1577750400,12,-1552000,-0.10732,8.0,28.18,2,17.81267,,-0.12072,-0.12072,5.622,buy,2.3,-0.04716,-0.20086999,0.23,5.125,,Technology,8.0,42873000,0.0392,1679403,1531440000,1559256,0.0464,5.14,70.0,52.0,64.67,65.5,,,278712000,6.501,177562000,215200992,-0.619,,
AZN,0.16070342,0.15987647,,,1.0,0.502447,,5.0,4.99,,8.0,37.45,0.724,1534291200,137.99,-0.283,-0.266,4476000256,0.20034,24.968,5.002,111758123008,USD,,2523382540,1.88,19.920214,3181625088,61100.0,,,0.80015,18328000000,7e-05,0.16985,Drug Manufacturers - Major,,,1514678400,1437955200,2/1,,1,86400,,,1530316800,2676999936,1577750400,5,3164999936,0.09117,7.0,1.9,2,7.5050106,,0.119820006,0.119820006,0.541,buy,1.8,0.020130001,0.17146999,0.021,8.8205,,Healthcare,1.0,1267000064,0.0047999998,9872510,1531440000,8887721,,2.96,45.0,37.0,39.89,38.46,,,3776999936,1.491,19694000128,22342000640,1.055,,
NTWK,0.41975307,0.15987647,,,,0.34452,,,5.621,,,5.8,2.351,1534291200,11.922,3.167,3.092,4534610,0.07713,18.137,1.399,82243720,USD,,8816476,0.15,,2078961,1461.0,,,0.51377,33855995,0.13059,0.22771999,Software - Application,,,1498780800,1344816000,1/10,,1,86400,,,1522454400,5875,1561852800,1,4724962,-0.02349,,,2,1.031845,,0.0001,0.0001,2.215,buy,2.0,-0.00854,0.04341,-0.05,5.29,,Technology,,11457700,0.0004,5142,1531440000,36488,0.0005,0.17,6.5,6.5,6.5,6.5,,,12711983,1.13,9396033,58790724,-0.005,,
CALL,0.18275857,0.15987647,,,,1.215145,,,2.791,,,8.6,1.421,1534291200,,,,16107000,0.19534999,4.864,0.95,78348664,USD,,12199769,0.52,,10293375,136.0,,,0.6412,55055000,0.04322,0.80181,Telecom Services,,,1514678400,1324252800,2/1,,1,86400,,,1530316800,5761000,1577750400,1,12494000,0.15009,,,2,3.0813332,,0.06987,0.06987,1.358,strong_buy,1.0,0.05351,0.14300999,-0.105,5.102,,Communication Services,,16205400,0.154,2494961,1531440000,2496409,0.17940001,25.02,10.0,10.0,10.0,10.0,,,61018000,3.765,0,82452000,0.357,,
CAH,-0.21067542,0.15987647,,,1.0,1.306656,,3.0,19.608,,2.0,52.1,1.073,1534291200,149.745,,,3016999936,0.022049999,7.767,0.171,23433068544,USD,,307781880,5.47,9.52468,2444000000,50200.0,,,0.05249,7181000000,0.00466,0.86279,Medical Distribution,,,1530316800,987984000,3/2,,1,86400,,,1530316800,256000000,1593475200,15,2768000000,0.01451,2.0,2.11,2,2.6570787,,0.00187,0.00187,0.419,hold,2.8,0.030989999,0.03979,0.072,437.089,,Healthcare,4.0,308828992,0.037100002,11456705,1531440000,9716184,0.0418,2.88,65.0,40.0,54.4,54.0,,,1763000064,5.709,9091000320,136808996864,0.81,,
MCHP,-0.07955176,0.15987647,,,1.0,1.131869,,9.0,21.758,,9.0,83.6,1.317,1534291200,221.507,-0.8,-0.791,1571100032,0.37219003,19.262,7.169,30262978560,USD,,230493335,7.64,10.942409,12766500,14234.0,,,0.5872,2420700000,0.022030002,1.10036,Semiconductors,,,1522454400,1020902400,3/2,,1,86400,,,1530316800,120500000,1585612800,16,1376999936,0.22131,8.0,0.77,2,3.842265,,0.02855,0.02855,0.673,buy,1.7,0.04303,0.02823,0.247,18.012,,Technology,3.0,235558000,0.14050001,33098725,1531440000,30260146,0.1871,10.47,150.0,98.0,114.56,112.0,,,649699968,2.758,11349600256,4221199872,0.484,,
NOG,3.0,0.15987647,,,2.0,3.155027,,4.0,-0.505,,8.0,3.48,1.747,1534291200,,,,117553776,0.40132,13.097,5.256,1539645952,USD,,201037870,0.57,6.105263,-131484360,18.0,,,0.8192,153649207,0.34612998,0.38042998,Oil & Gas E&P,,,1514678400,,,,1,86400,,,1530316800,-133517752,1577750400,6,106840112,0.14795,5.0,1.35,2,,,-0.45582,-0.45582,1.709,buy,2.0,0.0397,,1.251,3.015,,Energy,4.0,294713984,0.061100002,18127212,1531440000,18298602,0.0941,3.9,6.0,4.0,4.97,5.0,,,200924144,0.687,845690624,292917728,-1.374,,
NWL,-0.48871833,0.15987647,,,1.0,0.525614,,1.0,28.721,,7.0,21.7,3.165,1534291200,75.068,-0.412,-0.409,1974700032,0.13965,9.294,1.298,18353725440,USD,,469367325,2.3,9.434783,-4717700096,49000.0,,,0.34544,5137200000,0.00611,1.0333999,Household & Personal Products,,,1514678400,778464000,2/1,,1,86400,,,1530316800,2056300032,1577750400,12,748300032,0.094790004,2.0,2.43,2,0.7555447,,0.14655,0.14655,0.969,hold,2.6,0.02533,0.15654999,-0.128,28.996,,Consumer Defensive,2.0,472500000,0.1091,51552803,1531440000,40808319,0.1188,5.26,38.0,23.0,27.75,25.0,,,2279399936,4.824,10502899712,14140099584,4.248,,
