,52WeekChange,debtEquityRatio,earningsGrowth,earningsQuarterlyGrowth,grossMargins,grossProfits,pegRatio,profitMargins,returnOnAssets,returnOnEquity,revenueGrowth,score,sector
SCHW,0.451676701,1.081441482,0.000161554,-0.023044717,1.523107977,-0.279446705,0.012182462,0.492282622,-0.456289789,0.052013872,0.112568027,-0.176405888,Financial Services
A,-0.248941175,0.117359354,0.018395576,0.015215612,0.310044465,-0.27537554,-0.030849191,0.429527281,0.645228236,0.357860819,-0.2139483,-0.177001354,Healthcare
BGCP,-0.414754231,-0.240737071,-0.358487217,-0.291413907,1.42760476,-0.520990037,-0.00247611,-0.59646893,-0.365392932,-0.41314701,-0.004659273,-0.17822918,Financial Services
TRIP,-0.172166453,-0.179928103,-0.156470101,-0.164267116,3.239515727,-0.24990591,-0.081438573,-0.591142952,-0.433416385,0.019173021,-0.47294927,-0.18007305,Consumer Cyclical
YELP,-0.531735803,-0.214623314,-0.080835535,-0.066228625,1.707759338,-0.118848494,-0.102787717,0.597449245,-0.183051975,0.23916111,-0.245312186,-0.180157497,Technology
YRD,-1.852801391,-0.950412994,-0.29684446,-0.260779612,1.373959756,-0.426962608,-0.141732548,0.044958588,1.990366595,1.08751323,0.51596785,-0.18051082,Financial Services
INFN,-0.532440975,-0.109619539,-0.271752907,-0.287312413,-0.800703078,-0.121698536,-0.123143292,-0.885106272,-0.795317385,-0.152152101,0.017896858,-0.184511398,Technology
ETP,-0.180136806,0.245398846,-0.296609193,-0.319695954,-1.05346936,-0.004122033,0.057774657,-0.055649339,0.155628866,0.117020423,0.223802525,-0.185372326,Energy
SIG,-0.450928947,-0.384403134,-0.237508362,-0.235767393,-0.116579,-0.177543877,-0.083312666,-0.534939135,-0.077851219,0.017856571,-0.335481463,-0.18540099,Consumer Cyclical
OSTK,-0.172340146,0.22468394,-0.237508362,-0.235767393,-1.126710775,-0.335729263,-0.156610526,-1.526931956,-3.820927591,-0.571372788,-0.080761701,-0.186227875,Consumer Cyclical
MET,-0.405317742,0.803126056,-0.188502644,-0.19153334,-0.261381728,0.1153122,0.015847105,-0.415916207,-0.602745248,-0.317173943,0.853858301,-0.186311749,Financial Services
PH,-0.169308532,-0.005804326,-0.169421222,-0.185148913,-0.617010362,-0.061502153,0.106001606,-0.189286151,0.691415675,-0.191435396,-0.122361272,-0.187096102,Industrials
GRMN,-0.149747877,-0.150233534,-0.235060078,-0.239981799,0.138781411,-0.113255872,-0.107876611,0.639394482,0.476173781,0.246065812,-0.437142506,-0.187946772,Technology
LMT,-0.266138646,-0.129734549,-0.147746956,-0.171876146,-1.414579704,0.370902034,0.097223795,-0.378381486,0.674586058,4.972616243,-0.184188091,-0.18852098,Industrials
DIS,-0.359949867,-0.087257724,-0.125744694,-0.146102181,0.356670344,1.511071199,-0.102886526,1.433560944,0.394474653,0.153922494,-0.2748339,-0.19012807,Consumer Cyclical
CVX,-0.266321382,0.086100997,-0.050678196,-0.066338354,-0.724906429,2.202648962,0.045609173,0.084769142,-0.13038267,0.108606403,-0.124035134,-0.190914961,Energy
SYK,-0.132838223,0.123653293,-0.136985557,-0.134925232,0.49913323,0.328825734,-0.026066144,0.463512889,0.690841673,0.397692289,-0.208547032,-0.191985987,Healthcare
CAI,-0.752829432,0.150289126,0.105447871,0.195969103,0.546368073,-0.818211022,0.100130355,1.053665962,-0.65254946,-0.242852343,0.319938281,-0.19262092,Industrials
IVC,-0.18881282,0.12913942,-0.259239748,-0.256282599,-0.128247238,-0.496638432,-0.21419934,0.21774071,0.322180921,0.158173772,-0.220054082,-0.19434891,Healthcare
LLY,-0.042498455,0.142882745,-0.259239748,-0.256282599,0.611986001,1.212853994,-0.065393422,0.31870323,0.700378022,0.291796327,-0.211365085,-0.196864204,Healthcare
HPE,-0.344638627,0.156648842,0.810112202,0.791950135,-1.156474079,-0.074869853,-0.116679504,0.315929263,-0.178436913,0.200929705,-1.017094636,-0.1971968,Technology
ATRS,-0.152367554,0.133609024,-0.259239748,-0.256282599,0.182815824,-0.521683572,-0.171683363,-0.250576075,-0.193124538,-0.230250383,-0.219584407,-0.197705789,Healthcare
CMI,-0.705263728,-0.129734549,-0.071887027,-0.108356477,-0.690817036,0.270040757,0.100304749,-0.398066233,0.547762872,-0.317821046,0.15348146,-0.198079832,Industrials
BLUE,-0.021381419,0.108447779,-0.259239748,-0.256282599,-0.580653695,-0.549209113,-0.145642328,0.328515861,-0.313688015,0.002729442,-0.357199338,-0.200208652,Healthcare
CL,-0.44857673,-0.548351981,0.015927017,0.022448934,1.190479307,0.016714884,0.204145256,0.432719807,2.061273229,-0.320180333,-0.513747461,-0.20073015,Consumer Defensive
FCEL,-0.965520588,0.074580711,-0.408163366,-0.46215972,-2.291850564,-1.585639394,-1.135257629,-2.421645928,-3.08504185,-1.597757228,-0.290548333,-0.201185123,Utilities
NOC,-0.12216019,0.142431527,-0.138880211,-0.150070886,-0.774472416,0.460311813,0.10135111,-0.11769138,0.406814829,0.063219234,-0.103337635,-0.202720225,Industrials
VNET,0.747157234,0.025563592,-0.271752907,-0.287312413,-1.337863545,-0.118947836,0.031826913,-0.864667319,-0.221753762,-0.046577304,-1.030478147,-0.204154775,Technology
CASY,-0.074495293,0.134640617,-0.555079981,-0.620224333,-0.744220796,-0.380881365,0.146853632,-0.487126705,-0.507330803,-0.183643791,0.297106966,-0.204654186,Consumer Defensive
KEY,0.424195864,0.271808706,-0.120508814,-0.13026475,-0.931465748,-0.386232427,0.217402475,0.23675398,-0.479722689,-0.265707605,-0.428746267,-0.204756799,Financial Services
D,-0.147800377,0.281611099,-0.337227561,-0.366884234,0.633043922,-0.035244145,-0.036495079,0.852376057,0.072012899,0.769180271,0.115594498,-0.20484982,Utilities
LM,-0.824388821,-0.937228724,-0.034582546,-0.089419023,0.015230093,-0.606606631,0.030505678,-0.294071037,0.107421951,-0.378686511,-0.663200865,-0.205149728,Financial Services
ZION,0.278573746,0.213695176,-0.119014444,-0.129307429,-0.931465748,-0.541865492,0.24671962,0.323381987,-0.474620351,-0.27822343,-0.314966829,-0.205274108,Financial Services
OCUL,-0.275789201,0.113351219,-0.259239748,-0.256282599,-0.580653695,-0.527450835,-0.149893925,0.328515861,-1.301366392,-0.740279,-0.120248031,-0.206244758,Healthcare
PWR,-0.529471424,-0.065280892,-0.210799365,-0.222123048,-1.331686426,-0.577400979,0.099490912,-0.517542857,-0.341201544,-0.398297985,0.151103505,-0.207792434,Industrials
AMRN,-0.282837907,0.056625997,-0.259239748,-0.256282599,0.648113247,-0.510401667,-0.161585819,-0.426339565,-0.522491129,0.301478492,-0.194221928,-0.210446587,Healthcare
DAL,0.17613785,0.126819107,-0.470890549,-0.507487533,-0.449230615,1.819516622,0.098560813,-0.153640771,0.225595917,-0.054337038,-0.112849453,-0.210994024,Industrials
KSU,-0.113998053,-0.059576396,-0.239369987,-0.280902444,0.652241666,-0.586971789,0.102978784,2.052268616,0.218984281,-0.161646353,-0.24601491,-0.214261779,Industrials
HRI,0.147884481,0.371838283,-0.379267518,-0.378552085,-0.61319985,-0.757841364,0.098851469,0.12954619,-0.893573619,0.586319334,0.058363277,-0.214569837,Industrials
AET,-0.084627293,0.13835941,-0.24425375,-0.250837076,-0.132473505,1.120398687,-0.052638629,0.422518259,0.597776473,0.486299291,-0.232265646,-0.21562249,Healthcare
GD,-0.49775557,-0.129734549,-0.31128914,-0.332097401,-0.947176516,0.511623336,0.102978784,-0.056584984,0.227098561,-0.050651381,0.12732396,-0.218321662,Industrials
VVUS,-0.54115556,-0.060664835,-0.259239748,-0.256282599,0.636233926,-0.51949788,-0.237583127,-0.857769301,0.328768255,0.301478492,-0.154534345,-0.218893897,Healthcare
MDT,-0.121551749,0.105815626,-0.205605651,-0.211162552,0.57057184,1.645287557,-0.007465404,0.500677014,0.54714594,0.355802816,-0.232970159,-0.219492594,Healthcare
BTE,-0.114564309,0.189229797,-0.296609193,-0.319695954,0.56394136,-0.413215319,-0.224734911,-0.376327006,-1.167527068,0.06805904,-0.283123676,-0.219597355,Energy
XLNX,-0.389762574,0.082184028,-0.126128244,-0.157153225,0.696237748,-0.113258805,-0.111251351,0.725933917,0.569932444,0.30521174,-0.173933462,-0.220252319,Technology
AMGN,-0.191084132,0.155140362,-0.104647352,-0.204161166,0.778703287,1.432581409,-0.008528303,0.494694888,0.716233537,0.389521063,-0.222637298,-0.22166028,Healthcare
TCBI,0.188304215,0.715471267,-0.04280158,-0.057508299,-0.931465748,-0.622979944,0.24671962,0.398841933,-0.497297324,-0.179949153,0.143598782,-0.224363157,Financial Services
DOV,0.202171912,0.022572715,-0.502416753,-0.517916135,0.091510261,-0.20929982,0.102746259,-0.038724323,0.337993867,-0.114725119,-0.257904683,-0.227822833,Industrials
TMUS,-0.037413872,0.20069983,-0.22277968,-0.263114711,-0.322622502,0.1400943,-0.009117957,-0.126249079,0.360885902,0.08245667,-0.240311267,-0.230695564,Communication Services
WDC,-1.20320355,-0.239374871,0.678820676,0.771398685,-0.812898948,-0.080313232,-0.112447687,0.032709441,0.404437841,0.139198262,-0.52190474,-0.231488352,Technology
OPK,-0.334392496,0.111360526,-0.259239748,-0.256282599,-0.033180691,-0.485513393,-0.258841115,-0.158317783,0.134058989,0.165476643,-0.25598426,-0.234045305,Healthcare
HP,0.307513219,0.044363874,-0.296609193,-0.319695954,-0.565689592,-0.376406599,0.544394008,0.444295496,-0.716226813,0.118580221,-0.12673155,-0.234861802,Energy
PLUG,-0.830164748,2.36115788,-0.271752907,-0.287312413,-2.31084102,-0.123151635,-0.114518956,-2.653253573,-1.543848755,-1.604434301,2.641064957,-0.235830541,Technology
SNE,0.06129283,1.086675703,0.753352984,0.833675808,-1.265826534,12.67533997,-0.110947803,0.194995515,-0.043223572,0.274476306,-0.548671762,-0.236584616,Technology
LUV,0.071571712,-0.003204639,-0.348726508,-0.390876797,-0.155997109,0.749021713,0.099897831,0.53357783,0.724173323,0.209673532,-0.336377184,-0.236741724,Industrials
SUM,-0.700815571,-0.090589903,-0.280064276,-0.318309735,0.011905192,-0.235434501,-0.213976389,-0.031337008,-0.251293337,-0.235846358,-0.035839333,-0.237384296,Basic Materials
TSM,-0.373606539,-0.136468964,-0.219580291,-0.230640231,-0.257854462,2.624777829,-0.111912014,1.284466802,0.722877363,0.330144849,-0.370224952,-0.238343601,Technology
CMCM,-0.53261937,-0.134453746,0.6455678,0.833675808,0.634621758,-0.10478162,-0.177549815,1.092728079,0.257646352,0.402017876,-1.142007403,-0.23901847,Technology
BIIB,-0.207940545,0.11911156,-0.237943856,-0.253170871,0.829744853,0.576162553,-0.055295877,0.704378753,1.017450739,0.530785147,-0.211599923,-0.240433336,Healthcare
CX,-0.641727863,-0.099799918,-0.202238291,-0.213940051,0.160635366,7.420638329,-0.170412696,-0.10136195,-0.207051793,-0.390370925,-0.15001774,-0.241257093,Basic Materials
CBRL,-0.539354582,-0.384403134,-0.221761591,-0.220694361,-0.251842773,-0.284891876,-0.086436155,0.280608315,0.709226353,0.217451036,-0.436560733,-0.242279206,Consumer Cyclical
BWA,-0.631383281,0.031513968,-0.122288086,-0.126777781,-1.013701196,-0.20216243,-0.101220666,0.007696424,0.282336822,0.101569042,-0.044373164,-0.242779278,Consumer Cyclical
ENLK,-0.286566442,0.269678784,-0.296609193,0.367613894,-0.926168348,-0.321608378,0.044257453,-0.082753818,0.100626648,0.101548404,0.16717779,-0.243311361,Energy
MS,-0.017650749,0.664729637,-0.014782145,-0.061018479,1.32520073,0.881763209,-0.028128612,0.038741581,-0.512793237,-0.270253733,-0.063272922,-0.24410228,Financial Services
MRVL,-0.392318634,-0.239374871,-0.167981002,-0.159021539,0.268520841,-0.115040101,-0.111983437,0.782585752,0.326062683,0.192551861,-0.52636591,-0.245102413,Technology
WMT,0.27614885,0.186329087,-0.225731302,-0.218553541,-0.662081897,6.180247748,0.222852725,-0.793489737,-0.221890904,-0.279949448,-0.377573435,-0.2454459,Consumer Defensive
CI,-0.255411146,0.15148511,-0.224535332,-0.263283985,-0.031336798,0.897765562,-0.099406203,0.423789663,0.55155026,0.452416057,-0.209016707,-0.247014031,Healthcare
TGTX,-0.288804251,0.111222836,-0.259239748,-0.256282599,1.051109902,-0.524464844,-0.149893925,0.328515861,-2.569274428,-1.132289525,-0.232735322,-0.24736941,Healthcare
IONS,-0.391344938,0.134432092,-0.259239748,-0.256282599,-0.19583487,-0.510683966,-0.254058068,0.167177958,0.292001757,0.149238394,-0.221228271,-0.250728994,Healthcare
COO,-0.194578045,0.118902187,-0.282901849,-0.277286758,0.466155288,-0.382059514,-0.031380641,0.413797732,0.567559007,0.336594791,-0.188820659,-0.251274033,Healthcare
AXL,-0.194150716,0.647297553,0.224524945,0.259710202,-1.248992935,-0.275425142,-0.091017271,0.088677289,-0.059227635,0.166595783,-0.230359021,-0.252088358,Consumer Cyclical
OMER,-0.147156943,0.065558462,-0.259239748,-0.256282599,-0.682035162,-0.520887243,-0.155739872,-3.372443476,-1.856310736,0.301478492,-0.445028663,-0.253747981,Healthcare
JNJ,-0.260169027,0.105815626,-0.230845226,-0.230610848,0.504012203,4.819955252,-0.036163688,0.356225949,0.676594655,0.319149529,-0.207842518,-0.25616957,Healthcare
RCL,-0.484906222,-0.029558398,-0.12958537,-0.134507541,0.319058322,-0.069975361,-0.110799364,1.300839683,-0.21323539,0.110420691,-0.295049754,-0.256394529,Consumer Cyclical
PACB,-0.345732671,0.114225046,-0.259239748,-0.256282599,0.037572579,-0.520896653,-0.161585819,-1.302988913,-0.964110361,-0.470567709,-0.215122489,-0.257578045,Healthcare
PII,-0.289099994,0.390268898,-0.055460326,-0.045615305,-0.712747995,-0.249849092,-0.109966433,-0.046138999,0.37954929,0.175992682,-0.149495605,-0.258119463,Consumer Cyclical
CRMD,-0.131291617,0.079134978,-0.259239748,-0.256282599,0.470675322,-0.524458435,-0.149893925,0.328515861,-6.177906302,-7.321050893,-0.454657011,-0.258143143,Healthcare
SNPS,-0.216418644,-0.012380951,-0.447763817,-0.486599208,1.079813397,-0.11123604,-0.109501486,-0.02054253,0.093690056,0.097920371,-0.236389845,-0.25956329,Technology
APC,0.356550605,0.484109325,-0.296609193,-0.319695954,1.048987713,0.083488744,0.255125838,-0.070913609,-0.617786945,0.095279569,-0.102463807,-0.260585853,Energy
TRQ,-0.755092769,-0.17080922,0.508030065,0.66954017,-0.064129916,-0.276769155,3.200328048,1.65291907,-0.871490473,-0.458514089,2.490357925,-0.262074536,Basic Materials
INO,-0.380651828,0.110497842,-0.259239748,-0.256282599,-3.188211923,-0.530307791,-0.149893925,-3.794647415,-1.045532837,-0.397799564,-0.186237444,-0.262244312,Healthcare
ICPT,-0.336568194,0.149387681,-0.259239748,-0.256282599,1.030647587,-0.511080734,-0.088777209,-3.173468745,-0.850095916,-1.569080973,-0.136216999,-0.264211804,Healthcare
CNAT,-0.297721948,0.138556897,-0.259239748,-0.256282599,-0.935154337,-0.525291682,-0.162648718,-0.461319444,-0.15118775,-0.270620251,-0.261620367,-0.26483008,Healthcare
VNO,-0.080873257,0.205275496,-0.320024935,-0.316020058,-1.113737131,0.140252842,-0.154311398,-0.83323931,-0.776482685,-0.677404423,-0.342711175,-0.264857822,Real Estate
KLAC,-0.265433192,0.432938962,-0.057902517,-0.061869226,0.405950893,-0.108778038,-0.112090572,0.689167483,1.141714976,0.625874527,-0.151627611,-0.26527057,Technology
RGLD,-0.517027471,-0.186020082,-0.198960129,-0.223400461,3.263928362,-0.259623599,-0.159521773,-1.781785651,-1.301061599,-0.927849667,-0.425948891,-0.265464879,Basic Materials
LEA,-0.395599993,0.130141099,-0.208319225,-0.21141865,-1.59613518,-0.183751055,-0.119545131,0.122927914,0.419702397,0.199836148,-0.198013655,-0.270842947,Consumer Cyclical
INSY,-0.167459758,0.224875612,-0.259239748,-0.256282599,0.784691762,-0.512066711,-0.173809162,-3.555965758,-0.353365196,-1.256264563,-0.338177479,-0.271981145,Healthcare
TOO,-0.348146257,0.169258223,-0.379267518,-0.378552085,0.869382191,-0.723825788,0.086585786,-3.511374744,-1.054356568,-1.226173566,0.158237369,-0.275006805,Industrials
WFT,-0.918135544,-1.160701255,-0.296609193,-0.319695954,-1.522919646,-0.395322044,0.001002399,-1.672189939,-2.161233817,-9.309703527,-0.771174965,-0.275406949,Energy
WPM,-0.470422154,-0.189815077,0.217002159,0.291428946,2.574962912,-0.239907686,0.332384927,1.790820362,-0.327951457,-0.380704193,-0.430706325,-0.27556539,Basic Materials
MMM,-0.298311873,0.06553447,-0.192080681,-0.21453861,0.83620143,2.615836226,0.107106099,0.268175557,1.966860527,0.234622558,-0.165164454,-0.276065859,Industrials
CY,-0.360834866,-0.239374871,-0.271752907,-0.287312413,-0.51519451,-0.117809537,-0.113179774,-0.070631803,0.018391633,0.088841038,-0.548671762,-0.276234963,Technology
IPGP,-0.711736303,-0.194430996,-0.181740812,-0.182686846,0.084400976,-0.118719692,-0.111072793,0.929928066,1.104146637,0.280088245,-0.240851015,-0.27627478,Technology
MBI,-0.238088819,-0.011795856,-0.200831195,-0.184512981,-2.115509197,-0.673979465,-0.475215069,-5.954157044,-1.022080289,-2.806357228,-0.883864017,-0.278591035,Financial Services
GRA,-0.143540649,0.386345388,-0.254688877,-0.291606965,0.511994848,-0.234346151,-0.05968831,-0.321830093,0.316303334,-0.591514725,-0.111958271,-0.278948292,Basic Materials
MXIM,-0.153123195,0.116279566,-0.135874777,-0.16960865,0.470706841,-0.114128163,-0.111572755,0.648408219,0.699478208,0.306835207,-0.544210591,-0.279305125,Technology
SPGI,0.696101006,0.818239947,-0.154879321,-0.154197793,0.883321976,-0.462036268,0.334671054,0.309645163,3.101160125,3.91709262,-0.235666009,-0.282451775,Financial Services
CVS,-0.315803893,0.144040923,-0.259239748,-0.256282599,-0.326637056,2.427450563,-0.090903008,0.354726344,0.586938015,0.376365467,-0.227568891,-0.285250149,Healthcare
APA,-0.232950689,0.237587393,-0.420324481,-0.443280453,1.233728994,-0.124073247,0.033443689,0.235555807,0.368022049,0.125727136,0.064713983,-0.286530757,Energy
UA,-0.152805084,-0.037760677,-0.237508362,-0.235767393,0.333952405,-0.192877933,0.263602769,-0.741171618,-0.556120709,-0.012146706,-0.246531705,-0.287562414,Consumer Cyclical
MNKD,-0.628274385,0.087689623,-0.259239748,-0.256282599,-1.237356955,-0.52510962,-0.152551174,0.328515861,-3.086533302,0.301478492,-0.044865108,-0.289172563,Healthcare
ABB,-0.412593004,0.045082354,-0.078783385,-0.096979819,-0.295344578,1.429284781,0.11152407,-0.278589608,-0.067419738,-0.239105933,-0.21985741,-0.289280074,Industrials
ALXN,-0.394751639,0.113322034,-0.259239748,-0.256282599,0.907041429,-0.188514498,-0.097280404,0.284864323,0.586631628,0.291605289,-0.198683845,-0.289572287,Healthcare
NE,0.673199847,0.142303105,-0.296609193,-0.319695954,-0.148534534,-0.374722444,-0.066583622,-2.884755528,-0.96303164,0.001124768,-1.175637359,-0.29158873,Energy
CBS,-0.856490936,2.035164287,2.195175735,2.043352244,-0.088935235,0.033057337,-0.120794526,0.472266065,0.252750287,0.308084695,-0.299092925,-0.291592629,Consumer Cyclical
ALLY,0.238661533,0.783857034,-0.025242734,-0.061656694,1.462914757,-0.412691404,-0.042787184,0.033343613,-0.56135978,-0.356629533,-0.349445447,-0.292365499,Financial Services
AZN,-0.059827461,0.157687132,-0.482452238,-0.463212467,0.725001947,1.370744619,-0.048918481,0.52382309,0.447378517,0.450375413,-0.227803728,-0.292950693,Healthcare
CNQ,-0.241803247,-0.017594436,-0.32285183,-0.335448758,0.154544069,-0.413215319,0.806627769,0.228579684,0.288762442,0.109503008,0.469176377,-0.294837344,Energy
NCLH,-0.701651853,0.103612873,-0.175673481,-0.180886099,0.264234304,-0.186218089,-0.11538048,0.863597668,-0.225386988,0.103833528,-0.02415731,-0.296571679,Consumer Cyclical
MRK,-0.226925099,0.128207996,-0.348366996,-0.351968214,0.531066844,2.331489792,-0.03191209,0.381491029,0.564916403,0.334258916,-0.220054082,-0.297214028,Healthcare
CARS,-0.515057466,-0.209999378,-0.423013007,-0.42398704,2.209158135,-0.361289851,-0.07706569,2.174959344,-0.493117533,0.08609093,-0.250574876,-0.30052676,Consumer Cyclical
CDNS,-0.308692649,0.067910821,-0.225886871,-0.233131316,1.504572192,-0.113686466,-0.110001447,0.323163957,0.485727778,0.281391039,-0.410375484,-0.300954793,Technology
RMTI,-0.487662262,0.126052852,-0.259239748,-0.256282599,-0.715192604,-0.524097804,-0.170089014,-0.547285916,-0.978012694,-0.610025665,-0.203145763,-0.30200387,Healthcare
JCI,-0.568607455,-0.028545356,-0.062035089,-0.091291491,-0.32295613,1.205760335,0.103850752,-0.200382581,-0.28079518,-0.342628348,-0.205589682,-0.303845874,Industrials
AUY,-0.372216708,-0.145563911,-0.242668951,-0.273906843,0.802775108,-0.225806149,-0.253909774,-1.272217903,-1.426854377,-1.009850059,-0.697122608,-0.304178194,Basic Materials
VSAT,-0.680263525,-0.000229843,-0.271752907,-0.287312413,-1.279387513,-0.120528632,-0.117982975,-0.317164301,-0.450078085,0.029344354,-0.084710057,-0.306171224,Technology
DRRX,-0.429648443,0.120173832,-0.259239748,-0.256282599,-0.570912066,-0.524480601,-0.170089014,0.283315818,-0.175851943,0.23827089,-0.282051253,-0.307008087,Healthcare
KIM,-1.040860341,-0.554629886,-0.258372218,-0.291468938,-0.092191852,-0.159414534,-0.160619854,0.323379443,-0.355116589,-0.241102282,-0.343616567,-0.309199795,Real Estate
PRGO,-0.303125589,0.118017735,-0.259239748,-0.256282599,0.074450436,-0.524480601,0.006352289,0.406283405,0.497089884,0.33549198,-0.242598508,-0.309777956,Healthcare
CTSH,-0.52598866,-0.132983623,-0.284939392,-0.30599555,-0.753785823,-0.091733219,-0.112037005,0.273786278,0.706765195,0.218056172,-0.365763782,-0.310557069,Technology
RIG,0.124991892,0.127559229,-0.296609193,-0.319695954,-0.121321774,-0.321495716,-0.005756203,-3.508894366,-0.552912542,-0.001153795,-0.639050583,-0.310823637,Energy
TSLA,-0.779442951,1.283799087,-0.237508362,-0.235767393,-1.432879804,-0.194477613,-0.165772758,-2.26969692,-1.535377819,-0.218647619,1.200923447,-0.311351398,Consumer Cyclical
SWK,-0.445924642,-0.005854299,-0.320155885,-0.323564908,0.081427062,0.211638114,0.103908883,-0.177581698,-0.127525513,-0.318185562,-0.081936044,-0.315357052,Industrials
ATVI,-0.444304217,-0.038920391,0.086575495,0.119979974,0.454734011,-0.098076421,-0.110822812,0.178707607,0.194007019,0.130800381,-0.749424422,-0.319136647,Technology
AGN,-0.405416561,0.113168677,-0.259239748,-0.256282599,0.80890715,0.899823342,-0.043603984,0.167797351,0.372811457,0.28733298,-0.225925026,-0.320048676,Healthcare
CHTR,-0.239870888,0.327609367,0.086140379,-0.121170577,-0.425135654,0.152006183,0.2623692,0.328834779,-0.45031147,0.098452511,-0.218267819,-0.320658965,Communication Services
CYH,-0.690106657,-0.164991638,-0.259239748,-0.256282599,-0.010727623,0.024088244,-0.08771431,0.065025526,0.395445833,-2.000818678,-0.265612609,-0.320751022,Healthcare
HSY,-0.403574867,0.134640617,-0.086038519,-0.090242038,0.447723949,-0.292810596,0.05565472,0.378850657,1.441785209,0.242761307,-0.284727509,-0.321545411,Consumer Defensive
CBPO,-0.33165228,0.109187026,-0.447747822,-0.31618335,0.531589008,-0.499157524,-0.073365167,0.587556283,0.669547743,0.381028546,-0.151011779,-0.322077913,Healthcare
ACAD,-0.738398945,0.108460153,-0.259239748,-0.256282599,-0.544298002,-0.512915571,-0.165837417,-1.888160769,-1.209718234,-0.341443288,-0.027956789,-0.322739406,Healthcare
TGP,-0.605643565,0.035254086,-0.379267518,-0.378552085,2.076962557,-0.780120034,0.113326137,-0.478553348,-0.932041315,-0.558765841,0.162993278,-0.323499342,Industrials
AKRX,-0.693448405,0.123917923,-0.259239748,-0.256282599,0.156936086,-0.479690601,-0.343873068,-0.066108374,0.345274882,0.10173066,-0.24236367,-0.325032226,Healthcare
BBT,0.026031378,0.040535307,-0.093983749,-0.116543139,-0.931465748,-0.171665946,0.437281061,0.343745505,-0.431345128,-0.257176695,-0.432194129,-0.325987622,Financial Services
MCK,-0.376285706,0.18019458,-0.259239748,-0.256282599,-0.492016296,0.632012135,-0.058484576,0.325565552,0.485830143,0.290467743,-0.225690189,-0.327641882,Healthcare
DXC,-0.277169521,0.171772545,0.086575495,0.104410693,-1.199796491,-0.086434256,-0.113519033,0.200925579,0.300720303,0.238289254,-0.736040911,-0.32829615,Technology
AR,-0.476265472,0.111497502,-0.296609193,-0.319695954,-0.189333577,-0.322212309,0.040202292,0.03030418,-0.429087026,0.098217622,-0.062017567,-0.328864009,Energy
PDLI,-0.456743565,0.110378743,-0.259239748,-0.256282599,0.380520334,-0.513162608,-0.164774517,-0.604352397,0.309044561,0.224785332,-0.325731077,-0.329106205,Healthcare
ACHN,-0.557686478,0.106191839,-0.259239748,-0.256282599,-0.580653695,-0.531207369,-0.165305967,0.328515861,-0.216907867,0.089182922,-0.232735322,-0.330182473,Healthcare
ITW,-0.377061449,0.108409231,-0.215725334,-0.250564691,0.361704829,0.47154309,0.103501965,0.212237391,2.561306343,0.312730185,-0.188944,-0.331213993,Industrials
TSN,-0.340125442,0.170914743,-0.006505401,0.015754421,-1.301459875,-0.20117244,-0.008652204,-0.211437875,-0.1433019,-0.185055308,-0.488988548,-0.33262731,Consumer Defensive
CMCSA,-0.151070361,0.088681148,-0.241670475,-0.279192525,0.734999072,1.534013661,0.252453423,0.473320001,0.793227264,0.676555507,-0.264050366,-0.332641924,Communication Services
AVY,-0.133552064,0.181537295,-0.577291488,-0.576695531,-0.503632875,-0.45180006,0.102455603,-0.462288719,1.165650242,-0.055714097,-0.008219452,-0.334351967,Industrials
CLVS,-0.693848753,0.135052978,-0.259239748,-0.256282599,0.732736507,-0.519954107,-0.156271322,0.328515861,-0.344594854,-0.469899127,-0.085961717,-0.339277292,Healthcare
ROK,-0.183685833,0.103931404,-0.432467988,-0.458188685,0.388026669,-0.272980503,0.105536557,-0.299338411,1.754085782,-0.13675804,-0.193699909,-0.339773897,Industrials
ESV,0.320504334,0.088098689,-0.296609193,-0.319695954,-0.743959381,-0.369906966,0.032091969,-1.12235619,-0.808461303,0.055454679,-0.932959923,-0.343085147,Energy
DAR,-0.087047398,-0.044253767,-0.379267518,-0.378552085,-0.801849475,-0.677702895,0.137973765,-0.373365276,-1.181780811,-0.411623054,-0.469542641,-0.343192518,Industrials
ZNGA,-0.443916868,-0.173581704,-0.271752907,-0.287312413,0.630298354,-0.119814283,-0.112501255,0.063348103,-0.128156974,0.10278072,-0.611128145,-0.346904987,Technology
IVZ,-1.028656882,-0.668686402,-0.194480123,-0.177173515,-0.012398343,-0.573869548,0.316347839,0.150125898,-0.130308314,-0.049627827,-0.170156636,-0.346985026,Financial Services
CELG,-0.528130303,0.227746813,-0.219014175,-0.295957122,0.897316183,0.686300286,-0.121195641,0.651468785,0.71075686,0.71068237,-0.193752252,-0.349149301,Healthcare
XOM,-0.335396434,0.107587886,-0.263056107,-0.286127479,-0.584662232,4.781931437,0.115898635,0.068288851,0.222195654,0.120121496,-0.226498941,-0.349479334,Energy
MDU,-0.012847729,-0.109364618,-0.233805773,-0.264293846,-0.904052628,-0.222195931,0.161760463,0.030907341,-0.118364826,-0.090178994,-0.749454378,-0.349501242,Basic Materials
PAA,-0.137582656,0.24528596,-0.420699376,-0.407461577,-1.650381463,-0.277027614,0.194298419,-0.120866492,-0.080457579,0.099836701,-0.051231903,-0.349699438,Energy
NTES,-1.176181044,-0.050634076,-0.43228403,-0.468538842,-0.5445918,0.020770832,-0.31611057,0.361827971,0.287684765,0.23429073,0.191882498,-0.349945977,Technology
